#: :type=:list
#source	HGNC_name	dbTF	coTF	in_AGS
EHMT2	euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ELL	elongation factor for RNA polymerase II [Source:HGNC Symbol			possible_TFs_in_AGS
ELL2	elongation factor for RNA polymerase II 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ELL3	elongation factor for RNA polymerase II 3 [Source:HGNC Symbol			possible_TFs_in_AGS
ELP2	elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ELP3	elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol			possible_TFs_in_AGS
ELP4	elongator acetyltransferase complex subunit 4 [Source:HGNC Symbol			possible_TFs_in_AGS
EP400	E1A binding protein p400 [Source:HGNC Symbol			possible_TFs_in_AGS
EPC1	enhancer of polycomb homolog 1 [Source:HGNC Symbol			possible_TFs_in_AGS
EPC2	enhancer of polycomb homolog 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ERCC1	ERCC excision repair 1|endonuclease non-catalytic subunit [Source:HGNC Symbol			possible_TFs_in_AGS
ERCC2	ERCC excision repair 2|TFIIH core complex helicase subunit [Source:HGNC Symbol			possible_TFs_in_AGS
ERCC3	ERCC excision repair 3|TFIIH core complex helicase subunit [Source:HGNC Symbol			possible_TFs_in_AGS
ERCC4	ERCC excision repair 4|endonuclease catalytic subunit [Source:HGNC Symbol			possible_TFs_in_AGS
ERCC5	ERCC excision repair 5|endonuclease [Source:HGNC Symbol			possible_TFs_in_AGS
ERCC6	ERCC excision repair 6|chromatin remodeling factor [Source:HGNC Symbol			possible_TFs_in_AGS
ERCC6L	ERCC excision repair 6 like|spindle assembly checkpoint helicase [Source:HGNC Symbol			possible_TFs_in_AGS
ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol			possible_TFs_in_AGS
EXOSC9	exosome component 9 [Source:HGNC Symbol			possible_TFs_in_AGS
EYA3	EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol			possible_TFs_in_AGS
FAF1	Fas associated factor 1 [Source:HGNC Symbol			possible_TFs_in_AGS
FAM220A	family with sequence similarity 220 member A [Source:HGNC Symbol			possible_TFs_in_AGS
FAM47E	family with sequence similarity 47 member E [Source:HGNC Symbol			possible_TFs_in_AGS
FAM50A	family with sequence similarity 50 member A [Source:HGNC Symbol			possible_TFs_in_AGS
FAM89B	family with sequence similarity 89 member B [Source:HGNC Symbol			possible_TFs_in_AGS
FANCD2	FA complementation group D2 [Source:HGNC Symbol			possible_TFs_in_AGS
FBL	fibrillarin [Source:HGNC Symbol			possible_TFs_in_AGS
FBXW7	F-box and WD repeat domain containing 7 [Source:HGNC Symbol			possible_TFs_in_AGS
FER	FER tyrosine kinase [Source:HGNC Symbol			possible_TFs_in_AGS
FKBP1A	FKBP prolyl isomerase 1A [Source:HGNC Symbol			possible_TFs_in_AGS
FMR1	fragile X messenger ribonucleoprotein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
FRK	fyn related Src family tyrosine kinase [Source:HGNC Symbol			possible_TFs_in_AGS
FUBP1	far upstream element binding protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
FUBP3	far upstream element binding protein 3 [Source:HGNC Symbol			possible_TFs_in_AGS
GABARAPL1	GABA type A receptor associated protein like 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GABPB1	GA binding protein transcription factor subunit beta 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GABPB2	GA binding protein transcription factor subunit beta 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GCFC2	GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol			possible_TFs_in_AGS
GLMN	glomulin|FKBP associated protein [Source:HGNC Symbol			possible_TFs_in_AGS
GRWD1	glutamate rich WD repeat containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GSK3A	glycogen synthase kinase 3 alpha [Source:HGNC Symbol			possible_TFs_in_AGS
GSK3B	glycogen synthase kinase 3 beta [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2A1	general transcription factor IIA subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2A2	general transcription factor IIA subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2E1	general transcription factor IIE subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2E2	general transcription factor IIE subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2F1	general transcription factor IIF subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2F2	general transcription factor IIF subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2H1	general transcription factor IIH subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2H2	general transcription factor IIH subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2H3	general transcription factor IIH subunit 3 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2H4	general transcription factor IIH subunit 4 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF2H5	general transcription factor IIH subunit 5 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF3C1	general transcription factor IIIC subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF3C3	general transcription factor IIIC subunit 3 [Source:HGNC Symbol			possible_TFs_in_AGS
GTF3C5	general transcription factor IIIC subunit 5 [Source:HGNC Symbol			possible_TFs_in_AGS
HAT1	histone acetyltransferase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
HDAC10	histone deacetylase 10 [Source:HGNC Symbol			possible_TFs_in_AGS
HDAC11	histone deacetylase 11 [Source:HGNC Symbol			possible_TFs_in_AGS
HDAC2	histone deacetylase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
HDAC4	histone deacetylase 4 [Source:HGNC Symbol			possible_TFs_in_AGS
HDAC6	histone deacetylase 6 [Source:HGNC Symbol			possible_TFs_in_AGS
HDAC8	histone deacetylase 8 [Source:HGNC Symbol			possible_TFs_in_AGS
HDLBP	high density lipoprotein binding protein [Source:HGNC Symbol			possible_TFs_in_AGS
HELLS	helicase|lymphoid specific [Source:HGNC Symbol			possible_TFs_in_AGS
HEXIM1	HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
HEXIM2	HEXIM P-TEFb complex subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
HINT1	histidine triad nucleotide binding protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
HIPK1	homeodomain interacting protein kinase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
HIPK3	homeodomain interacting protein kinase 3 [Source:HGNC Symbol			possible_TFs_in_AGS
HJURP	Holliday junction recognition protein [Source:HGNC Symbol			possible_TFs_in_AGS
HMGB3	high mobility group box 3 [Source:HGNC Symbol			possible_TFs_in_AGS
HMGN1	high mobility group nucleosome binding domain 1 [Source:HGNC Symbol			possible_TFs_in_AGS
HMGN2	high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol			possible_TFs_in_AGS
HMGN4	high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol			possible_TFs_in_AGS
HMGN5	high mobility group nucleosome binding domain 5 [Source:HGNC Symbol			possible_TFs_in_AGS
HP1BP3	heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol			possible_TFs_in_AGS
HSPA1B	heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol			possible_TFs_in_AGS
HSPA5	heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol			possible_TFs_in_AGS
HSPB1	heat shock protein family B (small) member 1 [Source:HGNC Symbol			possible_TFs_in_AGS
HSPD1	heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol			possible_TFs_in_AGS
HTATSF1	HIV-1 Tat specific factor 1 [Source:HGNC Symbol			possible_TFs_in_AGS
HTT	huntingtin [Source:HGNC Symbol			possible_TFs_in_AGS
HUWE1	HECT|UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
IER2	immediate early response 2 [Source:HGNC Symbol			possible_TFs_in_AGS
IER3	immediate early response 3 [Source:HGNC Symbol			possible_TFs_in_AGS
IFI16	interferon gamma inducible protein 16 [Source:HGNC Symbol			possible_TFs_in_AGS
IFI27	interferon alpha inducible protein 27 [Source:HGNC Symbol			possible_TFs_in_AGS
IFRD1	interferon related developmental regulator 1 [Source:HGNC Symbol			possible_TFs_in_AGS
IGHMBP2	immunoglobulin mu DNA binding protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol			possible_TFs_in_AGS
IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol			possible_TFs_in_AGS
ILF2	interleukin enhancer binding factor 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ING1	inhibitor of growth family member 1 [Source:HGNC Symbol			possible_TFs_in_AGS
ING2	inhibitor of growth family member 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ING3	inhibitor of growth family member 3 [Source:HGNC Symbol			possible_TFs_in_AGS
ING5	inhibitor of growth family member 5 [Source:HGNC Symbol			possible_TFs_in_AGS
INO80	INO80 complex ATPase subunit [Source:HGNC Symbol			possible_TFs_in_AGS
INO80B	INO80 complex subunit B [Source:HGNC Symbol			possible_TFs_in_AGS
IPO7	importin 7 [Source:HGNC Symbol			possible_TFs_in_AGS
IPO9	importin 9 [Source:HGNC Symbol			possible_TFs_in_AGS
IRF2BPL	interferon regulatory factor 2 binding protein like [Source:HGNC Symbol			possible_TFs_in_AGS
IWS1	interacts with SUPT6H|CTD assembly factor 1 [Source:HGNC Symbol			possible_TFs_in_AGS
JADE2	jade family PHD finger 2 [Source:HGNC Symbol			possible_TFs_in_AGS
JADE3	jade family PHD finger 3 [Source:HGNC Symbol			possible_TFs_in_AGS
JAK1	Janus kinase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
JAK2	Janus kinase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
JMJD6	jumonji domain containing 6|arginine demethylase and lysine hydroxylase [Source:HGNC Symbol			possible_TFs_in_AGS
JMJD7	jumonji domain containing 7 [Source:HGNC Symbol			possible_TFs_in_AGS
JMJD8	jumonji domain containing 8 [Source:HGNC Symbol			possible_TFs_in_AGS
KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
KANSL2	KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
KANSL3	KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol			possible_TFs_in_AGS
KCTD21	potassium channel tetramerization domain containing 21 [Source:HGNC Symbol			possible_TFs_in_AGS
KDM1B	lysine demethylase 1B [Source:HGNC Symbol			possible_TFs_in_AGS
KDM4A	lysine demethylase 4A [Source:HGNC Symbol			possible_TFs_in_AGS
KDM4B	lysine demethylase 4B [Source:HGNC Symbol			possible_TFs_in_AGS
KDM4D	lysine demethylase 4D [Source:HGNC Symbol			possible_TFs_in_AGS
KDM6A	lysine demethylase 6A [Source:HGNC Symbol			possible_TFs_in_AGS
KDM6B	lysine demethylase 6B [Source:HGNC Symbol			possible_TFs_in_AGS
KDM8	lysine demethylase 8 [Source:HGNC Symbol			possible_TFs_in_AGS
KEAP1	kelch like ECH associated protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
KSR1	kinase suppressor of ras 1 [Source:HGNC Symbol			possible_TFs_in_AGS
L3MBTL2	L3MBTL histone methyl-lysine binding protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
LATS1	large tumor suppressor kinase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
LATS2	large tumor suppressor kinase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
LBH	LBH regulator of WNT signaling pathway [Source:HGNC Symbol			possible_TFs_in_AGS
LBR	lamin B receptor [Source:HGNC Symbol			possible_TFs_in_AGS
LEO1	LEO1 homolog|Paf1/RNA polymerase II complex component [Source:HGNC Symbol			possible_TFs_in_AGS
LLPH	LLP homolog|long-term synaptic facilitation factor [Source:HGNC Symbol			possible_TFs_in_AGS
LMNA	lamin A/C [Source:HGNC Symbol			possible_TFs_in_AGS
LMNB1	lamin B1 [Source:HGNC Symbol			possible_TFs_in_AGS
LMNB2	lamin B2 [Source:HGNC Symbol			possible_TFs_in_AGS
LOXL3	lysyl oxidase like 3 [Source:HGNC Symbol			possible_TFs_in_AGS
LRRK1	leucine rich repeat kinase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
LRWD1	leucine rich repeats and WD repeat domain containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
MACC1	MET transcriptional regulator MACC1 [Source:HGNC Symbol			possible_TFs_in_AGS
MAD2L2	mitotic arrest deficient 2 like 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MALT1	MALT1 paracaspase [Source:HGNC Symbol			possible_TFs_in_AGS
MBIP	MAP3K12 binding inhibitory protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
MBTD1	mbt domain containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
MBTPS2	membrane bound transcription factor peptidase|site 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:HGNC Symbol			possible_TFs_in_AGS
MCM2	minichromosome maintenance complex component 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MCM3	minichromosome maintenance complex component 3 [Source:HGNC Symbol			possible_TFs_in_AGS
MCM3AP	minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol			possible_TFs_in_AGS
MCM4	minichromosome maintenance complex component 4 [Source:HGNC Symbol			possible_TFs_in_AGS
MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol			possible_TFs_in_AGS
MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol			possible_TFs_in_AGS
MCM7	minichromosome maintenance complex component 7 [Source:HGNC Symbol			possible_TFs_in_AGS
MCM9	minichromosome maintenance 9 homologous recombination repair factor [Source:HGNC Symbol			possible_TFs_in_AGS
MCRS1	microspherule protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
MDC1	mediator of DNA damage checkpoint 1 [Source:HGNC Symbol			possible_TFs_in_AGS
MDFI	MyoD family inhibitor [Source:HGNC Symbol			possible_TFs_in_AGS
MDM2	MDM2 proto-oncogene [Source:HGNC Symbol			possible_TFs_in_AGS
MDM4	MDM4 regulator of p53 [Source:HGNC Symbol			possible_TFs_in_AGS
MEAF6	MYST/Esa1 associated factor 6 [Source:HGNC Symbol			possible_TFs_in_AGS
MED25	mediator complex subunit 25 [Source:HGNC Symbol			possible_TFs_in_AGS
MED28	mediator complex subunit 28 [Source:HGNC Symbol			possible_TFs_in_AGS
METTL21A	methyltransferase 21A|HSPA lysine [Source:HGNC Symbol			possible_TFs_in_AGS
METTL22	methyltransferase 22|Kin17 lysine [Source:HGNC Symbol			possible_TFs_in_AGS
METTL23	methyltransferase 23|arginine [Source:HGNC Symbol			possible_TFs_in_AGS
METTL3	methyltransferase 3|N6-adenosine-methyltransferase complex catalytic subunit [Source:HGNC Symbol			possible_TFs_in_AGS
METTL4	methyltransferase 4|N6-adenosine [Source:HGNC Symbol			possible_TFs_in_AGS
MIS18A	MIS18 kinetochore protein A [Source:HGNC Symbol			possible_TFs_in_AGS
MKKS	MKKS centrosomal shuttling protein [Source:HGNC Symbol			possible_TFs_in_AGS
MKNK2	MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MLLT1	MLLT1 super elongation complex subunit [Source:HGNC Symbol			possible_TFs_in_AGS
MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol			possible_TFs_in_AGS
MLLT3	MLLT3 super elongation complex subunit [Source:HGNC Symbol			possible_TFs_in_AGS
MMS22L	MMS22 like|DNA repair protein [Source:HGNC Symbol			possible_TFs_in_AGS
MNAT1	MNAT1 component of CDK activating kinase [Source:HGNC Symbol			possible_TFs_in_AGS
MORC2	MORC family CW-type zinc finger 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MORC3	MORC family CW-type zinc finger 3 [Source:HGNC Symbol			possible_TFs_in_AGS
MORC4	MORC family CW-type zinc finger 4 [Source:HGNC Symbol			possible_TFs_in_AGS
MORF4L1	mortality factor 4 like 1 [Source:HGNC Symbol			possible_TFs_in_AGS
MORF4L2	mortality factor 4 like 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MPHOSPH8	M-phase phosphoprotein 8 [Source:HGNC Symbol			possible_TFs_in_AGS
MRGBP	MRG domain binding protein [Source:HGNC Symbol			possible_TFs_in_AGS
MSH2	mutS homolog 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MSH6	mutS homolog 6 [Source:HGNC Symbol			possible_TFs_in_AGS
MSI2	musashi RNA binding protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MSL1	MSL complex subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
MSL2	MSL complex subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MTMR4	myotubularin related protein 4 [Source:HGNC Symbol			possible_TFs_in_AGS
MTOR	mechanistic target of rapamycin kinase [Source:HGNC Symbol			possible_TFs_in_AGS
MTPN	myotrophin [Source:HGNC Symbol			possible_TFs_in_AGS
MUL1	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
MYCBP2	MYC binding protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
MYD88	MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol			possible_TFs_in_AGS
N6AMT1	N-6 adenine-specific DNA methyltransferase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
NAP1L1	nucleosome assembly protein 1 like 1 [Source:HGNC Symbol			possible_TFs_in_AGS
NAP1L4	nucleosome assembly protein 1 like 4 [Source:HGNC Symbol			possible_TFs_in_AGS
NAP1L5	nucleosome assembly protein 1 like 5 [Source:HGNC Symbol			possible_TFs_in_AGS
NASP	nuclear autoantigenic sperm protein [Source:HGNC Symbol			possible_TFs_in_AGS
NBN	nibrin [Source:HGNC Symbol			possible_TFs_in_AGS
NCAPD2	non-SMC condensin I complex subunit D2 [Source:HGNC Symbol			possible_TFs_in_AGS
NCAPD3	non-SMC condensin II complex subunit D3 [Source:HGNC Symbol			possible_TFs_in_AGS
NCAPG2	non-SMC condensin II complex subunit G2 [Source:HGNC Symbol			possible_TFs_in_AGS
NEDD4L	NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol			possible_TFs_in_AGS
NEDD8	NEDD8 ubiquitin like modifier [Source:HGNC Symbol			possible_TFs_in_AGS
NEK6	NIMA related kinase 6 [Source:HGNC Symbol			possible_TFs_in_AGS
NELFA	negative elongation factor complex member A [Source:HGNC Symbol			possible_TFs_in_AGS
NELFB	negative elongation factor complex member B [Source:HGNC Symbol			possible_TFs_in_AGS
NELFCD	negative elongation factor complex member C/D [Source:HGNC Symbol			possible_TFs_in_AGS
NELFE	negative elongation factor complex member E [Source:HGNC Symbol			possible_TFs_in_AGS
NFATC2IP	nuclear factor of activated T cells 2 interacting protein [Source:HGNC Symbol			possible_TFs_in_AGS
NFKBIA	NFKB inhibitor alpha [Source:HGNC Symbol			possible_TFs_in_AGS
NFKBID	NFKB inhibitor delta [Source:HGNC Symbol			possible_TFs_in_AGS
NFRKB	nuclear factor related to kappaB binding protein [Source:HGNC Symbol			possible_TFs_in_AGS
NHP2	NHP2 ribonucleoprotein [Source:HGNC Symbol			possible_TFs_in_AGS
NIF3L1	NGG1 interacting factor 3 like 1 [Source:HGNC Symbol			possible_TFs_in_AGS
NKAP	NFKB activating protein [Source:HGNC Symbol			possible_TFs_in_AGS
NLK	nemo like kinase [Source:HGNC Symbol			possible_TFs_in_AGS
NMI	N-myc and STAT interactor [Source:HGNC Symbol			possible_TFs_in_AGS
NOP58	NOP58 ribonucleoprotein [Source:HGNC Symbol			possible_TFs_in_AGS
NOTCH3	notch receptor 3 [Source:HGNC Symbol			possible_TFs_in_AGS
NPM3	nucleophosmin/nucleoplasmin 3 [Source:HGNC Symbol			possible_TFs_in_AGS
NRBF2	nuclear receptor binding factor 2 [Source:HGNC Symbol			possible_TFs_in_AGS
NRDE2	NRDE-2|necessary for RNA interference|domain containing [Source:HGNC Symbol			possible_TFs_in_AGS
NSMCE1	NSE1 homolog|SMC5-SMC6 complex component [Source:HGNC Symbol			possible_TFs_in_AGS
NSMCE2	NSE2 (MMS21) homolog|SMC5-SMC6 complex SUMO ligase [Source:HGNC Symbol			possible_TFs_in_AGS
NSUN5	NOP2/Sun RNA methyltransferase 5 [Source:HGNC Symbol			possible_TFs_in_AGS
NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
NUDT5	nudix hydrolase 5 [Source:HGNC Symbol			possible_TFs_in_AGS
NUP107	nucleoporin 107 [Source:HGNC Symbol			possible_TFs_in_AGS
NUP133	nucleoporin 133 [Source:HGNC Symbol			possible_TFs_in_AGS
NUP153	nucleoporin 153 [Source:HGNC Symbol			possible_TFs_in_AGS
NUP35	nucleoporin 35 [Source:HGNC Symbol			possible_TFs_in_AGS
NUP62	nucleoporin 62 [Source:HGNC Symbol			possible_TFs_in_AGS
NUP85	nucleoporin 85 [Source:HGNC Symbol			possible_TFs_in_AGS
NAA15	N-alpha-acetyltransferase 15|NatA auxiliary subunit [Source:HGNC Symbol			possible_TFs_in_AGS
NAA16	N-alpha-acetyltransferase 16|NatA auxiliary subunit [Source:HGNC Symbol			possible_TFs_in_AGS
NAA40	N-alpha-acetyltransferase 40|NatD catalytic subunit [Source:HGNC Symbol			possible_TFs_in_AGS
NAA50	N-alpha-acetyltransferase 50|NatE catalytic subunit [Source:HGNC Symbol			possible_TFs_in_AGS
NAA60	N-alpha-acetyltransferase 60|NatF catalytic subunit [Source:HGNC Symbol			possible_TFs_in_AGS
NAAA	N-acylethanolamine acid amidase [Source:HGNC Symbol			possible_TFs_in_AGS
OAS1	2'-5'-oligoadenylate synthetase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
OASL	2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol			possible_TFs_in_AGS
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol			possible_TFs_in_AGS
ORC2	origin recognition complex subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
PABPC1L	poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol			possible_TFs_in_AGS
PAF1	PAF1 homolog|Paf1/RNA polymerase II complex component [Source:HGNC Symbol			possible_TFs_in_AGS
PAK1	p21 (RAC1) activated kinase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
PAK2	p21 (RAC1) activated kinase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
PAK6	p21 (RAC1) activated kinase 6 [Source:HGNC Symbol			possible_TFs_in_AGS
PARP1	poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
PARP12	poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol			possible_TFs_in_AGS
PARP2	poly(ADP-ribose) polymerase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
PAXIP1	PAX interacting protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
PCBD2	pterin-4 alpha-carbinolamine dehydratase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
