#: :type=:list
#source	HGNC_name	dbTF	coTF	in_AGS
TLX3	T cell leukemia homeobox 3 [Source:HGNC Symbol	dbTF		
TP63	tumor protein p63 [Source:HGNC Symbol	dbTF		
TPRX1	tetrapeptide repeat homeobox 1 [Source:HGNC Symbol	dbTF		
TRPS1	transcriptional repressor GATA binding 1 [Source:HGNC Symbol	dbTF		
TSHZ2	teashirt zinc finger homeobox 2 [Source:HGNC Symbol	dbTF		
TSHZ3	teashirt zinc finger homeobox 3 [Source:HGNC Symbol	dbTF		
TWIST1	twist family bHLH transcription factor 1 [Source:HGNC Symbol	dbTF		
TWIST2	twist family bHLH transcription factor 2 [Source:HGNC Symbol	dbTF		
UNCX	UNC homeobox [Source:HGNC Symbol	dbTF		
VAX1	ventral anterior homeobox 1 [Source:HGNC Symbol	dbTF		
VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol	dbTF		
VENTX	VENT homeobox [Source:HGNC Symbol	dbTF		
VSX1	visual system homeobox 1 [Source:HGNC Symbol	dbTF		
VSX2	visual system homeobox 2 [Source:HGNC Symbol	dbTF		
WT1	WT1 transcription factor [Source:HGNC Symbol	dbTF		
YBX2	Y-box binding protein 2 [Source:HGNC Symbol	dbTF		
ZBED2	zinc finger BED-type containing 2 [Source:HGNC Symbol	dbTF		
ZBTB16	zinc finger and BTB domain containing 16 [Source:HGNC Symbol	dbTF		
ZBTB8B	zinc finger and BTB domain containing 8B [Source:HGNC Symbol	dbTF		
ZEB1	zinc finger E-box binding homeobox 1 [Source:HGNC Symbol	dbTF		
ZEB2	zinc finger E-box binding homeobox 2 [Source:HGNC Symbol	dbTF		
ZFHX4	zinc finger homeobox 4 [Source:HGNC Symbol	dbTF		
ZFP42	ZFP42 zinc finger protein [Source:HGNC Symbol	dbTF		
ZFP57	ZFP57 zinc finger protein [Source:HGNC Symbol	dbTF		
ZFP82	ZFP82 zinc finger protein [Source:HGNC Symbol	dbTF		
ZHX2	zinc fingers and homeoboxes 2 [Source:HGNC Symbol	dbTF		
ZIC1	Zic family member 1 [Source:HGNC Symbol	dbTF		
ZIC2	Zic family member 2 [Source:HGNC Symbol	dbTF		
ZIC4	Zic family member 4 [Source:HGNC Symbol	dbTF		
ZIC5	Zic family member 5 [Source:HGNC Symbol	dbTF		
ZIM2	zinc finger imprinted 2 [Source:HGNC Symbol	dbTF		
ZIM3	zinc finger imprinted 3 [Source:HGNC Symbol	dbTF		
ZKSCAN7	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol	dbTF		
ZMAT1	zinc finger matrin-type 1 [Source:HGNC Symbol	dbTF		
ZNF135	zinc finger protein 135 [Source:HGNC Symbol	dbTF		
ZNF14	zinc finger protein 14 [Source:HGNC Symbol	dbTF		
ZNF154	zinc finger protein 154 [Source:HGNC Symbol	dbTF		
ZNF157	zinc finger protein 157 [Source:HGNC Symbol	dbTF		
ZNF215	zinc finger protein 215 [Source:HGNC Symbol	dbTF		
ZNF280A	zinc finger protein 280A [Source:HGNC Symbol	dbTF		
ZNF280B	zinc finger protein 280B [Source:HGNC Symbol	dbTF		
ZNF287	zinc finger protein 287 [Source:HGNC Symbol	dbTF		
ZNF334	zinc finger protein 334 [Source:HGNC Symbol	dbTF		
ZNF354C	zinc finger protein 354C [Source:HGNC Symbol	dbTF		
ZNF365	zinc finger protein 365 [Source:HGNC Symbol	dbTF		
ZNF385B	zinc finger protein 385B [Source:HGNC Symbol	dbTF		
ZNF385D	zinc finger protein 385D [Source:HGNC Symbol	dbTF		
ZNF396	zinc finger protein 396 [Source:HGNC Symbol	dbTF		
ZNF418	zinc finger protein 418 [Source:HGNC Symbol	dbTF		
ZNF419	zinc finger protein 419 [Source:HGNC Symbol	dbTF		
ZNF423	zinc finger protein 423 [Source:HGNC Symbol	dbTF		
ZNF470	zinc finger protein 470 [Source:HGNC Symbol	dbTF		
ZNF471	zinc finger protein 471 [Source:HGNC Symbol	dbTF		
ZNF479	zinc finger protein 479 [Source:HGNC Symbol	dbTF		
ZNF480	zinc finger protein 480 [Source:HGNC Symbol	dbTF		
ZNF518B	zinc finger protein 518B [Source:HGNC Symbol	dbTF		
ZNF521	zinc finger protein 521 [Source:HGNC Symbol	dbTF		
ZNF536	zinc finger protein 536 [Source:HGNC Symbol	dbTF		
ZNF540	zinc finger protein 540 [Source:HGNC Symbol	dbTF		
ZNF582	zinc finger protein 582 [Source:HGNC Symbol	dbTF		
ZNF645	None	dbTF		
ZNF648	zinc finger protein 648 [Source:HGNC Symbol	dbTF		
ZNF649	zinc finger protein 649 [Source:HGNC Symbol	dbTF		
ZNF658	zinc finger protein 658 [Source:HGNC Symbol	dbTF		
ZNF667	zinc finger protein 667 [Source:HGNC Symbol	dbTF		
ZNF671	zinc finger protein 671 [Source:HGNC Symbol	dbTF		
ZNF677	zinc finger protein 677 [Source:HGNC Symbol	dbTF		
ZNF683	zinc finger protein 683 [Source:HGNC Symbol	dbTF		
ZNF71	zinc finger protein 71 [Source:HGNC Symbol	dbTF		
ZNF711	zinc finger protein 711 [Source:HGNC Symbol	dbTF		
ZNF726	zinc finger protein 726 [Source:HGNC Symbol	dbTF		
ZNF750	zinc finger protein 750 [Source:HGNC Symbol	dbTF		
ZNF8	zinc finger protein 8 [Source:HGNC Symbol	dbTF		
ZNF80	zinc finger protein 80 [Source:HGNC Symbol	dbTF		
ZNF804A	zinc finger protein 804A [Source:HGNC Symbol	dbTF		
ZNF831	zinc finger protein 831 [Source:HGNC Symbol	dbTF		
ZNF85	zinc finger protein 85 [Source:HGNC Symbol	dbTF		
ZNF878	zinc finger protein 878 [Source:HGNC Symbol	dbTF		
ZNF880	zinc finger protein 880 [Source:HGNC Symbol	dbTF		
ZNF98	zinc finger protein 98 [Source:HGNC Symbol	dbTF		
ZNF99	zinc finger protein 99 [Source:HGNC Symbol	dbTF		
ZSCAN1	zinc finger and SCAN domain containing 1 [Source:HGNC Symbol	dbTF		
ZSCAN10	zinc finger and SCAN domain containing 10 [Source:HGNC Symbol	dbTF		
ZSCAN18	zinc finger and SCAN domain containing 18 [Source:HGNC Symbol	dbTF		
ZSCAN26	zinc finger and SCAN domain containing 26 [Source:HGNC Symbol	dbTF		
ABL2	ABL proto-oncogene 2|non-receptor tyrosine kinase [Source:HGNC Symbol			possible_TFs_in_AGS
ACTB	actin beta [Source:HGNC Symbol			possible_TFs_in_AGS
ACTR5	actin related protein 5 [Source:HGNC Symbol			possible_TFs_in_AGS
ACTR8	actin related protein 8 [Source:HGNC Symbol			possible_TFs_in_AGS
ADD1	adducin 1 [Source:HGNC Symbol			possible_TFs_in_AGS
AFF4	ALF transcription elongation factor 4 [Source:HGNC Symbol			possible_TFs_in_AGS
AGO1	argonaute RISC component 1 [Source:HGNC Symbol			possible_TFs_in_AGS
AGO2	argonaute RISC catalytic component 2 [Source:HGNC Symbol			possible_TFs_in_AGS
AGO3	argonaute RISC catalytic component 3 [Source:HGNC Symbol			possible_TFs_in_AGS
AGO4	argonaute RISC component 4 [Source:HGNC Symbol			possible_TFs_in_AGS
ALKBH1	alkB homolog 1|histone H2A dioxygenase [Source:HGNC Symbol			possible_TFs_in_AGS
ALKBH4	alkB homolog 4|lysine demethylase [Source:HGNC Symbol			possible_TFs_in_AGS
ALPK3	alpha kinase 3 [Source:HGNC Symbol			possible_TFs_in_AGS
ALYREF	Aly/REF export factor [Source:HGNC Symbol			possible_TFs_in_AGS
ANKRA2	ankyrin repeat family A member 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ANKRD11	ankyrin repeat domain containing 11 [Source:HGNC Symbol			possible_TFs_in_AGS
ANKRD42	ankyrin repeat domain 42 [Source:HGNC Symbol			possible_TFs_in_AGS
ANKRD49	ankyrin repeat domain 49 [Source:HGNC Symbol			possible_TFs_in_AGS
ANP32A	acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol			possible_TFs_in_AGS
ANP32B	acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol			possible_TFs_in_AGS
ANP32E	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol			possible_TFs_in_AGS
APLF	aprataxin and PNKP like factor [Source:HGNC Symbol			possible_TFs_in_AGS
APOBEC2	apolipoprotein B mRNA editing enzyme catalytic subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol			possible_TFs_in_AGS
APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol			possible_TFs_in_AGS
APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H [Source:HGNC Symbol			possible_TFs_in_AGS
APP	amyloid beta precursor protein [Source:HGNC Symbol			possible_TFs_in_AGS
ASCC1	activating signal cointegrator 1 complex subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
ASCC2	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ASF1A	anti-silencing function 1A histone chaperone [Source:HGNC Symbol			possible_TFs_in_AGS
ASF1B	anti-silencing function 1B histone chaperone [Source:HGNC Symbol			possible_TFs_in_AGS
ASH2L	ASH2 like|histone lysine methyltransferase complex subunit [Source:HGNC Symbol			possible_TFs_in_AGS
ASXL2	ASXL transcriptional regulator 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ATAD2	ATPase family AAA domain containing 2 [Source:HGNC Symbol			possible_TFs_in_AGS
ATAD2B	ATPase family AAA domain containing 2B [Source:HGNC Symbol			possible_TFs_in_AGS
ATG5	autophagy related 5 [Source:HGNC Symbol			possible_TFs_in_AGS
ATG7	autophagy related 7 [Source:HGNC Symbol			possible_TFs_in_AGS
ATM	ATM serine/threonine kinase [Source:HGNC Symbol			possible_TFs_in_AGS
ATR	ATR serine/threonine kinase [Source:HGNC Symbol			possible_TFs_in_AGS
ATXN1	ataxin 1 [Source:HGNC Symbol			possible_TFs_in_AGS
ATXN3	ataxin 3 [Source:HGNC Symbol			possible_TFs_in_AGS
AURKA	aurora kinase A [Source:HGNC Symbol			possible_TFs_in_AGS
AURKB	aurora kinase B [Source:HGNC Symbol			possible_TFs_in_AGS
AUTS2	activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol			possible_TFs_in_AGS
AXIN1	axin 1 [Source:HGNC Symbol			possible_TFs_in_AGS
AXIN2	axin 2 [Source:HGNC Symbol			possible_TFs_in_AGS
BAG1	BAG cochaperone 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BAG6	BAG cochaperone 6 [Source:HGNC Symbol			possible_TFs_in_AGS
BAHD1	bromo adjacent homology domain containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BAIAP2	BAR/IMD domain containing adaptor protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
BANF1	BAF nuclear assembly factor 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BANP	BTG3 associated nuclear protein [Source:HGNC Symbol			possible_TFs_in_AGS
BAP1	BRCA1 associated protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BARD1	BRCA1 associated RING domain 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BAZ1A	bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol			possible_TFs_in_AGS
BAZ1B	bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol			possible_TFs_in_AGS
BBS1	Bardet-Biedl syndrome 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BBS10	Bardet-Biedl syndrome 10 [Source:HGNC Symbol			possible_TFs_in_AGS
BBS2	Bardet-Biedl syndrome 2 [Source:HGNC Symbol			possible_TFs_in_AGS
BBS4	Bardet-Biedl syndrome 4 [Source:HGNC Symbol			possible_TFs_in_AGS
BCAS3	BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol			possible_TFs_in_AGS
BCCIP	BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol			possible_TFs_in_AGS
BCL7A	BAF chromatin remodeling complex subunit BCL7A [Source:HGNC Symbol			possible_TFs_in_AGS
BCL7B	BAF chromatin remodeling complex subunit BCL7B [Source:HGNC Symbol			possible_TFs_in_AGS
BCR	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol			possible_TFs_in_AGS
BDP1	B double prime 1|subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol			possible_TFs_in_AGS
BEND3	BEN domain containing 3 [Source:HGNC Symbol			possible_TFs_in_AGS
BIN1	bridging integrator 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol			possible_TFs_in_AGS
BIRC5	baculoviral IAP repeat containing 5 [Source:HGNC Symbol			possible_TFs_in_AGS
BLM	BLM RecQ like helicase [Source:HGNC Symbol			possible_TFs_in_AGS
BMI1	BMI1 proto-oncogene|polycomb ring finger [Source:HGNC Symbol			possible_TFs_in_AGS
BRCA2	BRCA2 DNA repair associated [Source:HGNC Symbol			possible_TFs_in_AGS
BRCC3	BRCA1/BRCA2-containing complex subunit 3 [Source:HGNC Symbol			possible_TFs_in_AGS
BRD1	bromodomain containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BRD2	bromodomain containing 2 [Source:HGNC Symbol			possible_TFs_in_AGS
BRD3	bromodomain containing 3 [Source:HGNC Symbol			possible_TFs_in_AGS
BRD9	bromodomain containing 9 [Source:HGNC Symbol			possible_TFs_in_AGS
BRF1	BRF1 RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol			possible_TFs_in_AGS
BRIP1	BRCA1 interacting helicase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BRMS1	BRMS1 transcriptional repressor and anoikis regulator [Source:HGNC Symbol			possible_TFs_in_AGS
BRMS1L	BRMS1 like transcriptional repressor [Source:HGNC Symbol			possible_TFs_in_AGS
BRPF1	bromodomain and PHD finger containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BRPF3	bromodomain and PHD finger containing 3 [Source:HGNC Symbol			possible_TFs_in_AGS
BRWD1	bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
BRWD3	bromodomain and WD repeat domain containing 3 [Source:HGNC Symbol			possible_TFs_in_AGS
BTF3	basic transcription factor 3 [Source:HGNC Symbol			possible_TFs_in_AGS
BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol			possible_TFs_in_AGS
BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol			possible_TFs_in_AGS
C6orf89	chromosome 6 open reading frame 89 [Source:HGNC Symbol			possible_TFs_in_AGS
CABIN1	calcineurin binding protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CALR	calreticulin [Source:HGNC Symbol			possible_TFs_in_AGS
CAND1	cullin associated and neddylation dissociated 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CASK	calcium/calmodulin dependent serine protein kinase [Source:HGNC Symbol			possible_TFs_in_AGS
CBX1	chromobox 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CBX3	chromobox 3 [Source:HGNC Symbol			possible_TFs_in_AGS
CBX5	chromobox 5 [Source:HGNC Symbol			possible_TFs_in_AGS
CBX6	chromobox 6 [Source:HGNC Symbol			possible_TFs_in_AGS
CBX7	chromobox 7 [Source:HGNC Symbol			possible_TFs_in_AGS
CBX8	chromobox 8 [Source:HGNC Symbol			possible_TFs_in_AGS
CBY1	chibby family member 1|beta catenin antagonist [Source:HGNC Symbol			possible_TFs_in_AGS
CCAR2	cell cycle and apoptosis regulator 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CCNA2	cyclin A2 [Source:HGNC Symbol			possible_TFs_in_AGS
CCNB1	cyclin B1 [Source:HGNC Symbol			possible_TFs_in_AGS
CCNC	cyclin C [Source:HGNC Symbol			possible_TFs_in_AGS
CCND3	cyclin D3 [Source:HGNC Symbol			possible_TFs_in_AGS
CCNE1	cyclin E1 [Source:HGNC Symbol			possible_TFs_in_AGS
CCNH	cyclin H [Source:HGNC Symbol			possible_TFs_in_AGS
CCNK	cyclin K [Source:HGNC Symbol			possible_TFs_in_AGS
CCNL2	cyclin L2 [Source:HGNC Symbol			possible_TFs_in_AGS
CCNT1	cyclin T1 [Source:HGNC Symbol			possible_TFs_in_AGS
CCNT2	cyclin T2 [Source:HGNC Symbol			possible_TFs_in_AGS
CDAN1	codanin 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CDC45	cell division cycle 45 [Source:HGNC Symbol			possible_TFs_in_AGS
CDC6	cell division cycle 6 [Source:HGNC Symbol			possible_TFs_in_AGS
CDC73	cell division cycle 73 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK1	cyclin dependent kinase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK11A	cyclin dependent kinase 11A [Source:HGNC Symbol			possible_TFs_in_AGS
CDK11B	cyclin dependent kinase 11B [Source:HGNC Symbol			possible_TFs_in_AGS
CDK12	cyclin dependent kinase 12 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK13	cyclin dependent kinase 13 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK19	cyclin dependent kinase 19 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK2	cyclin dependent kinase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK20	cyclin dependent kinase 20 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK2AP1	cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK3	cyclin dependent kinase 3 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK4	cyclin dependent kinase 4 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK5	cyclin dependent kinase 5 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK5R1	cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK5RAP2	CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK5RAP3	CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK6	cyclin dependent kinase 6 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK7	cyclin dependent kinase 7 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK8	cyclin dependent kinase 8 [Source:HGNC Symbol			possible_TFs_in_AGS
CDK9	cyclin dependent kinase 9 [Source:HGNC Symbol			possible_TFs_in_AGS
CDKN1A	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol			possible_TFs_in_AGS
CDKN1B	cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol			possible_TFs_in_AGS
CDKN1C	cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol			possible_TFs_in_AGS
CDKN2AIP	CDKN2A interacting protein [Source:HGNC Symbol			possible_TFs_in_AGS
CDKN2B	cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol			possible_TFs_in_AGS
CENPF	centromere protein F [Source:HGNC Symbol			possible_TFs_in_AGS
CENPJ	centromere protein J [Source:HGNC Symbol			possible_TFs_in_AGS
CENPN	centromere protein N [Source:HGNC Symbol			possible_TFs_in_AGS
CENPU	centromere protein U [Source:HGNC Symbol			possible_TFs_in_AGS
CENPV	centromere protein V [Source:HGNC Symbol			possible_TFs_in_AGS
CENPW	centromere protein W [Source:HGNC Symbol			possible_TFs_in_AGS
CFDP1	craniofacial development protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CHAF1A	chromatin assembly factor 1 subunit A [Source:HGNC Symbol			possible_TFs_in_AGS
CHAF1B	chromatin assembly factor 1 subunit B [Source:HGNC Symbol			possible_TFs_in_AGS
CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CHD1	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CHD1L	chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol			possible_TFs_in_AGS
CHD2	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CHD3	chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol			possible_TFs_in_AGS
CHD5	chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol			possible_TFs_in_AGS
CHD6	chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol			possible_TFs_in_AGS
CHD7	chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol			possible_TFs_in_AGS
CHD8	chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol			possible_TFs_in_AGS
CHD9	chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol			possible_TFs_in_AGS
CHEK1	checkpoint kinase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CHEK2	checkpoint kinase 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CHRAC1	chromatin accessibility complex subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CHTOP	chromatin target of PRMT1 [Source:HGNC Symbol			possible_TFs_in_AGS
CHUK	component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol			possible_TFs_in_AGS
CIPC	CLOCK interacting pacemaker [Source:HGNC Symbol			possible_TFs_in_AGS
CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol			possible_TFs_in_AGS
CKS1B	CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol			possible_TFs_in_AGS
CKS2	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CNBP	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol			possible_TFs_in_AGS
CNOT1	CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CNOT3	CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol			possible_TFs_in_AGS
CNOT6L	CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol			possible_TFs_in_AGS
CNOT8	CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol			possible_TFs_in_AGS
COL5A2	collagen type V alpha 2 chain [Source:HGNC Symbol			possible_TFs_in_AGS
COMMD1	copper metabolism domain containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
COMMD3-BMI1	COMMD3-BMI1 readthrough [Source:HGNC Symbol			possible_TFs_in_AGS
COMMD7	COMM domain containing 7 [Source:HGNC Symbol			possible_TFs_in_AGS
COPRS	coordinator of PRMT5 and differentiation stimulator [Source:HGNC Symbol			possible_TFs_in_AGS
COQ7	coenzyme Q7|hydroxylase [Source:HGNC Symbol			possible_TFs_in_AGS
CPNE1	copine 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CRABP2	cellular retinoic acid binding protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CRKL	CRK like proto-oncogene|adaptor protein [Source:HGNC Symbol			possible_TFs_in_AGS
CRY1	cryptochrome circadian regulator 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CRY2	cryptochrome circadian regulator 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CSNK2A1	casein kinase 2 alpha 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CSNK2A2	casein kinase 2 alpha 2 [Source:HGNC Symbol			possible_TFs_in_AGS
CSNK2B	casein kinase 2 beta [Source:HGNC Symbol			possible_TFs_in_AGS
CTDP1	CTD phosphatase subunit 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CTDSP1	CTD small phosphatase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CTNNBIP1	catenin beta interacting protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CTNND1	catenin delta 1 [Source:HGNC Symbol			possible_TFs_in_AGS
CTR9	CTR9 homolog|Paf1/RNA polymerase II complex component [Source:HGNC Symbol			possible_TFs_in_AGS
DAB2	DAB adaptor protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
DAPK3	death associated protein kinase 3 [Source:HGNC Symbol			possible_TFs_in_AGS
DAZAP2	DAZ associated protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol			possible_TFs_in_AGS
DDRGK1	DDRGK domain containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
DDX11	DEAD/H-box helicase 11 [Source:HGNC Symbol			possible_TFs_in_AGS
DDX20	DEAD-box helicase 20 [Source:HGNC Symbol			possible_TFs_in_AGS
DDX21	DExD-box helicase 21 [Source:HGNC Symbol			possible_TFs_in_AGS
DDX23	DEAD-box helicase 23 [Source:HGNC Symbol			possible_TFs_in_AGS
DDX39B	DExD-box helicase 39B [Source:HGNC Symbol			possible_TFs_in_AGS
DDX3X	DEAD-box helicase 3 X-linked [Source:HGNC Symbol			possible_TFs_in_AGS
DDX5	DEAD-box helicase 5 [Source:HGNC Symbol			possible_TFs_in_AGS
DEDD	death effector domain containing [Source:HGNC Symbol			possible_TFs_in_AGS
DEK	DEK proto-oncogene [Source:HGNC Symbol			possible_TFs_in_AGS
DENND4A	DENN domain containing 4A [Source:HGNC Symbol			possible_TFs_in_AGS
DEPDC1	DEP domain containing 1 [Source:HGNC Symbol			possible_TFs_in_AGS
DGKQ	diacylglycerol kinase theta [Source:HGNC Symbol			possible_TFs_in_AGS
DHX30	DExH-box helicase 30 [Source:HGNC Symbol			possible_TFs_in_AGS
DHX33	DEAH-box helicase 33 [Source:HGNC Symbol			possible_TFs_in_AGS
DHX36	DEAH-box helicase 36 [Source:HGNC Symbol			possible_TFs_in_AGS
DHX57	DExH-box helicase 57 [Source:HGNC Symbol			possible_TFs_in_AGS
DICER1	dicer 1|ribonuclease III [Source:HGNC Symbol			possible_TFs_in_AGS
DNAJA1	DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol			possible_TFs_in_AGS
DNAJA3	DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol			possible_TFs_in_AGS
DNAJC9	DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol			possible_TFs_in_AGS
DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
DPY30	dpy-30 histone methyltransferase complex regulatory subunit [Source:HGNC Symbol			possible_TFs_in_AGS
DROSHA	drosha ribonuclease III [Source:HGNC Symbol			possible_TFs_in_AGS
DTX3L	deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol			possible_TFs_in_AGS
DTX4	deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol			possible_TFs_in_AGS
DUSP22	dual specificity phosphatase 22 [Source:HGNC Symbol			possible_TFs_in_AGS
DVL1	dishevelled segment polarity protein 1 [Source:HGNC Symbol			possible_TFs_in_AGS
DVL2	dishevelled segment polarity protein 2 [Source:HGNC Symbol			possible_TFs_in_AGS
DVL3	dishevelled segment polarity protein 3 [Source:HGNC Symbol			possible_TFs_in_AGS
EAF1	ELL associated factor 1 [Source:HGNC Symbol			possible_TFs_in_AGS
EAF2	ELL associated factor 2 [Source:HGNC Symbol			possible_TFs_in_AGS
EAPP	E2F associated phosphoprotein [Source:HGNC Symbol			possible_TFs_in_AGS
ECD	ecdysoneless cell cycle regulator [Source:HGNC Symbol			possible_TFs_in_AGS
EDRF1	erythroid differentiation regulatory factor 1 [Source:HGNC Symbol			possible_TFs_in_AGS
EED	embryonic ectoderm development [Source:HGNC Symbol			possible_TFs_in_AGS
EGLN1	egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol			possible_TFs_in_AGS
EGLN2	egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol			possible_TFs_in_AGS
EGLN3	egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol			possible_TFs_in_AGS
EHMT1	euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol			possible_TFs_in_AGS
