#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI5Z_2h.txt#:type=:list
#Associated Gene Name	XPI5Z_2h_Rep1	XPI5Z_2h_Rep2	XPI5Z_2h_Rep3	XPI5Z_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PI5Z_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPI5Z_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PI5Z_2h_DMSO_2h	N: Student's T-test q-value PI5Z_2h_DMSO_2h	N: Student's T-test Difference PI5Z_2h_DMSO_2h	N: Student's T-test Test statistic PI5Z_2h_DMSO_2h
TSC2	15.2949	15.2662	15.2479	15.1571	15.0691	14.788	15.1578	15.4387			4	4	0.412713	0.644329	0.128172	0.933428
NDUFV1	18.6643	18.5841	18.6459	18.5221	18.4666	18.5278	18.6138	18.6567			4	4	0.296523	0.732988	0.0379086	0.7085
GSK3A	18.9101	18.8148	18.8077	18.9215	18.6825	18.8119	18.8014	18.8114			4	4	1.02402	0.309111	0.08672	1.98308
GSK3B	17.9706	17.8675	17.869	18.0154	17.8407	17.8346	17.9827	17.8747			4	4	0.415101	0.64206	0.0474482	0.937889
STK19	15.6791	15.5086	15.7913	15.3679	15.3505	15.8206	15.6908	15.3629			4	4	0.0726102	0.934291	0.0305283	0.202741
TAF6	14.9919	15.0459	15.189	14.972	14.6551	14.3377	14.5191	15.0583			4	4	1.35194	0.220168	0.407165	2.53349
NT5C2	17.9063	18.1975	18.1589	18.2496	18.3042	18.2529	18.2094	18.2537			4	4	0.802628	0.405939	-0.126975	-1.61456
SEPHS1	18.4882	19.0938	19.1826	18.9032	19.3944	19.3008	19.4003	19.26			4	4	1.42949	0.205248	-0.421927	-2.66655
MTHFS	17.9886	18.0108	17.9808	18.0275	17.8268	17.9543	17.814	18.0403			4	4	0.84693	0.383721	0.0930486	1.68862
GMPS	20.0546	20.1406	20.1183	20.2239	20.2482	20.2792	20.2105	20.1523			4	4	1.02682	0.308676	-0.0882001	-1.98773
LIG3	17.7617	17.3617	17.5028	17.3677	17.5849	17.444	17.5447	17.6855			4	4	0.255764	0.773498	-0.0663214	-0.625086
LIG4	14.7722	15.1928	15.28	15.0809	15.7918	16.1478	15.4786	15.1695			4	4	1.26326	0.239866	-0.565464	-2.38302
CDKN1C	14.9522	13.8789	13.3948	14.3495	13.2827	12.6269	13.3261	13.0666			4	1	1.56041	0.182392	1.06825	2.89492
MRE11A	18.3219	18.2425	18.3756	18.0132	18.2195	18.3009	18.367	18.2703			4	4	0.242459	0.785376	-0.0511241	-0.597223
HNMT	13.5425	14.7064	14.1354	14.7814	14.6582	15.6222	14.705	14.5213			4	4	0.752017	0.428571	-0.585231	-1.52953
GNAQ	18.749	18.2571	18.6095	18.5315	18.5068	18.3201	18.5903	18.7171			4	4	0.00802591	0.993814	0.00317812	0.0239236
IDH3A	19.5265	19.5155	19.4455	19.4303	19.514	19.4818	19.4208	19.4573			4	4	0.131424	0.879418	0.01092	0.349178
CRIP1	20.74	20.506	20.9364	21.1048	20.4203	20.6444	20.899	21.3094			4	4	0.00514691	0.99501	0.00354338	0.0153917
MMP14	16.6885	16.6937	16.8403	16.4492	16.2887	16.6787	16.7713	16.5215			4	4	0.329223	0.704251	0.102905	0.773543
PPOX	16.7641	16.2973	16.2852	16.1174	16.9963	16.3391	16.3215	16.1628			4	4	0.146489	0.867796	-0.0889282	-0.384747
GDI2	21.8525	21.9475	21.9621	21.965	21.9513	21.9585	21.9877	21.9553			4	4	0.516934	0.565346	-0.031414	-1.12356
EMD	19.2395	19.1161	19.1626	19.2655	19.0247	19.2343	19.1786	19.3716			4	4	0.0274503	0.976159	-0.00637531	-0.0801172
CPT1A	18.3369	18.3128	18.1709	18.2151	18.2999	18.2364	18.0484	18.1897			4	4	0.439967	0.624149	0.0653143	0.984022
GATM	19.797	19.8233	19.9409	19.7402	20.1105	20.0209	20.0678	19.9833			4	4	2.32193	0.122786	-0.220252	-4.36105
SERPINB8	20.497	20.4107	20.4854	20.1688	21.1559	20.783	20.5213	20.0448			4	4	0.42689	0.63553	-0.235792	-0.959831
SERPINH1	21.8549	21.8407	21.9084	21.8762	21.8739	21.8489	21.9683	21.8133			4	4	0.0589189	0.946017	-0.00604486	-0.166631
PDLIM4	15.8012	16.0869	16.3953	16.7773	16.9058	16.9544	17.3065	17.0588			4	4	1.87892	0.140253	-0.791193	-3.47546
ST13	21.2384	21.3896	21.2203	21.3486	21.1807	21.2538	21.1608	21.2012			4	4	1.14143	0.273056	0.100101	2.17856
PEX5	14.7013	14.6015	14.7607	15.158	15.175	14.779	14.9226	15.2029			4	4	0.645431	0.492446	-0.214517	-1.34827
ERF	15.8345	16.1081	16.2196	16.1806	16.2495	16.325	15.9088	15.6667			4	4	0.100456	0.908853	0.0482028	0.273699
VASP	19.6928	19.8318	19.6996	19.8608	19.5454	19.5405	19.5933	19.6761			4	4	1.83113	0.144728	0.182415	3.38575
DNM2	19.7934	19.6717	19.7524	19.6363	19.6827	19.6708	19.6828	19.7365			4	4	0.206334	0.818842	0.0202489	0.519789
METAP2	17.4775	17.7045	17.6657	17.8886	17.6046	17.7631	17.6539	17.7263			4	4	0.010707	0.991718	-0.00291204	-0.0318201
NUDT2	15.3124	15.2301	15.3268	15.3459	16.4785	16.7652	16.1006	15.5077			4	4	1.80235	0.146184	-0.909169	-3.33221
CDK7	16.6259	16.4744	16.0086	16.5394	16.7999	16.7392	16.3612	16.6848			4	4	0.666277	0.479389	-0.234193	-1.38401
HLCS	16.1493	16.0326	16.008	16.2625	16.7364	17.0384	16.7896	16.5164			4	4	2.77045	0.11917	-0.657079	-5.37949
KNTC1	15.4269	15.74	15.6586	15.7977	15.6755	15.8264	15.7898	15.7156			4	4	0.496179	0.578067	-0.0960155	-1.08637
CDK9	17.7164	17.8123	17.7947	17.8448	17.9869	17.8349	17.9134	17.7877			4	4	0.863903	0.374705	-0.0886741	-1.71693
LRBA	18.2878	18.2359	18.2233	18.1325	18.2016	18.1822	18.1967	18.2678			4	4	0.0744762	0.932585	0.0077796	0.207597
BCAM	19.5994	19.2561	19.3178	19.2347	19.4643	19.1838	19.3647	19.4878			4	4	0.076252	0.930641	-0.023139	-0.212204
PPT1	18.1242	18.0865	18.0306	17.9933	18.5305	18.2903	18.0797	18.1566			4	4	1.03171	0.308133	-0.205593	-1.99585
RPL14	22.0362	21.9895	21.8498	21.9103	21.8319	21.8604	21.6796	21.8263			4	4	1.35077	0.220299	0.146878	2.5315
CCT8	22.7022	22.654	22.6469	22.746	22.6211	22.6234	22.659	22.6565			4	4	0.955298	0.335738	0.0472875	1.86894
CCT4	21.3548	21.4255	21.3544	21.4991	21.4047	21.4272	21.3954	21.5115			4	4	0.245489	0.782732	-0.0262599	-0.603598
ANXA11	20.6936	20.7182	20.699	20.7364	20.6764	20.6637	20.7013	20.6758			4	4	1.38394	0.211724	0.0324826	2.58822
PAPOLA	18.8383	18.6978	18.6415	18.536	18.615	18.6442	18.5822	18.5231			4	4	0.606681	0.510657	0.0872903	1.28137
FXR1	18.7854	18.7358	18.7569	18.8557	18.7619	18.8429	18.8747	18.74			4	4	0.205513	0.819041	-0.021441	-0.517998
FXR2	17.1046	17.2816	17.2627	17.4165	17.142	17.0845	17.2347	17.2719			4	4	0.492892	0.58056	0.0830617	1.08045
RAB5C	21.2707	21.0969	21.0592	21.0566	21.4252	21.3668	21.0991	21.1196			4	4	0.644522	0.492186	-0.131837	-1.34671
RAB7A	21.6011	21.5201	21.4859	21.4126	21.6334	21.5239	21.4429	21.3743			4	4	0.0585153	0.946546	0.011272	0.165553
RAB9A	17.2136	17.1345	17.2756	17.4044	17.2645	16.9425	17.2731	17.2157			4	4	0.37322	0.671398	0.0830898	0.858798
RAB13	17.9243	17.9464	17.9794	18.1642	18.1645	18.4348	18.2968	18.1762			4	4	1.71198	0.159183	-0.264452	-3.16629
DAP	16.7779	16.4163	16.6463	16.0825	16.5556	16.2651	15.9676	16.0602			4	4	0.640547	0.493941	0.268586	1.33988
DAP3	19.1466	18.9573	18.9118	18.9596	19.0068	18.8809	18.966	18.7834			4	4	0.547113	0.546091	0.0845714	1.17713
DUSP3	17.7156	17.7618	17.7128	17.742	17.8216	18.0345	17.7916	17.7521			4	4	0.926276	0.349205	-0.116879	-1.82072
SMARCA2	15.0412	14.9012	15.0442	14.6399	14.6355	14.9451	14.0282	14.6583			4	4	0.78245	0.415167	0.339811	1.58072
SMARCA4	18.1723	18.3222	18.2152	18.341	18.1708	18.2233	18.2718	18.1419			4	4	0.567897	0.530844	0.0607042	1.21372
IDH3G	17.6398	17.6365	17.5915	17.3428	17.3471	17.5663	17.4004	17.6994			4	4	0.179705	0.841445	0.0493531	0.460844
GALK1	18.101	17.8952	17.9172	17.8052	17.8964	17.6614	17.8156	17.9877			4	4	0.427662	0.634528	0.089355	0.961264
SSR4	21.0318	21.0097	21.3773	21.236	21.0595	21.1917	21.3437	21.3929			4	4	0.301804	0.727251	-0.0832438	-0.71911
BCAP31	18.9733	18.9695	18.9648	18.9289	18.9336	18.9325	18.7678	18.9359			4	4	0.768754	0.420782	0.0666757	1.55771
TPMT	18.0718	18.1665	18.2554	18.0764	17.9516	17.9331	18.1633	18.2136			4	4	0.404606	0.649252	0.0771394	0.91824
MECP2	16.9844	16.7303	16.993	16.5975	16.9114	16.5662	16.6966	16.3773			4	4	0.598161	0.512915	0.188439	1.26657
HCFC1	19.7109	19.7021	19.5309	19.6524	19.5397	19.4764	19.4545	19.4343			4	4	1.9719	0.130628	0.172846	3.65297
IRAK1	14.8713	14.7959	14.8468	15.3097	15.5925	14.6959	14.7056	15.0127			4	4	0.0675295	0.939563	-0.0457592	-0.189441
ALDH3A2	19.9716	19.7956	19.6753	19.6728	19.8192	19.6791	19.6146	19.6717			4	4	0.448374	0.617764	0.0826607	0.999492
ALDH5A1	16.3637	16.3594	16.2988	16.35	16.5571	16.4343	16.3551	16.544			4	4	1.38178	0.212428	-0.129667	-2.58452
HSD17B4	20.7501	20.6462	20.7108	20.5567	20.7726	20.7479	20.7552	20.7585			4	4	1.13955	0.273038	-0.0926023	-2.17542
PSMD7	19.8632	19.7455	19.7737	19.8445	19.978	19.9471	19.8995	19.8293			4	4	1.32689	0.226911	-0.106753	-2.49083
ARSE	14.9453	15.0215	15.1815	14.8435	13.9147	15.847	15.3929	15.1106			4	4	0.0576232	0.946909	-0.0683439	-0.163168
STAT5B	16.3406	16.5069	16.3541	16.4181	16.5723	16.525	16.3404	16.2528			4	4	0.0752989	0.931982	-0.0177317	-0.209733
USP11	17.8054	17.5912	17.6165	17.698	17.6762	17.7487	17.589	17.4792			4	4	0.303121	0.725841	0.0544949	0.721749
CLCN3	16.3328	16.441	16.6002	16.295	16.998	16.2076	15.6143	15.9177			4	4	0.324333	0.708964	0.232833	0.763912
CLCN5	18.1003	18.0267	18.1254	18.0723	18.0479	18.0793	17.9982	17.9843			4	4	0.890472	0.363503	0.053741	1.76118
DYNLT3	14.2795	14.962	15.1084	14.9212	14.7192	15.1499	14.7617	14.6545			4	4	0.00547964	0.995114	-0.0035243	-0.0163805
VAMP7	17.4545	17.4424	17.4006	17.4114	17.2942	17.4802	17.4449	17.4363			4	4	0.115385	0.896515	0.0133305	0.310503
RPS6KA3	15.523	15.8485	15.8302	15.9726	15.7642	15.9671	16.0126	15.7435			4	4	0.274949	0.753191	-0.0783167	-0.664696
HDGF	21.0706	21.2107	21.2899	21.1972	21.1911	21.2494	21.2427	21.3086			4	4	0.496873	0.577754	-0.05585	-1.08762
CCNH	14.3553	14.7595	15.0628	15.2211	15.556	15.1141	15.6228	15.299			4	4	1.30196	0.230796	-0.548309	-2.44848
MNAT1	16.5592	16.2459	15.7174	16.4936	16.5502	16.0729	14.5578	15.5354			4	4	0.576055	0.525819	0.574962	1.22801
UBE2E1	18.8154	18.9666	18.8882	19.0833	18.7577	19.0123	19.0529	19.1148			4	4	0.185548	0.837194	-0.046052	-0.473926
NDUFA8	18.3322	18.2703	18.2801	18.3208	18.0795	18.0198	18.2719	18.1445			4	4	1.65542	0.169767	0.171925	3.06406
HNRNPA3	21.0403	21.2976	21.458	21.2973	21.2478	21.4829	21.5425	21.5551			4	4	0.816927	0.39813	-0.183773	-1.6385
PGD	20.6803	20.772	20.8454	20.8075	20.8295	20.9236	20.8764	20.8522			4	4	1.22253	0.250813	-0.0941277	-2.3144
HNRNPM	23.1649	23.0511	23.1855	23.0989	22.9629	23.0295	23.076	23.1271			4	4	0.815227	0.398922	0.0761771	1.63565
KPNA2	20.7481	20.6981	20.1606	20.8023	20.785	20.6166	20.0505	20.1694			4	4	0.371399	0.672915	0.196882	0.855317
KPNA1	17.5294	17.271	17.4028	17.5385	17.4536	17.3392	17.359	17.6308			4	4	0.038691	0.96373	-0.0102267	-0.111622
NCBP2	17.1642	17.3193	17.4161	17.4643	17.1462	17.4522	17.3799	17.3609			4	4	0.0225628	0.978784	0.00618172	0.0661943
RAP1GDS1	18.1151	18.2074	18.0587	18.1832	18.0764	18.1304	18.0372	18.0259			4	4	0.907203	0.356336	0.0736403	1.78901
DGKE	16.4695	16.333	16.3602	16.0118	15.9907	15.7226	16.1189	15.8016			4	4	1.55714	0.182985	0.385216	2.88915
POLR2H	17.287	17.4895	17.5054	17.4907	17.4122	17.6669	17.5099	17.6327			4	4	0.695056	0.461621	-0.112266	-1.4331
POLR2J	17.2905	17.365	17.0733	17.3784	17.2647	16.8671	17.2193	16.8618			4	4	0.864322	0.374537	0.223556	1.71763
ARHGDIA	20.3919	20.9975	20.8694	21.0889	20.856	21.1813	21.1446	21			4	4	0.567555	0.530401	-0.208555	-1.21312
AGFG1	18.1749	18.1547	18.0613	18.0878	17.9848	18.102	18.0197	18.0846			4	4	0.955319	0.335948	0.0718927	1.86898
HNRNPF	20.3939	20.4887	20.4008	20.5383	20.2915	20.3969	20.4096	20.4744			4	4	0.564743	0.532133	0.0623522	1.20818
STAT2	14.1975	15.2364	15.3043	14.7507	15.2393	15.5752	15.3524	15.4793			4	4	1.04726	0.303835	-0.539307	-2.02171
GTF2A1	17.62	17.6056	17.4073	17.6654	18.8952	19.0833	18.6046	18.5091			4	4	3.78872	0.0816	-1.19847	-8.3283
GTF2A2	16.2192	16.0881	16.376	16.3758	15.7821	16.5309	16.1366	16.6091			4	4	0.000122335	0.999724	7.48634E-05	0.000367941
MSH6	18.7166	18.7495	18.7139	18.727	18.7071	18.7693	18.7396	18.7561			4	4	0.470163	0.598971	-0.0162954	-1.03931
KIF11	17.3899	17.257	17.2337	17.5668	17.4199	17.4272	17.2527	17.3281			4	4	0.0191446	0.983039	0.00490427	0.0563724
VAV2	18.3009	18.3659	18.3782	18.1265	18.4658	18.4188	18.3114	18.178			4	4	0.237609	0.790013	-0.050663	-0.586983
ZNF143	15.4695	14.7639	14.144	14.7759	14.8103	15.0168	14.8328	14.177			4	4	0.0878655	0.919234	0.0791378	0.242005
RBM5	17.9973	17.9191	17.7083	17.7095	17.8612	17.7955	17.6842	17.882			4	4	0.120523	0.891694	0.027812	0.322987
HRSP12	16.4402	16.711	16.7407	16.7842	16.6425	16.6655	16.3487	17.0857			4	4	0.03353	0.968835	-0.0165682	-0.0972444
SMS	18.5632	18.6608	18.5283	18.7387	19.328	19.3492	19.0434	18.8575			4	4	2.19053	0.119881	-0.521763	-4.08732
HK2	18.7345	18.7476	18.913	18.906	18.765	18.7508	18.8899	18.9064			4	4	0.0147095	0.987111	-0.00276375	-0.0435225
EFNB2	16.1317	16.0131	16.3315	15.3062	15.8237	15.0005	15.9175	15.3746			4	4	0.648017	0.490789	0.416548	1.35271
MRPL12	19.5914	19.6454	19.6356	19.6547	19.4812	19.5289	19.5196	19.7301			4	4	0.536017	0.552347	0.0668406	1.1575
DGKQ	13.7906	13.1604	13.5331	12.9362	13.4095	13.2275	13.1051	12.8009			4	4	0.425056	0.635659	0.219347	0.956428
THOP1	17.9711	18.1715	17.9934	18.1612	17.9231	18.1194	18.0225	18.1544			4	4	0.0953308	0.912961	0.0194454	0.260872
CAPZA1	22.2483	22.3094	22.2568	22.2298	22.1619	22.1977	22.1999	22.2503			4	4	1.24476	0.245797	0.0586004	2.35182
HMGA2	15.043	15.1177	15.1676	15.1217	14.7619	14.5752	14.976	15.1706			4	4	0.93425	0.34556	0.241561	1.83397
CRIP2	18.2439	18.4016	18.2124	18.3269	18.1152	18.3097	18.2131	18.4315			4	4	0.136225	0.875695	0.0288219	0.360591
NUP98	18.4681	18.4347	18.4541	18.5194	18.5334	18.4628	18.4488	18.5087			4	4	0.304108	0.725273	-0.0193596	-0.723727
BLVRA	20.2217	19.9581	19.933	19.7841	20.2507	19.9458	20.0061	19.7768			4	4	0.054184	0.94914	-0.0205984	-0.153938
SLC25A1	19.803	19.3517	19.5253	19.288	19.823	19.5516	19.6158	19.3749			4	4	0.278869	0.750026	-0.0993586	-0.672712
PPP5C	18.7672	18.7883	18.6971	18.8765	18.8956	18.8311	18.7103	18.8679			4	4	0.34167	0.695151	-0.0439544	-0.797909
PLK1	16.7381	16.9917	16.6212	17.1393	17.1004	16.973	16.5122	16.7346			4	4	0.0877921	0.919205	0.0424771	0.241819
ARFIP2	16.8471	16.9982	17.1657	17.1096	16.8625	17.0661	17.1797	17.1835			4	4	0.159937	0.855095	-0.0428214	-0.415926
ARFIP1	18.711	18.643	18.6514	18.5823	18.5199	18.4625	18.5946	18.5733			4	4	1.48505	0.19515	0.109371	2.76285
NUBP1	17.6071	17.7168	17.5997	17.8795	17.8211	18.0082	17.9362	17.9896			4	4	1.65478	0.170128	-0.238	-3.06291
ACLY	20.5952	20.7157	20.6869	20.6667	20.6199	20.7272	20.6996	20.7518			4	4	0.380079	0.666012	-0.0335464	-0.871879
METAP1	19.0237	18.8984	18.8909	19.1614	18.9144	19.0158	18.9504	19.0291			4	4	0.0847237	0.922429	0.016201	0.233999
SUCLG1	18.7999	18.6894	18.671	18.7623	18.6674	18.6039	18.5227	18.7418			4	4	0.877553	0.368782	0.0967045	1.73967
MVD	16.9575	16.885	16.8948	16.7378	17.2983	17.3889	17.1156	17.0315			4	4	1.94758	0.13222	-0.339797	-3.60616
PGGT1B	17.3035	17.4445	17.6133	17.448	17.5031	17.5493	17.2048	17.5749			4	4	0.0180526	0.983733	-0.0056715	-0.0532198
RABGGTB	17.5315	17.3793	17.1406	17.4447	17.1993	17.4702	17.1175	17.2032			4	4	0.510615	0.569626	0.12646	1.11227
COPB1	19.7835	19.5711	19.619	19.6276	19.7892	19.7448	19.7097	19.6338			4	4	0.571913	0.529145	-0.0690937	-1.22076
COPA	21.1302	21.05	21.0723	21.0387	21.1085	21.0223	21.0525	21.0404			4	4	0.249823	0.77815	0.016891	0.612686
CTSC	16.723	16.6234	16.841	16.6702	16.5046	16.5878	16.6282	16.8313			4	4	0.401552	0.651459	0.0763965	0.912502
LIMK2	16.2791	16.6263	16.8154	15.9552	16.9988	16.8876	16.7943	16.1274			4	4	0.468281	0.599895	-0.283064	-1.03589
AP2S1	19.1439	18.9957	18.9847	19.0342	19.2719	19.4625	19.2341	19.0221			4	4	1.11702	0.283108	-0.208019	-2.13782
HCCS	17.902	18.1667	18.1881	18.1537	17.9553	18.0007	18.2009	18.1945			4	4	0.0560616	0.946837	0.0147719	0.158984
PTTG1IP	18.3085	17.5945	17.756	17.9618	18.2223	17.9808	16.6331	17.3156			4	4	0.418191	0.640526	0.367208	0.943652
POLR2K	18.165	18.2725	18.7227	18.9772	18.2417	19.0972	18.486	18.5472			4	4	0.0805822	0.926837	-0.0586677	-0.223382
SMTN	16.7128	16.5718	16.1331	16.622	16.5316	16.3056	16.067	16.0271			4	4	0.788648	0.412448	0.277106	1.59112
PLA2G16	14.5174	14.4489	14.9795	14.6969	15.9432	15.2315	15.3496	14.7172			4	4	1.23529	0.248211	-0.649737	-2.33587
SLC16A1	18.998	19.1246	19.2487	19.2133	18.8689	18.9366	19.2004	19.1738			4	4	0.453252	0.612098	0.101233	1.00844
IST1	18.0221	18.0786	17.9698	18.0499	18.0203	18.0298	17.9933	18.098			4	4	0.0580667	0.946728	-0.00528288	-0.164354
SEC24C	19.6062	19.3211	19.306	19.2586	19.3171	19.1766	19.2768	19.1654			4	4	0.789722	0.412885	0.13902	1.59292
SUB1	21.5278	22.3543	22.38	22.1977	21.8722	22.1436	22.365	22.2399			4	4	0.0633079	0.94182	-0.0402179	-0.1783
POLG	14.98	14.8244	14.6829	15.1063	15.1115	15.0816	14.9989	15.0949			4	4	0.923679	0.349302	-0.173343	-1.81641
CLNS1A	19.5677	19.3345	19.2681	19.2138	19.4583	19.4545	19.317	19.4514			4	4	0.380083	0.666198	-0.0742788	-0.871887
BLM	20.049	20.3469	20.4151	20.44	20.0546	20.4321	20.2794	20.0278			4	4	0.377731	0.668177	0.1143	0.867407
RARS	20.7161	20.6152	20.6229	20.554	20.5961	20.5813	20.6147	20.6493			4	4	0.177999	0.842474	0.0166979	0.457008
HIRA	16.5054	15.9957	16.2683	15.9437	15.9103	15.7969	15.7183	15.6555			4	4	1.556	0.183216	0.407987	2.88714
ATXN3	17.2144	17.5825	17.3756	17.2733	17.4544	17.673	17.4786	17.3593			4	4	0.586221	0.521372	-0.129894	-1.24578
ATXN1	16.5237	16.4956	16.5356	16.5259	16.4521	16.2936	16.3099	16.6624			4	4	0.479979	0.59105	0.0907278	1.05713
PMS2	14.4634	14.3148	14.2274	13.8301	14.5475	14.35	14.267	14.1284			4	4	0.296834	0.732577	-0.114342	-0.709127
YARS	20.7803	20.6637	20.968	20.8011	20.6622	20.652	20.8895	21.0477			4	4	0.0286682	0.974174	-0.00955105	-0.083565
USP14	21.5116	21.4128	21.4478	21.3822	21.4579	21.4861	21.4962	21.357			4	4	0.0924482	0.915572	-0.0107141	-0.253613
PRKAG1	17.7177	17.6894	17.6597	17.6352	17.733	17.5545	17.5598	17.5399			4	4	0.798013	0.408875	0.0787015	1.60683
HSPA2	17.3792	17.1351	17.1488	17.1198	16.9903	17.114	17.1972	17.2251			4	4	0.338654	0.697361	0.0640974	0.792024
ATP1B3	20.8145	20.7349	20.9425	20.8931	20.7	20.5197	20.7303	20.6999			4	4	1.49177	0.191902	0.183776	2.77456
RAD23A	17.8609	17.8052	17.5796	17.6391	18.0161	17.9111	17.4687	17.634			4	4	0.0929737	0.915414	-0.0362444	-0.254939
RAD23B	20.197	20.0842	20.071	20.2049	20.1061	20.2277	20.1726	20.1198			4	4	0.145272	0.867861	-0.0172753	-0.3819
EPHB4	17.0127	17.2226	16.6938	17.3761	16.922	17.1119	16.9722	17.2479			4	4	0.0266378	0.976611	0.0128331	0.0778123
EPHA4	15.6396	15.1657	15.4265	14.7154	15.3121	15.3676	15.3536	14.6066			4	4	0.104198	0.906067	0.0768576	0.283
NAGLU	16.1825	15.9578	16.3083	15.8999	16.6004	16.4314	16.33	16.0487			4	4	0.895337	0.362366	-0.265506	-1.76928
GALC	18.3749	17.8703	18.1164	17.8499	18.2011	18.0626	18.3135	18.3758			4	4	0.625148	0.499584	-0.185369	-1.31333
AK2	19.6873	19.6184	19.7366	19.7849	19.784	19.7555	19.77	19.7347			4	4	0.711673	0.451242	-0.0542097	-1.46132
EMP3	17.2858	17.2554	16.9093	17.1167	16.9916	16.7709	16.3486	15.824			4	4	1.28922	0.234802	0.658026	2.4269
ALDH18A1	18.9125	18.7606	18.6927	18.8017	18.8389	18.7142	18.6567	18.6425			4	4	0.575793	0.525796	0.0788012	1.22755
NAPA	19.5399	19.6706	19.6969	19.6672	19.5769	19.6859	19.7536	19.8013			4	4	0.455572	0.609932	-0.0608239	-1.01269
EIF5	21.0219	21.0684	21.0795	21.1138	21.064	21.1308	21.1191	21.0277			4	4	0.184375	0.838329	-0.0144649	-0.471306
SLC12A2	20.3951	20.3296	20.4765	20.3075	20.378	20.3998	20.5246	20.553			4	4	0.73112	0.439654	-0.0866928	-1.49425
PSMD4	20.2722	20.4657	20.408	20.3744	20.1647	20.4077	20.2686	20.4397			4	4	0.33899	0.697497	0.0599084	0.79268
DRG2	17.5839	17.7917	17.7672	17.9205	18.1663	17.925	17.8485	17.874			4	4	0.954454	0.33535	-0.187651	-1.86754
CSE1L	22.5392	22.5262	22.4757	22.4739	22.5115	22.5019	22.4662	22.5854			4	4	0.159013	0.85579	-0.0124965	-0.4138
TMBIM6	18.6654	18.6971	18.4653	18.2707	18.2523	18.3189	18.419	17.9824			4	4	1.07533	0.295442	0.281497	2.06838
VCP	21.9533	22.0521	22.0331	22.0203	22.0192	22.0616	22.0879	22.1284			4	4	0.971733	0.329642	-0.059588	-1.89624
MFAP1	16.2521	16.5054	16.6467	16.6537	16.1427	16.578	16.7156	17.1339			4	4	0.229394	0.795998	-0.128056	-0.569532
HADHB	21.0379	20.9643	21.0837	20.9392	20.8991	20.8628	21.0734	21.0492			4	4	0.226496	0.798123	0.035151	0.563343
MANF	19.2222	19.1394	19.1241	19.2158	19.0113	19.1034	19.1149	19.3752			4	4	0.108725	0.900728	0.0241866	0.294184
MLLT4	17.675	17.5324	17.3604	17.4347	17.5388	17.4273	17.3395	17.3316			4	4	0.50103	0.575632	0.0913215	1.09509
ELL	13.1171	13.6442	13.4658	13.5363	13.4153	13.4824	13.3023	12.7917			4	4	0.446609	0.619276	0.192922	0.99625
NAP1L1	21.3228	21.6944	21.5146	21.4203	21.5908	21.6309	21.5398	21.5506			4	4	0.503567	0.575129	-0.0899763	-1.09964
CASP7	17.3034	17.4808	17.5849	17.4689	17.9333	17.5484	17.6034	17.8572			4	4	1.32867	0.225744	-0.276086	-2.49386
CASP6	18.0165	17.9699	17.9969	17.9906	18.2047	18.0082	18.1375	18.019			4	4	1.05771	0.301539	-0.0988717	-2.03907
ADK	18.9274	18.8862	19.0406	19.1117	18.8824	19.0457	19.0052	19.0581			4	4	0.0335474	0.968947	-0.00636482	-0.0972929
ADAR	20.3404	20.0794	20.1594	20.0534	20.1812	20.0245	20.0842	20.0972			4	4	0.367551	0.675086	0.0613923	0.847946
LAMB2	15.5412	15.7077	15.7677	15.7505	15.551	15.5998	15.8307	16.0543			4	4	0.210809	0.81342	-0.0671635	-0.529533
FOXA3	15.461	15.6717	15.8742	15.4464	16.017	15.6317	15.8466	15.6613			4	4	0.618581	0.505087	-0.175837	-1.30198
TPD52	18.6614	18.5291	18.4987	18.5672	18.4457	18.2971	18.3585	18.4023			4	4	2.12906	0.117229	0.188179	3.96265
SEC13	18.7037	18.7102	18.8372	18.7275	18.5182	18.625	18.7666	18.6844			4	4	0.781309	0.415722	0.0961165	1.5788
NHP2L1	20.6479	20.6609	20.6828	20.6557	20.4028	20.542	20.5524	20.6293			4	4	1.46525	0.198641	0.130204	2.72844
NPEPPS	21.1013	21.1028	21.111	21.1231	21.0513	21.0174	21.022	21.123			4	4	1.18746	0.255917	0.0561247	2.25554
GFER	16.2833	16.6694	16.3931	17.039	16.5139	16.3478	16.845	16.1801			4	4	0.227415	0.797788	0.124499	0.565307
HNRNPH2	19.2662	19.529	19.6007	19.3856	19.5807	19.5231	19.6779	19.6589			4	4	1.0284	0.309002	-0.164752	-1.99036
OXCT1	17.9804	17.9838	18.006	18.0658	17.8926	18.0621	18.0668	18.0917			4	4	0.147731	0.866745	-0.0193028	-0.38765
EIF3B	20.4239	20.5497	20.4774	20.742	20.6133	20.626	20.5779	20.5224			4	4	0.197546	0.826601	-0.0366826	-0.500525
FCGRT	15.1335	15.1314	15.2699	15.0395	15.8508	15.8991	15.3876	14.5011			4	4	0.349092	0.690559	-0.266052	-0.812343
