#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI5Z_2h.txt#:type=:list
#Associated Gene Name	XPI5Z_2h_Rep1	XPI5Z_2h_Rep2	XPI5Z_2h_Rep3	XPI5Z_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PI5Z_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPI5Z_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PI5Z_2h_DMSO_2h	N: Student's T-test q-value PI5Z_2h_DMSO_2h	N: Student's T-test Difference PI5Z_2h_DMSO_2h	N: Student's T-test Test statistic PI5Z_2h_DMSO_2h
BID	18.0106	18.0129	18.13	18.1114	17.9739	18.0858	18.0849	18.1982			4	4	0.131793	0.879034	-0.019495	-0.350057
ATP5J2	17.2315	17.2095	17.0552	17.5082	17.2226	17.4627	17.5939	17.4999			4	4	0.778896	0.415776	-0.193697	-1.57475
NDUFV3	15.9318	15.9281	16.1478	15.9421	15.9364	15.7034	16.195	16.349			4	4	0.146306	0.867994	-0.0584707	-0.384319
RRP1	17.7087	17.8801	17.9215	17.827	17.7726	17.7348	17.7738	17.9263			4	4	0.205345	0.818899	0.0324459	0.51763
MARS	21.3313	21.1281	21.3645	21.0864	21.1711	21.0589	21.26	21.2406			4	4	0.214162	0.810413	0.0449486	0.536803
ARPP19	18.7114	18.8282	18.6606	18.6484	18.7003	18.7596	18.5744	18.7644			4	4	0.0742678	0.932671	0.0124907	0.207055
MAZ	14.86	15.1072	15.3129	15.2447	14.7956	15.2402	15.28	15.2065			4	4	0.00147775	0.998892	0.000668526	0.00443767
POLE2	15.0238	14.5898	13.5215	14.8471	15.9836	15.6453	14.939	14.2566			4	4	0.670498	0.478163	-0.710588	-1.39123
C14orf2	19.3247	18.624	18.7182	18.6278	19.1429	18.3373	18.5332	18.5234			4	4	0.331993	0.702428	0.189466	0.778982
ATP5E	19.1051	19.196	18.9986	19.1167	18.9961	18.7626	18.9356	18.7348			4	4	1.75918	0.151756	0.246864	3.25254
ATP5EP2	19.1051	19.196	18.9986	19.1167	18.9961	18.7626	18.9356	18.7348			4	4	1.75918	0.151756	0.246864	3.25254
ATP5I	19.5733	19.0696	18.894	19.0718	19.5989	19.513	19.2494	18.8287			4	4	0.26342	0.765789	-0.145301	-0.64097
LGALS4	16.1717	16.4288	16.0118	15.8176	17.6044	17.4362	17.2806	16.4242			4	4	1.98946	0.131354	-1.07888	-3.68695
EIF6	21.2802	21.1967	21.2127	21.1818	21.208	21.2151	21.2152	21.1864			4	4	0.203635	0.820139	0.0116906	0.513893
CTBP2	18.8489	18.7798	18.8966	18.7742	18.7139	18.7789	18.9375	18.7645			4	4	0.180938	0.840881	0.026206	0.463612
NDUFA6	17.4182	17.677	17.5049	17.7915	17.538	17.7052	17.6039	17.4784			4	4	0.0603863	0.944547	0.0165491	0.170542
TMEM50B	15.2396	15.2598	15.8051	15.1361	15.3638	15.0577	15.367	16.1687			4	4	0.178725	0.84235	-0.129132	-0.458641
PEX3	15.4407	15.5157	15.6672	15.7072	15.3986	15.7647	15.8812	16.114			4	4	0.604918	0.509755	-0.206931	-1.27831
CLDN6	19.4817	19.5326	19.2231	19.3545	18.9949	19.2188	19.1114	18.8222			4	4	1.78238	0.14918	0.361133	3.29526
BCAR1	17.3216	17.3802	17.3012	17.5477	17.4173	17.4698	17.1893	17.3557			4	4	0.135525	0.875401	0.0296621	0.358931
STX17	17.6955	17.3158	17.3828	17.1384	17.4754	17.294	17.1289	17.3653			4	4	0.193046	0.830613	0.0672193	0.490587
C21orf59	16.1287	16.6397	16.87	17.1142	17.5383	17.8375	17.3622	17.3249			4	4	1.86095	0.142145	-0.827569	-3.44162
WDR4	17.1182	17.42	17.5726	17.5769	17.5747	17.7196	17.6491	17.5396			4	4	0.872559	0.371162	-0.198816	-1.73135
TMEM33	19.4949	19.5637	19.4755	19.5059	19.5289	19.4566	19.3153	19.3912			4	4	0.890998	0.363454	0.0870357	1.76206
GEMIN4	17.2071	17.1938	17.1575	17.3493	17.374	17.3882	17.1656	16.9212			4	4	0.0435246	0.959329	0.0146661	0.124957
RAB25	18.5905	18.4519	18.6051	18.5607	18.6936	18.7976	18.7937	18.7426			4	4	2.53489	0.10296	-0.204838	-4.82733
CORO7	17.6321	17.6902	17.7108	17.6232	17.7266	17.7525	17.5954	17.6403			4	4	0.129164	0.880212	-0.0146213	-0.343779
NUP107	19.0058	18.9315	18.9473	18.957	19.1819	19.0119	19.0093	19.0079			4	4	1.04061	0.306116	-0.0923514	-2.01065
GSDMD	16.4335	16.8471	16.9408	16.6129	16.7133	16.7539	17.0856	17.0028			4	4	0.576196	0.525818	-0.180318	-1.22826
SNX16	18.9976	19.1995	19.0757	18.5095	20.6119	19.5565	19.3898	19.975			4	4	1.62583	0.172923	-0.937725	-3.01105
EEFSEC	15.6076	15.5382	15.6544	15.7154	15.8655	15.7071	15.6524	15.6804			4	4	0.797842	0.408634	-0.0974507	-1.60654
SESN2	16.6332	16.5274	16.882	16.5427	15.6751	16.2509	16.5616	16.64			4	4	0.769078	0.420757	0.364405	1.55825
MTPN	19.2699	19.2219	19.0872	19.1248	19.4564	19.235	19.1593	19.1603			4	4	0.414898	0.642254	-0.0767989	-0.937509
ARPC4	21.4511	21.5148	21.6228	21.6346	22.0901	22.0479	21.8929	21.6347			4	4	1.74013	0.155859	-0.36061	-3.21763
ANAPC15	13.8221	13.5022	13.898	13.9151	13.5668	13.3271	13.4478	14.3611			4	4	0.166058	0.85148	0.108639	0.429947
CD81	18.6428	17.9417	18.0229	18.2219	17.6121	17.916	17.9033	17.7603			4	4	1.26066	0.240749	0.409368	2.37863
SEC61G	21.198	20.8535	20.8538	20.3949	20.6918	20.3353	20.6856	20.8721			4	4	0.393185	0.657401	0.178811	0.896732
TPI1	23.3996	23.2649	23.0948	23.2117	23.3839	23.2638	23.1455	23.1693			4	4	0.00856792	0.99299	0.00212431	0.0255237
EIF3E	20.0015	20.0725	19.9661	20.2182	20.1562	20.1407	20.0235	20.0917			4	4	0.247651	0.780273	-0.0384769	-0.608135
SEC61B	19.636	19.8698	19.7743	19.7711	19.5051	19.6145	19.6365	19.5077			4	4	1.7961	0.146325	0.196835	3.32063
PPP4C	18.6338	18.6491	18.5473	18.629	18.6526	18.7873	18.507	18.5166			4	4	0.00513698	0.994853	-0.00107479	-0.0153622
GABARAPL2	16.6175	16.2201	15.706	16.2788	16.8801	16.606	15.9612	15.6338			4	4	0.0672339	0.93974	-0.064671	-0.188663
ROMO1	17.2305	17.1605	17.0138	17.1712	17.1707	17.1573	16.8512	17.2763			4	4	0.108706	0.900575	0.0301356	0.294137
UBE2G2	16.8039	17.3453	17.0988	17.3133	17.1926	17.3684	17.2268	17.7266			4	4	0.655177	0.48708	-0.2383	-1.365
MYL6	21.2891	21.3514	21.3303	21.2658	21.5527	21.4478	21.3227	21.3325			4	4	0.924407	0.349231	-0.104767	-1.81762
ACTB	27.0461	27.2041	27.2677	27.1934	27.1167	27.2665	27.2704	27.2588			4	4	0.363537	0.679279	-0.0502825	-0.840237
EIF4A1	23.6492	23.868	23.7834	23.9504	23.5707	23.783	23.7332	23.7391			4	4	0.639519	0.494309	0.10625	1.33811
RPS20	21.7425	21.8815	21.6086	21.8213	21.5791	21.5922	21.5271	21.5136			4	4	1.83537	0.143216	0.210489	3.39368
PRPS1	18.0321	17.9957	17.9252	18.1339	17.9889	17.9266	17.885	17.9441			4	4	0.892008	0.363081	0.0855765	1.76374
PSMA6	20.3235	20.3236	20.3459	20.2757	20.33	20.2951	20.3105	20.4914			4	4	0.357069	0.683649	-0.0395689	-0.827778
S100A10	24.524	24.4146	24.7391	24.4096	24.4564	24.846	24.8904	24.3575			4	4	0.314629	0.716092	-0.115754	-0.744704
CDC42	20.1779	20.669	20.5915	20.8205	20.8457	21.277	20.5979	20.7998			4	4	0.788709	0.412569	-0.315397	-1.59122
DSTN	21.6013	21.7643	21.8219	22.2143	22.3874	22.5318	22.1007	22.0072			4	4	1.20015	0.254538	-0.406282	-2.27683
GMFB	18.5447	18.8749	18.8615	18.9453	18.7459	19.1317	19.0229	19.2738			4	4	0.828253	0.391898	-0.23698	-1.65743
RAB8A	17.6966	17.9209	17.9023	18.0589	18.2719	18.2414	18.0833	17.8962			4	4	1.03623	0.306723	-0.228527	-2.00336
SPCS3	19.1596	19.0844	19.1087	19.2188	19.2358	19.0886	19.1893	18.943			4	4	0.153941	0.861403	0.0286736	0.402089
SRP54	19.2884	19.3182	19.3025	19.2389	19.3063	19.3649	19.2837	19.3617			4	4	0.787334	0.412626	-0.0421824	-1.58892
RAB4B	16.7261	16.5219	16.6134	16.3538	16.4585	16.4309	16.4429	16.6017			4	4	0.341425	0.695149	0.0703068	0.797432
RAB2A	20.8644	20.7748	20.8541	20.7858	20.8864	20.7644	20.7247	20.6565			4	4	0.534372	0.552714	0.0617228	1.15458
RAB5B	17.3755	17.0322	16.8797	16.3209	16.8281	16.849	16.8546	16.9368			4	4	0.0557266	0.947055	0.0349398	0.158085
CKS1B	16.5112	16.8257	16.5018	17.325	16.4432	16.943	16.6576	16.7342			4	4	0.170511	0.847791	0.0964289	0.440082
RAB10	18.4605	18.6503	18.7023	18.91	18.8611	18.9768	18.9004	18.8677			4	4	1.21149	0.252819	-0.220724	-2.29585
UBE2D3	20.1874	20.0551	20.2601	20.1714	20.5807	20.3057	20.2332	20.4091			4	4	1.31468	0.227689	-0.213647	-2.47007
UBE2D2	20.1874	20.0551	20.2601	20.1714	20.5807	20.3057	20.2332	20.4091			4	4	1.31468	0.227689	-0.213647	-2.47007
UBE2M	20.4069	20.4241	20.6259	20.614	20.416	20.4204	20.5089	20.6049			4	4	0.15614	0.858993	0.0301657	0.407175
UBE2K	20.608	20.5536	20.6698	20.6997	20.6064	20.6493	20.7097	20.7687			4	4	0.479052	0.591928	-0.0507774	-1.05545
UBE2N	21.9199	21.8646	21.8305	21.7642	22.1372	21.9129	21.8893	21.8315			4	4	0.625673	0.499535	-0.0979471	-1.31424
RAB14	19.4406	19.2975	19.2906	19.2039	19.3103	19.1916	19.2729	19.2298			4	4	0.464453	0.603203	0.0569782	1.02891
ACTR3	21.4235	21.6054	21.6777	21.6825	21.4573	21.6287	21.6698	21.7382			4	4	0.114443	0.897405	-0.0262346	-0.308205
ACTR2	20.3632	20.4743	20.5426	20.6964	20.481	20.5881	20.6552	20.5766			4	4	0.300171	0.728712	-0.0561194	-0.715834
ACTR1A	19.3793	19.3731	19.4932	19.3256	19.82	19.8184	19.7938	19.5534			4	4	2.52059	0.104745	-0.353599	-4.79509
TMEM258	18.7002	18.6494	18.721	18.6444	18.4911	18.6183	18.6282	18.9293			4	4	0.0441874	0.958927	0.0120225	0.126776
COPS2	18.5575	18.6439	18.5235	18.586	18.5645	18.5138	18.5626	18.5232			4	4	0.606031	0.510572	0.036715	1.28024
ARF3	22.9946	22.8976	22.8662	22.9682	23.3919	23.2194	23.1851	22.9415			4	4	1.38733	0.211641	-0.252833	-2.59404
POLR2F	16.2517	16.2421	16.0499	15.6872	15.9463	16.2772	16.0424	15.7135			4	4	0.134799	0.875595	0.0629344	0.357209
ABCE1	19.8657	19.9164	19.9042	20.0262	19.8986	19.9503	19.9196	19.9743			4	4	0.0708311	0.936708	-0.00758028	-0.198097
RAP1B	19.7996	20.3081	20.1468	20.3968	20.5782	20.4312	20.2594	20.3854			4	4	0.855753	0.37783	-0.250736	-1.70334
RAP2B	19.5177	19.4806	19.3389	19.216	19.3643	19.6383	19.2846	19.3831			4	4	0.104412	0.90614	-0.0292645	-0.283529
MAX	16.1593	16.3079	16.3706	16.3429	16.1985	16.0261	16.1564	16.2709			4	4	0.972141	0.329772	0.13221	1.89692
RPS3A	22.2593	22.2872	22.2452	22.4312	22.2114	22.3646	22.2228	22.2673			4	4	0.297905	0.731007	0.0392103	0.711282
PSME3	20.8351	20.9426	20.9526	21.0236	20.7907	20.852	20.9266	20.8827			4	4	0.77302	0.418721	0.0754895	1.56488
RPL15	22.057	22.187	22.192	22.3445	22.2232	22.1052	22.1333	21.9794			4	4	0.501745	0.575806	0.0848694	1.09637
MAGOH	18.9278	18.5287	18.8215	18.5061	18.6311	18.4815	18.7306	18.939			4	4	0.00112539	0.999078	0.000482082	0.00338089
RPL27	22.1378	22.2104	22.2529	22.2211	22.1627	22.0247	22.1736	22.1855			4	4	0.758153	0.425392	0.0689507	1.53987
ATP6V0D1	18.2388	18.7066	18.61	18.6024	18.4948	18.8695	18.691	18.7489			4	4	0.588498	0.519484	-0.161569	-1.24975
PCBD1	20.6414	20.7441	20.6099	20.7755	20.6002	20.6776	20.4074	20.7027			4	4	0.577597	0.525627	0.095737	1.23071
RPL37A	19.6115	19.4929	19.5147	19.8658	19.413	19.7028	19.5554	19.6209			4	4	0.178534	0.842577	0.0481968	0.45821
RHOA	18.8831	18.6233	19.2912	18.9204	18.9181	19.1529	19.1642	19.0218			4	4	0.396031	0.655286	-0.13477	-0.902104
NAA20	16.9213	17.1799	17.1867	17.2346	17.4387	17.3474	17.3789	17.3314			4	4	1.76332	0.152082	-0.243492	-3.26014
HSPE1	23.7468	23.5911	23.5245	23.4591	23.5279	23.3191	23.3824	23.4561			4	4	1.08147	0.293956	0.158967	2.0786
SEC61A1	19.631	19.6198	19.6656	19.6581	19.4296	19.4649	19.4101	19.6631			4	4	1.3694	0.216126	0.151721	2.56333
LYZ	17.936	17.4224	17.5556	17.0983	17.482	17.348	17.6597	18.1269			4	4	0.254427	0.77414	-0.151102	-0.622302
VBP1	18.8071	19.1348	19.0046	18.9806	19.1136	19.0361	18.9951	18.9179			4	4	0.166339	0.851709	-0.0339103	-0.430587
STXBP1	16.1947	16.3174	16.0678	16.1932	16.331	16.4254	16.1413	15.9427			4	4	0.0497393	0.954979	-0.0168095	-0.141923
B2M	17.8357	17.8122	18.0467	17.9328	18.1043	18.3044	17.9278	18.7464			4	4	1.0197	0.310882	-0.363858	-1.9759
DAD1	20.7648	20.7033	20.6556	20.5806	20.7076	20.7419	20.8031	20.6356			4	4	0.384295	0.662454	-0.0459986	-0.879895
NPC2	18.0828	18.0427	18.0466	17.9197	18.0105	18.3525	18.143	18.0769			4	4	0.731328	0.439516	-0.122778	-1.4946
COPZ1	19.1764	19.3101	19.4318	19.4492	19.4946	19.4537	19.6251	19.6483			4	4	1.44377	0.202431	-0.21353	-2.69122
SUMO2	21.635	21.4107	19.148	21.2627	21.5899	21.4714	21.2081	21.4745			4	4	0.438507	0.624788	-0.571866	-0.981328
UFM1	18.8813	18.4331	18.3894	18.3514	18.3276	18.0302	18.353	18.3982			4	4	0.78512	0.413573	0.236598	1.5852
DCAF7	18.012	18.0123	17.8933	18.0246	18.0134	17.8545	17.7787	17.7853			4	4	1.05476	0.302009	0.127585	2.03416
WDR5	19.2901	19.2321	19.2447	19.1404	19.1079	19.0683	19.0327	19.1846			4	4	1.52827	0.189321	0.128417	2.83837
AP1S1	17.4353	17.5735	17.4438	17.32	17.5554	17.7579	17.5657	17.4878			4	4	0.979448	0.327715	-0.148524	-1.90905
NUTF2	20.038	19.9842	20.1011	20.0158	20.2054	20.1274	20.1633	20.0344			4	4	1.16867	0.263105	-0.0978608	-2.22408
HNRNPK	23.3694	23.5361	23.4465	23.4963	23.4336	23.4144	23.436	23.4689			4	4	0.25946	0.770283	0.0238352	0.632767
YWHAG	20.6969	20.7607	20.6924	20.6785	20.7919	20.9061	20.8116	20.8212			4	4	2.16322	0.119943	-0.125592	-4.03168
RRAS2	17.6969	17.6266	17.6531	17.5664	17.4141	17.2003	17.5218	17.2394			4	4	1.96621	0.131048	0.291849	3.642
TIMM10	16.0956	16.1045	16.4179	16.8319	16.1087	16.7057	16.6461	16.8887			4	4	0.411872	0.64449	-0.224843	-0.931854
RPS7	21.6678	22.1778	22.0156	22.0947	22.8418	23.2495	22.6168	22.3212			4	4	1.84298	0.144358	-0.768369	-3.4079
PPP1CA	21.3463	21.7123	21.7631	21.8614	21.7136	21.8704	21.8319	21.7739			4	4	0.491171	0.582078	-0.126686	-1.07735
PPP1CB	18.9683	19.1165	19.087	19.3113	19.0079	19.1181	19.1651	19.3052			4	4	0.111548	0.900424	-0.0283322	-0.301121
PSMC1	20.1117	20.2215	20.2357	20.2704	20.121	20.2615	20.1749	20.1449			4	4	0.314691	0.71655	0.0342755	0.744829
PSMC5	20.0179	20.0061	20.0384	20.0719	20.0036	20.0263	20.0182	20.0039			4	4	0.63423	0.496399	0.0205569	1.329
RPS8	22.1632	22.3054	22.2441	22.2703	22.2743	22.2583	22.2044	22.3242			4	4	0.197919	0.826191	-0.0195603	-0.501346
RPS15A	22.2845	22.5219	22.2812	22.4062	22.4018	22.4783	22.2948	22.4051			4	4	0.116678	0.895398	-0.0215473	-0.313653
RPS16	24.2505	24.2654	24.087	24.3112	24.0486	24.0727	23.9671	24.0464			4	4	1.9464	0.132122	0.194806	3.60388
UBE2G1	15.8503	16.0439	16.222	16.1222	16.1177	16.186	16.1997	16.4907			4	4	0.826639	0.392044	-0.188906	-1.65474
UBE2H	17.9719	18.0617	18.2641	18.1236	18.2726	18.253	18.3416	18.2228			4	4	1.34309	0.221779	-0.167175	-2.5184
YWHAE	21.431	21.5579	21.6384	21.5527	21.4243	21.5427	21.5787	21.6376			4	4	0.00446378	0.995651	-0.00082922	-0.0133591
RPS14	22.6985	22.6885	22.6816	22.6369	22.5199	22.5241	22.611	22.5941			4	4	2.2452	0.118967	0.114095	4.19997
RPS23	19.0708	19.1007	19.0892	19.3216	19.0941	19.2425	19.272	19.199			4	4	0.340913	0.69567	-0.0562959	-0.796434
RPS18	23.7159	23.736	23.6416	23.7477	23.7323	23.6075	23.596	23.5216			4	4	0.991519	0.32243	0.0959611	1.9291
RPS29	18.7753	18.9404	19.0604	19.0614	18.6078	18.9184	18.8545	19.0013			4	4	0.476451	0.592929	0.113904	1.05073
RPS13	23.0025	23.1596	23.0122	23.0076	22.982	23.0303	22.9503	22.8326			4	4	0.855574	0.377801	0.096652	1.70304
RPS11	21.3068	21.3173	21.2955	21.4635	21.1659	21.2456	21.1484	21.4645			4	4	0.495238	0.578328	0.089663	1.08467
SNRPE	21.6345	21.1214	21.408	21.438	22.1029	21.8446	21.7732	20.9147			4	4	0.409132	0.646138	-0.258365	-0.926727
SNRPF	18.8045	18.5519	18.4649	18.3791	18.4207	18.5156	18.4251	18.5707			4	4	0.281777	0.748518	0.0670671	0.678641
LSM3	20.7204	20.5797	20.429	20.2934	20.3023	20.1902	20.3034	20.3428			4	4	1.18528	0.256315	0.220921	2.25189
LSM6	18.297	18.3622	18.3814	18.3391	18.3801	18.3653	18.2859	18.5209			4	4	0.356969	0.683527	-0.0431523	-0.827587
SNRPD1	20.3186	20.11	20.0828	20.1049	20.1433	20.0481	20.0868	19.8523			4	4	0.7035	0.455893	0.121445	1.44745
SNRPD2	20.9588	20.9199	20.877	20.975	20.7843	20.6818	20.8626	20.7595			4	4	2.00662	0.131081	0.160635	3.72031
SNRPD3	22.3154	22.3101	22.2575	22.189	22.3274	22.3327	22.261	22.1924			4	4	0.0849586	0.922459	-0.0103641	-0.234599
TMSB4X	23.8163	23.8948	23.9141	24.309	23.7676	23.8274	24.3758	23.6383			4	4	0.158804	0.855444	0.0812936	0.413317
ARF6	18.9806	18.7073	18.7677	18.7256	18.8164	18.6834	18.7453	18.6193			4	4	0.47278	0.596293	0.0792065	1.04407
PSMC6	20.9763	21.0098	20.9452	20.8833	20.9138	20.9968	20.8802	20.977			4	4	0.113906	0.897779	0.0117273	0.306893
SELT	17.4139	17.4321	17.5003	17.8868	17.4245	17.5411	17.7193	17.632			4	4	0.0579025	0.946783	-0.0209403	-0.163915
TBPL1	15.7295	16.1275	16.0929	16.0829	16.2617	16.6312	16.3958	16.1642			4	4	1.3785	0.212608	-0.355045	-2.5789
RPL7A	22.7011	22.8808	22.822	22.9152	22.6304	22.7706	22.8086	22.8212			4	4	0.515834	0.565811	0.0720472	1.12159
POLR2G	17.5824	17.5303	17.648	17.7047	17.6609	17.7826	17.5378	17.62			4	4	0.21288	0.811055	-0.0339613	-0.534027
RAB11A	21.9381	21.8701	21.96	21.9162	21.8289	21.9628	21.9965	21.923			4	4	0.0574756	0.947112	-0.0066762	-0.162773
ETF1	20.7207	20.8648	20.8222	20.8268	20.8683	20.9025	20.814	20.7922			4	4	0.392216	0.657948	-0.0356164	-0.8949
CNBP	17.1137	16.9188	16.7095	16.9921	16.6898	16.9288	16.7375	17.4453			4	4	0.0299813	0.972786	-0.0168047	-0.0872728
YPEL5	15.2444	15.3893	15.8533	15.6011	15.1439	15.5115	15.7235	15.8927			4	4	0.0791696	0.92806	-0.0458894	-0.219744
RPS4X	23.4468	23.3649	23.2451	23.4093	23.3498	23.3016	23.1765	23.2698			4	4	0.80216	0.406129	0.092063	1.61378
PPP2CB	21.1937	21.1693	21.2761	21.2165	21.3436	21.329	21.2609	21.3528			4	4	1.88358	0.139058	-0.107695	-3.48427
ACTA2	23.7382	24.2497	24.313	24.1959	24.2491	24.4474	24.5402	24.4003			4	4	1.01955	0.310959	-0.285069	-1.97565
RHOB	14.7629	15.5924	16.065	15.7924	15.3503	15.8134	16.3077	16.1187			4	4	0.440079	0.624168	-0.344361	-0.984228
RPL23A	21.3117	21.4222	21.4527	21.6887	21.4961	21.4924	21.4632	21.4648			4	4	0.0451361	0.957965	-0.0103211	-0.129376
RPS6	22.7917	23.2053	22.9792	23.1567	23.0636	23.1623	22.9901	22.991			4	4	0.0641499	0.941755	-0.0184979	-0.180529
VSNL1	18.3689	18.03	17.9446	18.0044	18.919	18.3872	17.9717	18.2807			4	4	0.664388	0.480687	-0.30266	-1.38078
HIST1H4B	26.9971	26.7924	26.911	26.7496	26.8018	26.742	26.8254	26.8938			4	4	0.304738	0.725579	0.0467706	0.724987
RAB1A	19.0396	18.8036	19.071	18.783	18.7901	18.9671	19.041	19.0631			4	4	0.160915	0.855351	-0.0410018	-0.418174
RAN	23.3913	23.4031	23.3574	23.295	23.2476	23.2861	23.3295	23.2501			4	4	1.44644	0.20219	0.0833626	2.69585
RPL23	22.4636	22.1631	22.24	22.3325	22.2407	22.3216	22.3848	22.2301			4	4	0.0252544	0.97626	0.00548315	0.0738792
RAP1A	17.0616	17.6274	17.6256	17.6489	17.6242	17.5141	17.593	17.731			4	4	0.358781	0.68228	-0.124715	-0.831081
RPS15	19.6839	19.5789	19.6256	19.8376	20.8498	20.7145	19.9929	19.8186			4	4	1.34293	0.221665	-0.662435	-2.51813
RPS24	20.7359	20.8277	20.8485	20.8092	21.0015	20.9455	20.991	20.6452			4	4	0.464715	0.602884	-0.0904841	-1.02939
RPS25	23.6214	23.4982	23.4375	23.5339	23.4566	23.4174	23.2471	23.3572			4	4	1.37138	0.215077	0.153162	2.56672
RPS26	21.2415	21.0947	20.9264	20.9666	20.9775	20.8576	20.7366	20.9877			4	4	0.921046	0.349739	0.167462	1.81203
RPS28	22.3365	22.6669	22.4142	22.4379	22.4339	22.611	22.4946	22.2195			4	4	0.0800383	0.927598	0.0241046	0.221982
GNB1	18.8184	18.6936	18.7589	18.6881	18.6265	18.7365	18.6457	18.8962			4	4	0.0702643	0.936585	0.0135264	0.196614
POLR2L	18.7353	18.6314	18.5341	18.6646	18.4539	18.6499	18.4994	18.315			4	4	1.03783	0.306381	0.161841	2.00602
RBX1	17.4526	17.4619	17.7649	17.6193	17.1518	17.6322	17.6735	17.9349			4	4	0.0456362	0.957374	-0.0234256	-0.130744
GNB2	20.4392	20.5841	20.5914	20.5399	20.4307	20.5651	20.3977	20.5711			4	4	0.359922	0.682026	0.0474887	0.833281
RPL30	21.5998	21.6216	21.5945	21.7562	21.4827	21.478	21.4673	21.5982			4	4	1.49694	0.191492	0.136432	2.78357
RPL39	20.0559	19.9098	20.0014	20.0298	19.9625	19.2684	19.6974	19.6203			4	4	1.31439	0.227677	0.362042	2.46958
RPL31	22.1367	22.2633	22.1361	22.2855	22.1996	22.2056	22.1441	22.2852			4	4	0.022225	0.97879	-0.00323009	-0.0652269
RPL10A	20.9444	20.9808	20.932	21.0584	20.8037	20.9667	20.9738	20.8825			4	4	0.716247	0.449465	0.0722308	1.46908
RPL32	20.7315	20.6801	20.7331	20.8277	20.4721	20.7059	20.7099	20.8342			4	4	0.325574	0.707544	0.0625458	0.766359
RPL11	21.7654	21.7537	21.6752	21.9544	22.3589	22.1131	21.9177	21.8005			4	4	0.984511	0.32564	-0.260345	-1.91746
RPL8	20.3414	20.4871	20.4724	20.6391	20.2964	20.3913	20.4017	20.4738			4	4	0.632979	0.496967	0.0941811	1.32684
PPIA	24.9551	24.8775	24.9254	24.9647	25.0739	25.1398	25.0941	24.7256			4	4	0.34201	0.694943	-0.0776696	-0.798572
FKBP1A	19.4228	19.3686	19.3326	19.6679	19.3957	19.4461	19.3961	19.4183			4	4	0.171829	0.846117	0.0339131	0.443073
RPS27A	25.0287	25.1236	24.913	25.0291	25.084	25.2796	24.9088	25.202			4	4	0.470004	0.598606	-0.0950122	-1.03902
GRB2	18.8117	18.726	18.6822	18.8228	18.8864	18.8325	18.7555	18.5436			4	4	0.025666	0.97647	0.00619602	0.0750504
TRA2B	20.2432	20.2885	20.1867	20.2737	20.563	20.3582	20.3641	20.4711			4	4	1.92167	0.135716	-0.191079	-3.55658
RAC1	19.5201	19.6905	19.6893	19.8138	19.2736	19.5145	19.7261	19.819			4	4	0.293373	0.736764	0.0951257	0.702151
AP2B1	20.0592	19.9894	20.0479	20.0592	20.2225	20.0856	20.0708	20.0792			4	4	0.973728	0.329194	-0.0756073	-1.89955
PPP3R1	18.2892	17.7543	18.0041	17.8871	18.1787	18.177	18.0061	18.1039			4	4	0.502389	0.57542	-0.132742	-1.09753
YWHAZ	23.9335	23.9811	24.018	23.9283	23.9798	23.8961	23.985	23.8953			4	4	0.340742	0.695651	0.026145	0.796099
UBE2B	15.7818	16.227	15.8088	16.1787	16.861	16.8995	16.3608	15.4957			4	4	0.540825	0.548552	-0.405165	-1.16602
PPP2R2A	19.2408	19.3184	19.4966	19.4239	19.4624	19.6583	19.5991	19.6189			4	4	1.63953	0.174011	-0.214716	-3.03556
SUMO1	19.2962	19.1895	19.1052	19.1421	19.0179	18.8536	18.9843	18.9995			4	4	2.11487	0.118218	0.219457	3.93416
DYNLL1	18.9711	19.3104	19.1467	19.2169	18.6309	19.1453	19.0386	19.1423			4	4	0.568885	0.53104	0.171999	1.21545
DYNLT1	17.0621	17.1557	17.1986	17.5026	17.1956	17.1715	17.2766	17.3024			4	4	0.0229712	0.978098	-0.00675964	-0.0673631
RPL38	22.5784	22.5202	22.4896	22.4715	22.6667	22.4355	22.5183	22.4294			4	4	0.0135281	0.988064	0.00240564	0.040079
SKP1	19.513	20.4327	20.4426	20.4595	20.3828	20.4929	20.4546	20.7797			4	4	0.599313	0.512275	-0.315597	-1.26858
GNG5	16.2061	15.5066	15.2286	15.4543	15.487	14.7666	15.3615	15.362			4	4	0.636247	0.496235	0.354608	1.33247
RPS21	20.387	20.6014	20.4736	20.6521	20.4004	20.5575	20.4263	20.4752			4	4	0.403489	0.650468	0.0636859	0.916142
EIF5A	22.3892	22.5167	22.5052	22.774	22.4866	22.5676	22.6254	22.6982			4	4	0.205997	0.818698	-0.0481277	-0.519055
GNB2L1	23.1294	23.3317	23.2419	23.3449	23.1631	23.2504	23.1546	23.1772			4	4	0.671071	0.478039	0.0756636	1.39221
ACTG1	23.3544	23.3358	22.7036	23.3943	24.1763	24.2489	23.2598	23.6689			4	4	1.18603	0.255713	-0.641454	-2.25315
