#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PD_2h.txt#:type=:list
#Associated Gene Name	XPD_2h_Rep1	XPD_2h_Rep2	XPD_2h_Rep3	XPD_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PD_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPD_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PD_2h_DMSO_2h	N: Student's T-test q-value PD_2h_DMSO_2h	N: Student's T-test Difference PD_2h_DMSO_2h	N: Student's T-test Test statistic PD_2h_DMSO_2h
CDIPT	18.8749	19.2449	19.0495	18.9805	20.0608	19.0651	18.8437	18.4602			4	4	0.0714934	0.992347	-0.069984	-0.199827
PDCD5	21.0228	20.7584	20.7326	20.8445	20.7322	20.6659	20.6351	20.5256			4	4	1.35958	0.545755	0.199844	2.54653
PRMT5	19.2786	19.2301	19.2112	19.2697	18.9981	19.1096	19.082	19.1627			4	4	2.24575	0.380407	0.159313	4.20113
SLC9A3R1	18.7117	19.0061	18.9935	19.1131	18.8614	18.9884	19.0716	19.0722			4	4	0.164723	0.977911	-0.0423212	-0.426898
CHEK1	17.1394	16.8764	16.5616	16.9417	16.7273	16.7045	16.3689	16.1907			4	4	1.1241	0.635967	0.381919	2.14963
TNFRSF10B	15.5423	15.3222	15.3422	14.7217	17.048	15.9057	15.7132	15.6147			4	4	1.17237	0.615708	-0.838256	-2.23028
FPGT	15.1326	14.7967	14.8645	14.8089	15.0937	14.5706	14.8072	14.9814			4	4	0.0991512	0.986722	0.0374582	0.270442
TPP1	17.6057	17.4806	17.4272	17.2212	17.4102	17.3668	17.4265	17.5456			4	4	0.0136581	0.997783	-0.00359154	-0.0404583
TCERG1	18.7354	18.5595	18.6019	18.6236	18.6039	18.5318	18.5826	18.6631			4	4	0.317429	0.941995	0.0347676	0.75026
NDC80	16.3998	16.4283	16.3908	16.558	16.3432	16.6573	16.5237	16.6086			4	4	0.5167	0.884839	-0.0889783	-1.12314
TNPO2	17.273	17.1164	16.9708	16.952	17.1318	16.9065	16.8806	17.0089			4	4	0.460922	0.906849	0.0960951	1.02247
UNC13B	16.6638	15.5279	15.3301	17.517	17.2359	17.6112	17.6238	18.033			3	4	1.35795	0.543715	-1.36627	-2.54376
POLR3A	15.5742	15.5467	15.7065	15.6134	16.6688	16.5612	15.9547	15.6369			4	4	1.26954	0.58041	-0.595191	-2.39361
PSMA7	21.1411	21.407	21.3312	21.2863	21.2669	21.1831	21.3002	21.3567			4	4	0.0791921	0.991157	0.0146599	0.219802
SCAMP3	18.5389	18.5767	18.5656	18.6325	18.5328	18.4002	18.6081	18.5314			4	4	0.59971	0.852478	0.0602736	1.26927
OPLAH	20.1727	20.1371	20.2885	20.1949	20.2367	20.4577	20.3853	20.2658			4	4	1.19331	0.612253	-0.138089	-2.26536
BCKDK	16.4297	16.5108	16.7438	16.3561	16.5911	16.3673	16.4856	16.6718			4	4	0.0625949	0.991183	-0.0188513	-0.176411
IFIT3	16.1806	15.6496	15.634	15.4425	16.0422	15.5325	15.6628	15.6141			4	4	0.0241084	0.994446	0.0137436	0.0706125
MGST3	20.0858	19.975	20.0447	19.8544	20.6412	20.0768	20.0536	19.818			4	4	0.376852	0.929393	-0.157443	-0.865732
GEMIN2	18.6524	17.1879	16.8037	17.1251	17.5779	17.2665	17.2021	17.4157			4	4	0.0649025	0.991007	0.0767465	0.182518
IRF6	15.9338	14.9904	15.0116	14.8615	15.2261	15.0686	15.0708	15.0944			4	4	0.126605	0.986035	0.0843747	0.337649
TAX1BP3	20.1271	20.0203	19.7543	19.957	20.04	19.9913	19.9842	20.0409			4	4	0.252725	0.959894	-0.0494385	-0.618751
GIPC1	19.4808	19.5139	19.4506	19.5136	19.4221	19.4371	19.4594	19.4534			4	4	1.44293	0.504062	0.0467248	2.68977
LIN7A	17.0041	16.8799	16.8865	16.8211	16.8539	16.9036	16.9137	16.9525			4	4	0.0657038	0.991196	-0.0080061	-0.184633
IKBKB	18.4209	17.8601	17.7778	17.7538	17.4363	18.0646	17.3621	17.8049			4	4	0.593111	0.857576	0.286164	1.25779
TIMM23	17.8982	18.0646	17.933	18.3757	18.6126	18.4567	18.3253	18.0471			4	4	0.918914	0.698482	-0.292533	-1.80849
TIMM23B	17.8982	18.0646	17.933	18.3757	18.6126	18.4567	18.3253	18.0471			4	4	0.918914	0.698482	-0.292533	-1.80849
HAT1	17.5676	17.9819	17.8981	17.9589	17.6086	18.0338	17.8683	18.0448			4	4	0.0972988	0.987777	-0.0372415	-0.265809
UBE2L6	16.348	15.97	16.532	15.6504	16.9781	16.1217	16.1623	16.3108			4	4	0.425741	0.924115	-0.268119	-0.957698
CASK	18.0424	17.9453	17.9801	17.8874	18.0658	17.9478	18.0468	17.9345			4	4	0.316709	0.942601	-0.0349574	-0.748834
UQCRQ	18.9813	18.415	18.3176	18.6471	18.2839	18.5197	18.6301	18.6475			4	4	0.158391	0.978856	0.0699573	0.412367
MYL12B	21.6278	22.1829	22.1414	22.1064	21.8279	22.0426	22.1982	21.9629			4	4	0.0149731	0.998368	0.00669622	0.0442897
MYL12A	21.6278	22.1829	22.1414	22.1064	21.8279	22.0426	22.1982	21.9629			4	4	0.0149731	0.998368	0.00669622	0.0442897
UQCR11	15.7307	15.9853	16.0232	16.0466	16.5106	16.3369	16.2942	16.2578			4	4	2.33336	0.400087	-0.403417	-4.38533
HGS	17.7238	17.7226	17.7043	17.6119	17.5512	17.7256	17.6672	17.7508			4	4	0.122195	0.987155	0.0169415	0.327029
AURKA	17.4321	17.1876	16.7057	17.218	17.3878	17.0904	16.7829	16.656			4	4	0.291147	0.947783	0.156584	0.697654
RAB7L1	16.9083	16.7262	16.1058	16.6448	16.5971	16.7754	16.8804	16.3758			4	4	0.109971	0.989282	-0.0609012	-0.297248
DSCR3	15.1328	15.47	15.4832	15.5273	14.9898	15.1157	15.2293	15.002			4	4	1.61177	0.464619	0.319154	2.98597
PPP1R12A	18.7491	18.6532	18.6419	18.6731	18.6171	18.575	18.7381	18.7801			4	4	0.0109482	0.996764	0.00176573	0.0325282
SLC27A2	18.5288	18.5664	18.6862	18.6458	18.6475	18.6509	18.6313	18.6541			4	4	0.490587	0.891995	-0.0391273	-1.0763
GAK	19.0507	19.1979	19.1296	19.0576	19.0547	19.1349	19.169	19.0343			4	4	0.082421	0.99064	0.0107627	0.228104
HNRNPDL	21.6277	21.8987	21.9417	22.0449	21.7981	21.8899	21.853	21.7752			4	4	0.211281	0.966955	0.0491896	0.530559
XPO1	19.9336	19.8662	19.8596	19.8578	20.0181	19.862	19.7816	19.7825			4	4	0.115791	0.987565	0.0182338	0.311494
BTAF1	17.157	17.0366	17.1914	17.0287	17.0124	17.0441	17.0189	16.939			4	4	1.10199	0.646089	0.0997877	2.11277
ARHGEF10	14.773	14.8107	14.6354	14.5254	14.8413	14.3158	14.6345	14.5439			3	4	0.345039	0.933704	0.102233	0.804469
ARHGEF10L	14.773	14.8107	14.6354	14.5254	14.8413	14.3158	14.6345	14.5439			3	4	0.345039	0.933704	0.102233	0.804469
SPTBN2	15.6917	15.9951	16.2412	16.1704	15.8109	15.9463	16.2017	16.1752			4	4	0.0196055	0.995763	-0.00889826	-0.057701
SEC16A	18.432	18.5696	18.5962	18.6187	18.5715	18.4753	18.5835	18.4804			4	4	0.205856	0.967003	0.026412	0.518747
PLXNB2	17.7201	17.8099	17.8823	17.7909	17.8779	17.9169	17.8799	17.8787			4	4	1.34678	0.552145	-0.0875392	-2.5247
KHNYN	16.3434	16.1033	16.1457	16.1712	16.3246	16.2143	16.2533	16.1326			4	4	0.247885	0.960544	-0.0402908	-0.608626
U2SURP	20.4896	20.3431	20.3283	20.3676	20.2358	20.2845	20.3587	20.3757			4	4	0.671661	0.814481	0.0684576	1.39322
SETD1A	16.4101	15.9017	16.1902	16.2574	16.1763	16.1422	16.1206	16.1958			4	4	0.106479	0.988064	0.0311201	0.288646
SYNJ2	14.647	14.7253	14.7568	14.856	14.3975	14.5294	14.611	14.6232			4	4	1.64592	0.456895	0.205951	3.04702
KIF3B	15.4076	16.2443	16.0896	16.3098	15.8144	16.119	16.2059	16.1533			4	4	0.0982062	0.98686	-0.0602944	-0.26808
PFAS	17.3588	17.3536	17.4746	17.4257	17.5467	17.5125	17.4527	17.4577			4	4	1.29129	0.571498	-0.0892401	-2.43042
NACAD	21.0512	20.8632	21.104	21.2733	20.9934	21.1138	21.0956	21.059			4	4	0.0289369	0.995103	0.00746489	0.0843244
ANKRD28	17.27	17.38	17.3894	17.444	17.3538	17.3656	17.5868	17.6066			4	4	0.665176	0.814213	-0.107358	-1.38213
ARHGEF11	21.8645	21.8687	21.5777	21.6696	21.7578	21.6409	21.5291	21.291			4	4	0.761648	0.776998	0.190439	1.54575
KIAA0391	16.8664	17.1378	17.0751	17.0929	17.1047	16.9744	17.0116	16.9791			4	4	0.144309	0.98096	0.0256262	0.379644
CHUK	17.3606	17.2321	17.3556	17.2176	17.497	17.2324	17.1389	17.2015			4	4	0.100233	0.98721	0.0240045	0.273141
LSM1	22.1653	22.6002	22.8349	22.7244	22.8483	22.7694	22.5991	22.5003			4	4	0.238338	0.964772	-0.0980873	-0.588526
NPC1	16.712	17.1222	17.1986	17.0928	16.6946	17.0309	17.1581	17.1075			4	4	0.080374	0.99095	0.0335951	0.222846
AGPAT2	17.893	17.723	18.0293	17.7394	18.0771	18.0436	17.7525	17.813			4	4	0.289285	0.947524	-0.0754137	-0.693888
DEGS1	15.9137	17.1431	17.1292	17.2135	16.418	17.0805	16.8203	17.2323			4	4	0.0364202	0.992972	-0.0378947	-0.105314
SCAMP2	17.9875	17.4949	17.4991	17.4097	17.4933	17.4312	17.4011	17.5792			4	4	0.387471	0.928298	0.121627	0.885919
ARPC1B	19.6024	19.727	19.6615	19.7004	19.5532	19.5469	19.8337	19.7217			4	4	0.041479	0.992189	0.00890875	0.119328
ARPC2	20.0994	20.0001	19.9172	19.99	20.0142	20.0451	20.0653	20.0511			4	4	0.494911	0.893792	-0.0422459	-1.08409
ARPC3	19.0092	19.027	19.1205	19.1375	18.8267	19.0287	19.3141	19.3358			4	4	0.160805	0.978766	-0.052732	-0.417919
BET1	16.105	14.7932	15.913	15.5329	15.9483	16.1788	16.0314	16.3524			4	4	0.906173	0.707925	-0.541686	-1.7873
ZBTB7B	15.3708	15.2721	15.6532	15.4486	15.6888	15.6035	15.6365	15.7883			3	4	1.44285	0.502708	-0.243078	-2.68964
POLR1C	18.0959	18.2633	18.4255	18.4124	18.3923	18.6363	18.5703	18.4213			4	4	1.10884	0.647942	-0.205754	-2.12418
PLSCR1	17.7573	16.9558	16.9725	16.7362	17.5281	17.3797	17.0277	17.4184			4	4	0.414692	0.928129	-0.233018	-0.937126
TRIM24	17.4109	17.2915	16.9402	17.3528	17.1245	17.107	17.0017	16.9852			4	4	0.878432	0.714938	0.194249	1.74114
PGRMC2	19.2106	19.3746	19.3747	19.2528	19.1411	19.0965	19.3397	19.4324			4	4	0.225688	0.96763	0.0507574	0.561613
VILL	14.8234	14.5464	14.09	14.2522	14.2759	14.577	14.6328	14.946			4	4	0.366988	0.928879	-0.179913	-0.846865
PFDN6	19.9018	19.9508	19.8218	19.8638	19.7506	19.7426	19.8151	19.7609			4	4	1.97908	0.422245	0.117271	3.66684
WDR46	16.4749	16.4761	16.5712	16.4387	16.2859	16.5869	16.5402	16.5307			4	4	0.0199492	0.995605	0.00431252	0.0586908
NKRF	16.742	16.7672	16.75	16.7741	16.7341	16.834	16.7276	16.7941			4	4	0.212514	0.966992	-0.0141077	-0.533233
GNPAT	17.7432	17.8932	18.1384	18.0123	18.3407	18.2526	18.3288	18.1668			4	4	1.88332	0.413216	-0.325428	-3.48377
LAMA5	18.1627	17.9677	17.9783	17.9257	18.3211	17.98	17.8105	17.8456			4	4	0.0531029	0.987829	0.0193	0.151025
CASC3	16.8075	16.3175	16.3208	16.7772	16.5276	17.0162	16.1114	17.0158			4	4	0.168148	0.975489	-0.111966	-0.434709
MRPS12	16.2813	15.6051	15.7618	15.7458	15.8745	16.0459	15.9352	15.9813			4	4	0.304411	0.942552	-0.110721	-0.724334
NDUFA1	16.0007	15.6412	15.7481	15.8065	16.1331	15.8333	15.3813	16.2136			4	4	0.174623	0.972976	-0.0911751	-0.449395
ACOX3	15.9837	16.7564	16.9404	16.7179	16.6693	16.8137	16.7952	16.7665			4	4	0.320922	0.941054	-0.161581	-0.757176
RER1	18.4437	18.5784	18.5077	18.5487	18.2532	18.371	18.3894	18.6389			4	4	0.580545	0.861336	0.1065	1.23586
SURF4	18.6714	18.9325	19.2186	18.9975	20.3758	19.455	18.9963	18.8972			4	4	0.639467	0.835762	-0.476104	-1.33802
MAPK13	17.8766	18.1728	18.0829	18.1498	17.943	17.8927	18.1006	18.0664			4	4	0.36112	0.93123	0.0698252	0.835587
SPTLC1	18.4729	18.5153	18.7494	18.6384	18.8197	18.9644	18.7523	18.7141			4	4	1.40355	0.523781	-0.2186	-2.62188
SPTLC2	19.114	18.9935	19.0513	19.117	19.079	19.0076	19.0272	19.0008			4	4	0.546087	0.872496	0.0402761	1.17532
OGT	18.7339	18.7042	18.5474	18.8139	18.6574	18.7029	18.6173	18.5255			4	4	0.503445	0.890808	0.0740919	1.09942
PMM2	18.8577	19.0228	18.9635	18.9897	18.8603	18.9613	19.0169	19.0723			4	4	0.125034	0.986392	-0.0192356	-0.333874
CTAGE5	17.9031	17.7201	17.793	17.5764	17.759	17.6875	17.8571	17.9586			4	4	0.314925	0.9428	-0.0673809	-0.745293
MIA2	17.9031	17.7201	17.793	17.5764	17.759	17.6875	17.8571	17.9586			4	4	0.314925	0.9428	-0.0673809	-0.745293
HMGB3	20.4393	20.4739	20.3869	20.4687	20.4754	20.5198	20.5241	20.3941			4	4	0.448535	0.915951	-0.0361514	-0.999789
PPM1G	18.1982	18.4052	18.3504	18.3535	18.1877	18.3921	18.2967	18.3896			4	4	0.05512	0.987921	0.0103002	0.156456
INPPL1	17.4605	17.3896	17.495	17.4674	17.606	17.5749	17.4906	17.1043			4	4	0.0267108	0.994054	0.00920391	0.0780195
EIF3D	19.7402	19.8089	19.7645	19.9219	19.8042	19.9187	19.7928	19.8284			4	4	0.220285	0.967065	-0.0271583	-0.550019
EIF3H	19.84	19.7948	19.5753	19.7618	20.048	19.9081	19.7011	19.5928			4	4	0.23982	0.964477	-0.0695524	-0.591658
HDAC3	15.7264	15.6988	15.7242	15.4099	15.8179	15.864	15.5735	15.8092			4	4	0.589939	0.858677	-0.126366	-1.25226
NVL	17.2144	17.4364	17.5017	17.4921	17.3377	17.3132	17.3834	17.4903			4	4	0.14683	0.979362	0.0299745	0.385546
BCAT2	18.5993	18.7261	18.6881	18.5693	18.8335	18.6658	18.6015	18.6014			4	4	0.176013	0.972625	-0.0298653	-0.452532
BIRC5	14.6961	15.2058	14.9598	14.9501	15.7007	15.4219	14.6223	14.8614			4	4	0.311387	0.943302	-0.198643	-0.738259
IPO8	16.4946	16.9656	16.8825	16.9807	16.5847	16.7003	16.8167	16.9293			4	4	0.214251	0.967554	0.0731206	0.536996
STX7	18.5685	18.4897	18.6628	18.4946	18.6506	18.8914	18.7553	18.7556			4	4	1.77265	0.419782	-0.209337	-3.27732
TNRC18	13.7362	14.4859	14.743	14.0757	14.8064	15.0187	14.4886	14.596			4	2	0.949233	0.697743	-0.467206	-1.85887
SLC16A3	19.6197	19.172	19.0331	19.1082	19.4325	19.2645	19.2401	19.0835			4	4	0.0513454	0.989323	-0.0219421	-0.146276
SLC31A1	17.2329	16.9507	16.9058	16.9945	16.494	16.8452	16.9297	16.2			4	4	1.15667	0.62497	0.403735	2.20402
ABCC3	16.0336	16.2555	16.4571	16.0094	16.6098	16.153	16.4116	16.1911			4	4	0.460158	0.907075	-0.152524	-1.02108
ABCC4	17.6765	17.6986	17.8511	17.7659	17.7041	17.686	17.8016	17.6975			4	4	0.216889	0.968154	0.0257668	0.542699
CD3EAP	17.7693	17.6872	17.6399	17.8551	17.6177	17.6254	17.786	17.9314			4	4	0.00853342	0.997641	-0.00224686	-0.0254219
P4HA2	17.9173	17.8869	17.6551	17.8958	17.7896	17.7276	17.6372	17.622			4	4	1.02163	0.659654	0.144685	1.9791
YKT6	18.9336	18.9279	18.903	18.9801	19.0147	18.9292	18.8128	18.9099			4	4	0.170169	0.974912	0.0195227	0.439305
NUPL2	14.889	16.2009	16.2628	16.239	15.9415	15.9296	16.3531	16.1145			4	4	0.212111	0.967033	-0.18674	-0.532359
ARPC5	19.9473	20.0495	19.9295	20.0514	19.7606	20.0142	19.9877	20.154			4	4	0.0618782	0.991046	0.0153084	0.174509
POLR2D	15.0624	16.739	17.1905	16.798	17.2932	17.5546	17.1477	17.1928			4	4	0.893239	0.712534	-0.849577	-1.76579
PDPK1	16.0092	16.3047	16.339	16.3205	16.4972	16.6114	16.5341	16.4292			4	4	1.7048	0.445647	-0.274612	-3.15324
TAPBP	18.8324	18.3229	18.4048	18.1982	18.4719	18.2877	18.3264	18.1525			4	4	0.369587	0.929207	0.129932	0.851848
RNF113A	15.3441	15.2472	15.1971	15.3431	14.9753	15.2652	15.1862	15.5938			3	4	0.0746376	0.992591	0.0277665	0.208016
KDM6A	15.427	16.1458	16.3621	16.1309	15.7017	15.8458	16.097	15.5164			4	4	0.423011	0.925393	0.226228	0.952626
DHX15	20.6021	20.7733	20.7544	20.7617	20.8711	20.7962	20.744	20.6138			4	4	0.19475	0.9665	-0.0334253	-0.494357
RNMT	17.7726	18.0797	18.1161	17.9801	17.8885	17.9991	18.1291	18.0554			4	4	0.12564	0.985955	-0.0309377	-0.33533
ZZEF1	14.203	14.5804	14.609	13.7613	14.5871	14.3912	13.9706	14.7125			4	4	0.194954	0.966867	-0.126904	-0.494806
ASAP2	15.4094	15.9527	15.863	16.0573	15.6451	15.8535	15.8278	16.2797			4	4	0.158561	0.979045	-0.0808861	-0.41276
TTI1	15.7704	15.1816	15.8286	15.4394	16.5664	17.0036	15.8154	14.7781			4	4	0.422911	0.92521	-0.485852	-0.952441
RRP8	17.3253	17.393	17.4191	17.4567	17.2864	17.3641	17.4092	17.1918			4	4	0.766871	0.775513	0.0856962	1.55454
SIPA1L1	14.7055	15.1149	15.301	14.8202	14.5879	15.1174	15.3334	15.2287			4	4	0.144503	0.981222	-0.081461	-0.380099
CYB5B	19.5281	19.6155	19.5387	19.5356	19.7017	19.8522	19.6497	19.5165			4	4	0.875424	0.71555	-0.125572	-1.73613
PRPF4	19.0795	18.954	18.9382	18.9181	18.804	18.8464	18.8749	18.8979			4	4	1.50643	0.483733	0.116661	2.80014
NDUFS4	17.3556	17.7991	17.6584	17.7073	17.4211	17.4862	17.6775	17.6906			4	4	0.206793	0.967748	0.0612411	0.520792
GPR39	13.6969	14.3039	13.594	14.4962	14.4176	13.9592	14.4195	13.8738			4	1	0.217619	0.968691	-0.14476	-0.544276
DYNC1LI2	19.1659	19.3267	19.4237	19.2559	19.3294	19.1753	19.2298	19.2076			4	4	0.395438	0.925197	0.0575767	0.900985
PSMD3	20.1377	20.1166	20.0112	20.0944	20.0021	20.0514	20.0747	20.0777			4	4	0.546325	0.87283	0.0384984	1.17574
RBFOX2	17.09	16.5445	16.8852	16.7977	17.3678	17.1998	16.9374	17.16			4	4	1.24164	0.59397	-0.33687	-2.34656
PAPSS1	19.0129	19.0594	19.0392	19.02	19.1675	19.1063	19.1265	19.022			4	4	1.1825	0.613873	-0.0727019	-2.24724
ZW10	16.9587	17.3221	17.3896	17.3724	17.2472	17.2976	17.287	17.3268			4	4	0.103493	0.989508	-0.028965	-0.281251
SPINT1	17.1154	16.9931	16.9478	17.135	16.9059	17.0616	17.1409	17.2763			4	4	0.214621	0.96809	-0.0483518	-0.537798
B4GALT5	17.9511	19.1354	19.1219	19.0882	17.5859	19.3032	19.259	18.7647			4	4	0.0692747	0.991534	0.0959721	0.194022
SART1	17.4764	17.3401	17.2801	17.3452	17.2408	17.3198	17.2763	17.4151			4	4	0.367535	0.928888	0.047442	0.847915
SPINT2	18.4494	18.3728	18.0326	18.1175	18.1824	18.3276	17.9203	18.2744			4	4	0.195756	0.967811	0.0668616	0.496578
GPAA1	18.5553	18.647	18.5463	18.6415	18.769	18.6381	18.6478	18.5415			4	4	0.425201	0.923412	-0.0515757	-0.956696
DAPK3	16.5257	16.416	16.3603	16.3986	16.4589	16.4766	16.5333	16.4918			4	4	0.837352	0.736306	-0.0650191	-1.67264
AP5Z1	14.916	15.051	14.854	14.7271	14.9571	15.0091	15.1449	14.9916			4	4	0.888116	0.717013	-0.138669	-1.75726
PPIP5K2	14.0159	14.4468	14.2863	14.4162	14.1314	13.9443	14.4563	13.9018			4	4	0.528233	0.878774	0.182863	1.14368
MAP3K7	15.8582	16.0824	15.9794	16.001	15.8152	15.8494	15.9202	15.9071			4	4	1.06028	0.651603	0.107244	2.04334
EEF1E1	20.2464	20.1473	20.1526	20.2196	20.275	20.1022	20.2255	20.3121			4	4	0.30043	0.945056	-0.037221	-0.716355
WDR62	15.5811	15.7819	15.834	15.885	15.6942	15.7904	15.7031	15.7088			4	4	0.27304	0.952421	0.0463724	0.660784
HNRNPR	20.106	20.6048	20.712	20.6066	20.5646	20.6159	20.6373	20.6069			4	4	0.30285	0.943615	-0.0987811	-0.721207
PRPF3	18.3014	18.5769	18.5669	18.5807	18.5568	18.626	18.5658	18.4919			4	4	0.305958	0.943882	-0.0536256	-0.727428
TXNL1	19.2672	19.4955	19.5638	19.6198	19.2929	19.4497	19.4887	19.5546			4	4	0.162014	0.97831	0.0400968	0.420694
TPD52L2	19.5127	19.4804	19.4279	19.6922	19.4494	19.4573	19.4774	19.483			4	4	0.482861	0.898115	0.0615125	1.06234
EMC8	17.1457	18.3878	18.5195	18.4926	18.4022	18.1549	18.065	18.3196			4	4	0.107499	0.988586	-0.09905	-0.291163
ERI3	15.597	15.9748	16.035	16.0062	16.0751	15.875	16.0764	16.1601			4	4	0.561104	0.868002	-0.143408	-1.20179
PRKRIR	14.1797	14.8932	14.7857	14.3666	15.5717	15.1496	14.9157	15.0841			4	4	1.53186	0.482632	-0.623961	-2.84469
GRID2	17.5824	16.4713	16.3854	16.3746	16.0829	16.4745	16.6288	14.8274			4	4	0.670477	0.813583	0.699998	1.39119
FIBP	16.3376	16.1515	16.0991	16.4083	16.6131	16.306	16.5179	16.2714			4	4	0.798738	0.758726	-0.177943	-1.60804
EIF4G3	19.2689	19.5906	19.4037	19.5105	19.4271	19.4281	19.4011	19.3487			4	4	0.236512	0.965715	0.0421433	0.584661
PPIH	19.4004	19.0673	19.109	19.029	19.226	19.1544	19.2137	19.0787			4	4	0.0655118	0.991143	-0.0167627	-0.184126
HTRA2	17.063	16.9673	17.02	17.0712	17.5587	17.4131	17.2246	17.1225			4	4	1.61459	0.464679	-0.299334	-2.991
KLF4	14.3886	16.4522	16.5238	16.5777	16.4521	16.5472	16.8603	16.9825			4	4	0.631257	0.838251	-0.724934	-1.32387
OIP5	14.3641	14.251	14.1629	14.0747	14.2465	14.0912	13.81	13.7703			4	4	0.913979	0.702643	0.233683	1.80028
AKR7A2	18.3903	18.2203	18.1523	18.1237	18.146	17.9694	18.2033	18.3133			4	4	0.283053	0.949392	0.0636392	0.68124
EPB41L2	18.9423	18.7793	18.7957	18.8782	18.6938	18.8392	18.8224	18.8942			4	4	0.263472	0.958109	0.0364685	0.641077
TGOLN2	17.2978	16.7693	17.3591	16.9404	16.4654	16.6743	16.9017	17.0235			4	4	0.872161	0.716903	0.325417	1.73069
RAD51C	12.6548	14.63	14.8607	15.0537	16.1143	16.2624	15.1933	14.134			4	4	0.745866	0.780286	-1.12619	-1.51916
LAMTOR5	17.1395	16.9013	16.8487	16.9349	16.7331	16.9137	16.8037	17.0854			4	4	0.304138	0.942065	0.0721641	0.723788
B3GNT1	16.2771	16.0741	15.9559	16.0342	16.1299	16.4295	16.3509	16.489			4	4	1.35478	0.545617	-0.264524	-2.53834
FOXO3	15.0133	14.8514	15.1649	14.687	14.3414	14.3303	15.1293	15.0976			4	4	0.356958	0.931214	0.204475	0.827564
AKAP10	13.4083	13.4286	13.1998	13.4882	12.8056	13.2081	13.031	13.9467			3	4	0.207837	0.966575	0.13335	0.523068
DENR	17.5443	17.5895	17.928	17.6875	17.5553	17.8166	17.8467	17.9096			4	4	0.351913	0.932447	-0.0947213	-0.817811
XPOT	18.1167	17.9342	18.273	18.025	18.3879	18.0927	18.0274	18.2115			4	4	0.37625	0.929554	-0.0926528	-0.864584
DNPH1	18.3367	18.291	18.1452	18.3167	18.1297	18.2693	18.4169	17.8716			4	4	0.348746	0.932841	0.100535	0.81167
TIMM44	19.2253	19.4835	19.6085	19.5118	19.3586	19.329	19.5556	19.486			4	4	0.0929976	0.987659	0.0249138	0.254999
TRAPPC3	19.2443	19.096	19.0286	19.1119	19.2462	19.2394	19.0439	19.145			4	4	0.31128	0.943334	-0.0483909	-0.738044
CHMP2A	19.5341	18.9742	18.8104	19.0489	18.9392	18.9681	18.8935	19.079			4	4	0.322212	0.93993	0.121946	0.759725
NCK2	16.2536	16.0455	16.1246	16.0033	16.0191	16.2432	16.0615	16.3179			4	4	0.241385	0.963779	-0.0537009	-0.594959
PLRG1	17.6806	17.5478	17.483	17.5109	17.3454	17.4059	17.4901	17.6184			4	4	0.578092	0.859862	0.0905905	1.23158
PRC1	16.2417	16.1675	16.0677	16.2193	16.7413	16.5338	16.1954	16.0281			4	4	0.565716	0.867603	-0.20062	-1.20989
RGS10	17.828	17.6373	17.5763	17.6691	17.7235	17.9534	17.9281	17.1727			4	4	0.0303815	0.994131	-0.0167198	-0.0884008
ZNF207	18.0757	19.6087	19.6221	19.5275	19.281	19.5642	19.595	19.8179			4	4	0.396977	0.925642	-0.356038	-0.903887
NDUFB5	18.3766	18.3472	18.0324	18.1398	17.6716	18.5471	18.5052	18.6448			4	4	0.193639	0.966322	-0.118134	-0.491901
NDUFB3	18.4829	18.6877	18.3511	18.2802	18.3219	18.4858	18.5291	18.542			4	4	0.0664832	0.9921	-0.019208	-0.186687
NDUFA2	18.8657	18.9576	18.8275	18.5995	19.1543	18.7536	19.0645	19.0109			4	4	0.791377	0.762286	-0.183227	-1.5957
LDB2	14.3703	14.7447	15.4993	14.6818	15.6076	16.3287	14.9018	15.8588			3	4	1.16938	0.6188	-0.850215	-2.22527
LDB1	14.3703	14.7447	15.4993	14.6818	15.6076	16.3287	14.9018	15.8588			3	4	1.16938	0.6188	-0.850215	-2.22527
ASNA1	19.1638	19.4209	19.4929	19.4143	19.3386	19.4227	19.3732	19.2245			4	4	0.152282	0.979496	0.0332065	0.398242
BUB1	15.105	14.5081	14.2032	14.7494	14.4935	14.5171	14.4956	14.3498			4	4	0.401342	0.925216	0.177429	0.912108
BUB3	20.6286	20.6612	20.5384	20.6174	20.5269	20.5452	20.5483	20.5069			4	4	1.54427	0.482406	0.0795374	2.86648
PPAP2C	16.8793	16.2841	16.2222	16.3497	16.4214	16.7332	16.3932	16.9188			4	4	0.40976	0.92641	-0.182797	-0.927904
ACTN4	23.2897	23.5592	23.5615	23.5885	23.4137	23.457	23.4477	23.4803			4	4	0.291516	0.947482	0.050045	0.6984
GSTZ1	17.6078	17.3594	17.5415	17.2719	17.9983	17.4451	17.3726	17.2638			4	4	0.158338	0.978565	-0.0747838	-0.412245
WBSCR22	17.1171	17.3514	17.1175	17.3188	17.0044	17.2077	17.1994	17.3572			4	4	0.133742	0.983624	0.0340738	0.354697
TRIAP1	16.0134	16.1511	15.9398	15.8743	16.0524	15.7152	16.0394	16.2667			4	4	0.0659777	0.992112	-0.0237784	-0.185355
