#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PD_2h.txt#:type=:list
#Associated Gene Name	XPD_2h_Rep1	XPD_2h_Rep2	XPD_2h_Rep3	XPD_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PD_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPD_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PD_2h_DMSO_2h	N: Student's T-test q-value PD_2h_DMSO_2h	N: Student's T-test Difference PD_2h_DMSO_2h	N: Student's T-test Test statistic PD_2h_DMSO_2h
CCNB1	18.0405	17.6968	17.3127	17.693	17.8392	17.4895	17.3523	17.4738			4	4	0.347119	0.933472	0.147035	0.808512
MYL6B	22.11	21.9944	22.1002	22.0943	21.9688	22.0964	22.1024	22.0495			4	4	0.196782	0.96771	0.0204382	0.498841
SNRPB	21.1491	21.0153	20.8153	20.821	21.1592	21.0144	20.7994	20.9513			4	4	0.103451	0.989438	-0.030951	-0.281147
SNRPN	21.1491	21.0153	20.8153	20.821	21.1592	21.0144	20.7994	20.9513			4	4	0.103451	0.989438	-0.030951	-0.281147
IDE	20.1566	20.3612	20.3096	20.3553	20.0329	20.2439	20.2623	20.1414			4	4	0.890903	0.715282	0.125562	1.7619
COX6B1	18.3204	18.8195	18.9529	18.7766	18.3562	18.3868	18.8662	18.9437			4	4	0.145318	0.980496	0.0791402	0.382007
POU2F1	16.5751	16.5592	16.5336	16.5556	16.5909	16.6508	16.7058	16.595			4	4	1.51054	0.484014	-0.0797372	-2.80733
HNRNPL	19.8534	20.2093	20.1863	20.1025	19.999	20.1373	20.1056	20.2098			4	4	0.0993287	0.986966	-0.0250511	-0.270885
DARS	21.5085	21.4274	21.36	21.3323	21.4401	21.3678	21.2745	21.4425			4	4	0.180906	0.971605	0.025836	0.46354
JUP	19.069	18.9066	18.8214	18.9314	18.9884	18.8497	18.791	18.8376			4	4	0.438048	0.919392	0.0653739	0.980481
UQCRB	16.8576	18.483	18.507	18.4537	17.8268	18.5563	18.5057	18.9142			4	4	0.346342	0.932886	-0.375408	-0.807003
BRAF	16.6815	16.3298	15.9862	16.2889	16.6849	16.4669	16.3281	16.6952			4	4	0.630757	0.836134	-0.222196	-1.32301
GLUL	16.5578	16.7163	16.7506	16.6547	16.6035	16.8003	16.7634	16.8878			4	4	0.609798	0.84551	-0.093874	-1.28678
AKR1B1	19.6647	19.6042	19.5889	19.5002	19.6053	19.6835	19.699	19.6705			4	4	0.967946	0.678236	-0.0750904	-1.88995
PVR	17.5678	17.7386	17.811	17.7425	17.6254	17.7873	17.7228	17.8382			4	4	0.15794	0.978024	-0.028461	-0.411329
GSPT1	18.0417	18.2542	18.2127	18.2537	18.1431	18.2346	18.2658	18.239			4	4	0.209257	0.967574	-0.0300941	-0.526158
ARSA	14.2692	16.5623	16.8925	16.4732	16.7878	16.9542	16.7914	16.8788			4	4	0.638382	0.835927	-0.803697	-1.33615
B4GALT1	18.0973	18.2079	18.4716	18.3316	18.3145	18.3686	18.4007	18.4365			4	4	0.569451	0.867112	-0.102958	-1.21644
EZR	22.778	22.403	22.2915	22.478	22.7277	22.7318	22.6114	22.7015			4	4	0.977573	0.672072	-0.20547	-1.90594
UCHL3	18.902	19.1563	19.2479	19.2989	18.9068	19.1517	19.2771	19.3358			4	4	0.0444377	0.991954	-0.0165324	-0.127462
FOSL2	16.8029	16.6699	16.9724	16.6706	16.4868	16.4255	16.728	16.3214			4	4	1.37538	0.536708	0.288537	2.57356
HPGD	18.363	18.7745	18.6842	18.6414	18.2432	18.6121	18.7246	18.8571			4	4	0.0138565	0.997945	0.00652266	0.0410372
CD46	17.9661	17.7235	17.6517	17.4742	17.6697	17.5397	17.4263	17.7821			4	4	0.331077	0.933036	0.0994105	0.777184
NME1	21.0967	21.173	21.1045	21.4169	21.1778	21.3345	21.3374	20.9861			4	4	0.0343165	0.993531	-0.0111346	-0.0994447
NQO1	21.4238	21.2	21.4091	21.3727	21.2831	21.2099	21.6864	21.6344			4	4	0.330746	0.932781	-0.10207	-0.776535
GNS	18.4947	18.6869	18.6497	18.6074	18.6057	18.6676	18.7793	18.6507			4	4	0.554251	0.871851	-0.0661669	-1.18973
RPS2	22.4983	22.4202	22.2836	22.4265	22.4656	22.4719	22.3563	22.3301			4	4	0.00661758	0.997832	0.00114393	0.0197568
DSP	20.4974	20.2751	20.0341	20.2027	20.4441	20.2837	20.0434	20.1422			4	4	0.0658655	0.991485	0.0240035	0.185059
RPA2	17.4316	16.3521	16.1845	16.5172	16.8055	17.215	16.6421	16.9282			4	4	0.400371	0.925831	-0.276368	-0.910281
MUC1	17.9241	17.8906	18.0921	18.0543	18.04	17.875	18.0094	18.1826			4	4	0.177939	0.97178	-0.0364938	-0.456873
COX7C	20.1554	18.6255	17.9473	18.394	19.7725	18.2728	18.9168	18.3985			4	4	0.0350061	0.993795	-0.0596132	-0.101371
CD44	16.1041	15.8201	15.9223	16.0211	15.9878	15.9517	15.8706	16.1818			4	4	0.129557	0.985488	-0.0310807	-0.344719
NQO2	18.4154	18.4263	18.4445	18.4918	18.4028	18.3651	18.5193	18.4899			4	4	0.00210225	0.999383	0.00025177	0.0063085
ITGB4	19.7648	19.7293	19.7888	19.538	19.7551	19.6831	19.658	19.7576			4	4	0.0461122	0.990533	-0.00824022	-0.132045
CBR1	18.5689	18.5141	18.6956	18.7061	18.7337	18.5196	18.7002	18.7215			4	4	0.28719	0.947418	-0.0475998	-0.689643
ACADS	17.5799	17.5189	17.3574	17.2715	17.6664	17.4086	17.3563	17.5263			4	4	0.234299	0.967466	-0.0574393	-0.579969
CREB1	17.7703	17.4551	17.2315	17.4784	17.2073	17.2527	17.4602	17.7837			4	4	0.12628	0.985997	0.0578256	0.336868
GLB1	18.4073	18.3714	18.3816	18.4321	18.2442	18.3219	18.523	18.4448			4	4	0.0830632	0.990453	0.014627	0.22975
PPP3CB	16.786	16.589	16.0734	16.4542	16.7424	16.0045	15.7998	16.3753			4	4	0.424168	0.924313	0.245132	0.954777
NCK1	16.5355	16.3796	16.239	16.3045	16.2087	16.4237	16.6856	16.5763			4	4	0.393321	0.925926	-0.108923	-0.896989
GCFC2	15.6873	15.6286	15.2426	15.8103	15.3416	15.3606	15.699	15.713			4	4	0.152367	0.979573	0.0636683	0.39844
HIST1H1B	24.2731	24.2597	24.1949	24.206	24.2326	24.1058	24.0507	24.1482			4	4	1.21803	0.604275	0.0990973	2.30684
HIST1H1D	22.8448	22.3138	22.3616	22.2196	22.5406	22.4778	22.4242	22.6803			4	4	0.261585	0.957046	-0.0957551	-0.637173
HIST1H1C	21.6748	21.6277	21.8067	21.6829	21.6575	21.5151	21.5906	21.6834			4	4	0.799475	0.759439	0.0863252	1.60928
EPCAM	19.0042	19.164	19.02	19.0798	18.6699	19.2357	19.0115	19.0889			4	4	0.207832	0.966346	0.0655212	0.523056
POR	20.8053	20.8669	20.8425	20.8078	20.9594	20.9376	20.9231	20.8443			4	4	1.5855	0.474932	-0.0854988	-2.93928
MGMT	16.8741	17.4013	17.3693	17.3085	16.9914	17.3029	17.2866	17.4245			4	4	0.0291629	0.994891	-0.0130424	-0.0849631
ATP2A2	20.3567	20.2511	20.2984	20.2968	20.2413	20.349	20.327	20.3656			4	4	0.229043	0.964385	-0.0199542	-0.568782
PLCG2	15.0483	14.6785	14.5956	14.873	14.4387	14.1512	14.7204	14.8417			4	4	0.68376	0.80514	0.260875	1.41387
FAH	16.555	16.5468	16.5981	16.4446	16.7334	16.5427	16.2439	16.4998			4	4	0.108905	0.987975	0.0311928	0.294627
STMN1	22.3841	22.3005	22.1386	22.295	22.2173	22.2909	22.2052	22.2024			4	4	0.402826	0.92657	0.0506124	0.914898
YBX3	18.5643	18.3685	18.4389	18.5479	18.2184	18.2322	18.4806	18.6018			4	4	0.404332	0.929141	0.0966358	0.917727
ZNF22	14.432	14.0303	13.8526	14.1382	14.4649	13.7889	13.8789	14.4285			3	4	0.0436974	0.992823	-0.0270298	-0.125431
NAGA	15.9104	16.1603	14.9743	15.8388	16.0325	16.187	15.8855	16.26			4	4	0.654863	0.822364	-0.37028	-1.36446
HMGA1	21.481	20.8537	20.6637	20.9243	20.9325	20.8518	20.9389	20.9571			4	4	0.12835	0.985436	0.0605636	0.341833
ZNF8	15.0612	14.6465	14.5315	15.3158	16.3757	15.3902	15.8764	15.0839			3	4	1.24657	0.593811	-0.792822	-2.35488
TMEM11	17.3413	17.1876	17.4681	17.2872	17.4379	17.3422	17.4473	17.4211			4	4	0.700386	0.800947	-0.0910745	-1.44216
GOT1	19.7969	19.8374	19.9924	19.9678	19.7002	19.6438	20.0682	19.9596			4	4	0.194904	0.966719	0.0556831	0.494696
PRKCA	14.6088	14.9256	15.6114	14.8853	17.0115	16.3574	15.9006	16.0079			4	4	2.14148	0.366821	-1.31159	-3.98767
ITGA2	19.2287	19.2464	19.4161	19.1785	19.2336	19.2434	19.4421	19.501			4	4	0.460812	0.90662	-0.0875616	-1.02227
SMPD1	16.3985	16.7261	16.5178	16.3932	15.7557	16.186	16.0189	16.6789			4	4	0.833765	0.737423	0.349007	1.66664
UBTF	18.2881	18.2746	18.1945	18.2205	18.2641	18.2673	18.1776	18.1679			4	4	0.30394	0.942246	0.0252075	0.72339
JUND	15.9409	15.712	15.5756	15.7371	15.7867	15.6305	15.8864	15.9737			4	4	0.312145	0.943875	-0.0779409	-0.739766
ATF7	15.2233	15.5203	14.821	15.3379	14.9531	14.8689	14.6153	15.4299			4	4	0.530099	0.878006	0.258814	1.147
NDUFB7	16.4746	16.8215	16.7571	16.795	16.5698	17.2995	17.0351	17.319			4	4	0.907807	0.705657	-0.343783	-1.79002
PRKACA	17.8999	17.7173	17.6847	17.597	18.015	17.8099	17.6422	17.5443			4	4	0.083883	0.989454	-0.0281057	-0.231849
CAPN2	21.1938	21.1778	21.2609	21.1678	21.1996	21.2577	21.2237	21.2128			4	4	0.426781	0.923229	-0.023386	-0.95963
CEBPB	13.1587	13.9874	14.797	12.8995	12.2829	13.3655	14.7679	15.2741			4	4	0.0964212	0.987723	-0.211972	-0.263609
PTPN2	17.9146	17.9082	17.9836	18.0398	17.9886	17.9689	17.9389	18.0684			4	4	0.297916	0.944849	-0.0296602	-0.711303
AMD1	16.7359	16.0658	15.1643	16.2384	16.5356	16.0966	15.1487	15.2463			4	4	0.256737	0.958601	0.294312	0.627111
TPH1	16.1798	14.0338	14.5764	18.6749	19.1948	19.2148	19.3561	19.7978			3	4	1.81457	0.4076	-3.52464	-3.3549
CTPS1	19.6454	19.6435	19.6481	19.7598	19.5784	19.7408	19.6277	19.5926			4	4	0.365109	0.930731	0.0392766	0.843258
DDX5	21.8391	21.7254	21.4419	21.6747	21.7937	21.624	21.506	21.5399			4	4	0.204554	0.96652	0.0543566	0.515902
PFKL	20.2099	20.1725	20.3807	20.2072	20.5058	20.3719	20.3275	20.1637			4	4	0.546914	0.873514	-0.0996408	-1.17678
GM2A	19.58	19.532	18.8064	19.5068	19.3934	19.2294	19.7291	18.973			4	4	0.0356902	0.993555	0.0250659	0.10328
LGALS3	21.5025	21.6005	21.5299	21.4824	21.3871	21.3751	21.503	21.3706			4	4	1.58697	0.475897	0.119881	2.9419
PSMC3	20.8153	21.2313	21.1485	21.1895	21.045	21.1616	21.116	21.1289			4	4	0.0603063	0.991423	-0.016737	-0.170329
TCP1	21.707	21.6694	21.7372	21.8212	21.6356	21.7543	21.7211	21.8084			4	4	0.0273627	0.994331	0.0038743	0.0798689
PTPN1	19.1563	19.155	19.2807	19.3347	19.0807	19.1637	19.2603	19.1878			4	4	0.449445	0.914704	0.0585504	1.00146
ERCC2	17.3516	17.5867	17.5903	17.5124	17.6459	17.5839	17.5389	17.6289			4	4	0.714272	0.790907	-0.0891204	-1.46573
RPL35A	21.7216	20.7682	20.57	21.0777	21.0186	21.304	21.3697	21.4364			4	4	0.407917	0.925605	-0.247781	-0.92445
ITGB5	15.4427	15.7249	16.1441	15.668	16.5864	16.6656	15.914	15.647			4	4	0.781597	0.771086	-0.458334	-1.57929
ARF4	20.8485	20.6423	20.5399	20.6296	20.8062	20.23	20.5443	20.5959			4	4	0.390187	0.927682	0.120968	0.891064
RPL7	23.4014	23.4494	23.4243	23.4631	23.2517	23.3405	23.3579	23.3767			4	4	1.80313	0.408852	0.102849	3.33365
VCL	21.3555	21.4994	21.4584	21.6338	21.4191	21.4746	21.5482	21.5425			4	4	0.0501074	0.98925	-0.00932264	-0.142922
GPX2	16.0846	16.6645	16.0844	15.8726	17.2443	16.2566	16.3982	16.4305			4	4	0.701226	0.80047	-0.405884	-1.44359
PTPRA	17.0706	16.6012	16.5878	16.3352	16.5688	16.7646	16.8063	16.6159			4	4	0.0892517	0.989731	-0.0401921	-0.245525
NAT1	13.4586	14.0393	14.7015	14.1258	15.197	14.9344	14.6973	14.1536			4	4	1.01443	0.661661	-0.664255	-1.96715
IL1RN	14.6403	14.2658	14.5994	14.3794	12.3925	14.221	14.3004	14.1097			3	4	0.757694	0.777698	0.715354	1.53909
SON	18.74	18.7477	18.7262	18.7729	18.7353	18.6993	18.7383	18.8772			4	4	0.149369	0.981055	-0.0158267	-0.391469
NELFE	16.9609	17.3821	17.4968	17.4112	17.3953	17.3771	17.5106	17.4861			4	4	0.471985	0.90343	-0.129533	-1.04262
PGAM1	22.8345	23.2654	23.3234	23.2272	22.9938	23.1598	23.1944	23.2182			4	4	0.0612084	0.99096	0.0211	0.172729
RCC1	20.9568	20.933	20.9448	20.8227	20.914	20.8668	20.9217	20.9202			4	4	0.0941659	0.986814	0.00866413	0.257942
SDC1	13.6134	14.0387	12.9284	13.3357	13.8735	13.3997	12.975	13.5697			4	3	0.0281491	0.99357	0.0245926	0.0820966
ATF1	16.4573	16.1628	15.9063	15.6596	14.1699	15.2667	16.1177	15.4247			4	4	0.932215	0.701034	0.801758	1.83059
ATF6	17.2938	17.4202	17.2342	17.0762	17.0353	16.944	16.8234	17.5036			4	4	0.496935	0.893038	0.179542	1.08773
LIG1	18.6875	18.627	18.5159	18.5882	18.3995	18.4644	18.4041	18.4527			4	4	2.34281	0.405545	0.174444	4.40548
ATP5J	16.9745	17.2749	17.2069	17.199	16.9685	16.9907	17.0824	17.33			4	4	0.2786	0.948643	0.0709019	0.672163
XRCC1	18.7291	18.6066	18.4688	18.5425	18.5479	18.4757	18.5852	18.3855			4	4	0.588217	0.857899	0.0881653	1.24926
KRT15	17.8144	18.0466	18.0105	17.7625	17.8083	17.785	17.6235	17.6497			4	4	1.19512	0.610697	0.191888	2.26839
TSPAN8	18.7057	17.5364	17.4944	16.9541	20.8084	20.4524	19.6699	18.0911			4	4	1.58823	0.479603	-2.08281	-2.94412
PLCG1	17.3844	17.5512	17.6461	17.7258	17.8733	17.733	17.7014	17.6177			4	4	0.856052	0.723646	-0.15449	-1.70384
UGT1A6	19.0383	18.6355	18.8572	18.6065	18.9319	18.6585	18.835	18.8991			4	4	0.150762	0.980269	-0.0467267	-0.394712
CD58	16.1219	16.317	16.1758	16.4042	16.152	16.579	16.5584	16.4483			4	4	0.75023	0.779897	-0.179699	-1.52652
NCL	23.0716	23.3024	23.3524	23.3543	23.1775	23.2786	23.3943	23.4965			4	4	0.28719	0.947142	-0.0665932	-0.689643
HK1	16.3586	16.4172	16.4784	16.2524	16.739	16.3673	16.3912	16.5666			4	4	0.679864	0.808588	-0.139367	-1.40722
POLR2C	18.1359	18.343	18.4476	18.3379	18.5993	18.6613	18.4897	18.6043			4	4	1.97747	0.41528	-0.272532	-3.66373
POLR2E	18.0884	17.9036	17.9844	17.9185	17.7624	18.2151	18.0496	18.1547			4	4	0.27239	0.952307	-0.0717597	-0.659449
NDUFV2	19.0852	18.8534	19.0108	18.8945	18.7194	18.8097	19.017	19.0013			4	4	0.353158	0.932418	0.0741057	0.82022
ERCC3	16.7989	17.0928	17.1567	17.0546	17.1465	17.3595	17.1394	17.1126			4	4	0.845783	0.731132	-0.163753	-1.68671
TRIM21	17.5956	17.3113	17.1917	17.0618	17.4944	17.3613	17.1563	17.1073			4	4	0.0240393	0.994262	0.0102301	0.0704152
EIF2AK2	19.4605	19.1083	19.2943	19.1625	19.5341	19.3305	19.3092	19.2977			4	4	0.536271	0.87735	-0.111485	-1.15795
SRM	20.5333	20.6734	20.7032	20.7587	20.6764	20.7278	20.6542	20.5756			4	4	0.052893	0.988	0.00865078	0.150458
SLC9A1	16.1828	17.2716	17.8253	17.6582	16.9375	17.7177	17.864	17.6042			4	4	0.293294	0.946995	-0.296402	-0.701991
CSNK2A2	17.5549	17.8819	17.966	17.9034	17.8959	17.889	17.7466	17.6531			4	4	0.102077	0.988243	0.0303926	0.277734
RXRA	15.2894	15.6438	15.6563	15.4841	16.1446	15.6927	15.3983	15.2075			4	4	0.160522	0.978179	-0.0923533	-0.417271
ITIH2	15.7844	15.3944	15.7554	15.8848	15.3299	15.3759	15.9216	15.6794			3	4	0.307579	0.943892	0.128022	0.730666
NFKB1	17.3326	17.4494	17.5664	17.4701	17.5833	17.5451	17.2787	17.3231			4	4	0.0886046	0.99	0.0221167	0.243883
TYMP	17.8205	17.6675	17.9332	17.7365	17.8298	17.5792	17.8431	17.9458			4	4	0.0358209	0.993825	-0.010016	-0.103644
ATP2B1	16.4675	16.7228	16.7161	16.8048	16.5512	16.7768	16.8921	16.9828			4	4	0.469645	0.903283	-0.122923	-1.03837
EIF2S2	20.4116	20.3855	20.7064	20.515	20.2638	20.5293	20.7133	21.0902			4	4	0.326298	0.935756	-0.144526	-0.767786
ANXA7	19.6434	19.5908	19.5706	19.5249	19.6479	19.6001	19.5879	19.6667			4	4	0.673749	0.814395	-0.0432286	-1.39678
TBP	13.6667	15.623	16.0299	15.4733	16.3603	16.3367	15.8704	15.7			4	4	0.782206	0.771316	-0.868653	-1.58031
CCNA2	16.4041	16.5803	16.791	17.0531	16.4815	15.9819	16.7422	17.0539			4	4	0.212803	0.967192	0.142254	0.533861
BTF3	19.3299	19.1068	19.0458	19.2276	19.2973	19.4147	19.2438	19.2873			4	4	0.927881	0.703671	-0.133248	-1.82339
RAB4A	17.8636	17.9124	17.8379	17.8882	17.8283	18.0393	17.841	17.907			4	4	0.223688	0.966922	-0.0283775	-0.55733
RAB5A	18.4826	18.4745	18.7709	18.4554	18.879	18.6676	18.5458	18.6665			4	4	0.679507	0.808245	-0.143855	-1.40661
RAB6A	22.7093	22.2992	22.298	22.3152	22.6602	22.605	22.4063	22.5003			4	4	0.552064	0.87093	-0.137528	-1.18587
MSH3	19.2063	19.1497	19.153	19.0413	19.1619	18.9575	19.0488	18.846			4	4	0.898155	0.709953	0.133995	1.77396
MX2	17.9498	16.6556	17.0152	16.3051	18.0335	16.5656	16.8697	16.906			4	4	0.0848956	0.989843	-0.11223	-0.234438
PSMB1	20.3345	20.5613	20.5231	20.5353	20.3763	20.372	20.5386	20.5268			4	4	0.200675	0.96635	0.0351629	0.507404
M6PR	17.3081	17.35	17.547	17.2248	17.4003	17.4513	17.3694	17.8011			4	4	0.572985	0.864143	-0.148057	-1.22264
ATP4A	18.1813	15.9069	18.603	18.7785	18.1601	18.8142	19.1732	19.443			4	4	0.692601	0.802416	-1.0302	-1.42892
COX5A	20.4409	20.5594	20.4986	20.6027	20.4436	20.4796	20.5271	20.4261			4	4	0.645451	0.829988	0.0563431	1.34831
LMNB1	20.9622	20.7941	20.7401	20.6888	20.8168	20.759	20.8098	20.9908			4	4	0.249718	0.959545	-0.0477476	-0.612465
ITGAL	17.3628	15.2527	15.0739	15.2298	15.5192	14.947	15.1334	15.2157			4	4	0.417038	0.928224	0.525974	0.941504
CAST	20.1075	20.0202	19.9938	19.9713	19.9477	19.9093	19.9513	19.9939			4	4	1.09909	0.64437	0.0726666	2.10794
IMPDH1	16.9672	17.0917	17.3175	17.2659	16.8411	17.0895	17.1961	17.1594			4	4	0.335057	0.933304	0.0890698	0.784988
AGA	18.0683	18.4081	18.6089	18.6123	18.2918	18.5301	18.6719	18.8538			4	4	0.41176	0.925273	-0.162522	-0.931647
RASA1	17.2835	17.0176	17.0864	17.0311	17.0019	17.0148	16.972	16.5574			4	4	0.871888	0.716751	0.21812	1.73024
PTMS	21.7435	21.4574	21.4935	21.2816	21.3518	21.3802	21.5027	21.5816			4	4	0.138109	0.982739	0.0398889	0.365048
GSTM3	20.3259	20.3399	20.4928	20.3707	20.5941	20.472	20.4544	20.3974			4	4	0.871834	0.716123	-0.0971918	-1.73015
ATP6V1B2	19.9488	20.0567	19.9967	20.0621	20.2641	20.159	20.1169	19.9522			4	4	0.748895	0.780704	-0.106955	-1.52426
ATP6V1C1	17.3494	17.3884	17.6194	17.4417	17.7152	17.8373	17.5613	17.5733			4	4	1.33863	0.555633	-0.22208	-2.51081
CSRP1	20.9508	21.0466	21.1455	21.1105	20.784	21.0958	20.9062	20.9283			4	4	0.882888	0.71575	0.134767	1.74855
FLNA	23.3602	23.5442	23.4598	23.5104	23.2819	23.5254	23.4668	23.5139			4	4	0.116232	0.987342	0.021647	0.312567
NF1	17.0396	17.0435	17.034	16.9782	16.955	16.8724	16.9929	16.8988			4	4	1.62667	0.45916	0.0940409	3.01255
ACO1	18.8988	18.8939	19.1039	18.9529	19.2973	19.0038	18.9929	18.8979			4	4	0.374551	0.929187	-0.0855999	-0.86134
EPHA1	14.9466	15.3145	15.5283	15.3281	14.9476	15.3222	15.0979	15.2932			4	4	0.323351	0.938409	0.114128	0.761975
VDAC1	21.6488	21.7697	21.7465	21.7687	21.8399	21.816	21.7949	21.9312			4	4	1.4486	0.50641	-0.112098	-2.69958
SDHB	19.8482	19.6156	19.6493	19.466	19.5472	19.4849	19.6069	19.6955			4	4	0.280182	0.948572	0.0611482	0.67539
CD9	19.8059	19.7163	19.6931	19.7024	19.8408	19.8127	19.9005	20.0193			4	4	1.68355	0.43795	-0.163923	-3.11475
BCKDHB	15.4492	14.767	15.3495	14.8017	16.8453	16.0213	15.3769	15.3091			4	4	1.03038	0.65646	-0.796313	-1.99365
COMT	18.3798	18.2647	18.5233	18.1444	18.5197	18.7551	18.4633	18.4533			4	4	1.06233	0.651554	-0.219817	-2.04675
TGM2	17.7911	16.3198	16.5612	16.1787	17.7673	16.2741	16.6379	16.6034			4	4	0.0791351	0.990892	-0.107996	-0.219655
MUT	17.8967	17.7139	17.6529	17.6994	18.0047	17.8273	17.7842	17.6501			4	4	0.361408	0.931322	-0.0758457	-0.836142
OSBP	18.2925	18.4958	18.6534	18.6036	18.5667	18.5639	18.5978	18.5184			4	4	0.251651	0.959889	-0.0503445	-0.616507
PCMT1	20.2246	20.1304	20.0631	20.1438	20.2138	20.1455	20.2379	20.1302			4	4	0.438258	0.919718	-0.0413642	-0.980869
FUT4	15.9246	16.5539	16.4078	16.5813	16.647	16.5538	16.7627	16.4091			4	4	0.637089	0.837059	-0.226284	-1.33392
FBL	20.7635	20.7863	20.9372	20.8943	20.5912	20.7099	20.8224	20.8491			4	4	0.68333	0.804866	0.10218	1.41313
GART	20.2807	20.138	20.2942	20.3032	20.2134	20.2878	20.2811	20.2519			4	4	0.0368891	0.992109	-0.00452757	-0.106619
PAICS	20.7324	20.9258	20.9595	20.9995	20.9337	21.1261	21.0037	20.9805			4	4	0.722845	0.786655	-0.106688	-1.48025
SCP2	19.7927	19.589	19.5	19.507	19.7339	19.6083	19.3915	19.5565			4	4	0.0910536	0.988436	0.0246139	0.250089
UBA1	21.355	21.4906	21.4329	21.3949	21.4897	21.3747	21.3381	21.487			4	4	0.0285367	0.993868	-0.00402498	-0.0831931
NME2	22.8333	22.9604	22.9723	22.9819	22.8467	22.8945	22.9394	22.9742			4	4	0.207858	0.966772	0.0232654	0.523112
HIST1H1T	15.8082	15.2397	15.9047	15.541	14.4276	15.8175	15.7073	15.8739			2	4	0.172298	0.974176	0.166839	0.444134
SPRR2D	18.0933	17.8722	18.0707	18.6707	17.3563	17.6883	18.5371	18.8324			4	4	0.0672602	0.992361	0.0731936	0.188732
SPRR2B	18.0933	17.8722	18.0707	18.6707	17.3563	17.6883	18.5371	18.8324			4	4	0.0672602	0.992361	0.0731936	0.188732
FDXR	20.2365	20.181	20.2043	19.9935	20.1563	20.0555	20.0802	20.1811			4	4	0.229579	0.965015	0.0355144	0.569927
HNRNPA2B1	23.953	24.2375	24.3357	24.0622	24.1372	24.3216	24.2359	24.2974			4	4	0.481206	0.898147	-0.100922	-1.05935
RFX1	16.113	16.184	16.1166	16.1291	16.0886	16.1058	16.186	15.984			4	4	0.447161	0.91517	0.044549	0.997264
CBL	16.9841	17.0468	16.8377	17.096	16.9851	17.1357	17.1886	17.0335			4	4	0.616467	0.842202	-0.0945544	-1.29833
PRKACB	15.6876	16.5631	16.5223	16.6725	16.707	15.6906	16.312	15.6417			4	4	0.342093	0.933233	0.27358	0.798733
UQCRC2	19.2924	19.2113	19.2574	19.336	19.2503	19.1123	19.1268	19.1611			4	4	1.47349	0.49769	0.111671	2.74274
FECH	16.0994	15.6909	16.4376	15.4265	17.0867	16.7728	16.0935	16.0722			4	4	0.889117	0.716725	-0.592716	-1.75892
TCEA1	19.6738	19.5107	19.5979	19.5008	19.5541	19.4633	19.6753	19.6904			4	4	0.140451	0.981775	-0.0249562	-0.370577
ITGA6	19.4031	19.4951	19.5778	19.3617	19.5541	19.4886	19.541	19.5604			4	4	0.736197	0.781881	-0.0766311	-1.50283
SFPQ	22.0453	21.781	21.7646	21.8358	21.8062	21.7521	21.8116	21.92			4	4	0.181154	0.971576	0.0341687	0.464095
TUBG1	19.0532	19.0054	19.097	18.9252	19.072	19.1018	18.9199	18.9111			4	4	0.113756	0.987649	0.0189958	0.306526
PPIB	22.7051	22.6246	22.5142	22.4957	22.5039	22.4479	22.544	22.5239			4	4	0.734942	0.781039	0.0800176	1.50071
ME2	18.5494	18.4784	18.449	18.3952	18.5038	18.5062	18.477	18.5613			4	4	0.561006	0.867349	-0.0440845	-1.20161
WARS	20.6823	20.9304	21.324	21.261	20.7293	20.8508	21.3536	21.3049			4	4	0.015885	0.998523	-0.0102162	-0.0469403
RPS3	23.7054	23.6612	23.5531	23.7082	23.6189	23.6831	23.551	23.6315			4	4	0.338209	0.932892	0.0358577	0.791154
GCSH	16.9899	16.8682	17.4144	16.8801	17.0306	17.2679	17.252	17.3084			4	4	0.580956	0.861681	-0.176555	-1.23658
RPS6KB1	14.7553	14.6437	14.7338	14.8307	14.8034	14.9963	15.0599	15.5901			3	4	1.12536	0.638137	-0.371537	-2.15173
JAK1	14.6523	14.7165	14.553	14.6101	14.3671	14.3079	14.5617	14.9067			3	4	0.290907	0.948089	0.0971296	0.697169
SP100	17.9714	17.4273	17.7389	17.328	17.7476	17.1969	17.5412	17.5964			4	4	0.202245	0.967142	0.0958486	0.510846
NFYA	15.7781	16.2176	16.3788	15.9673	16.3597	16.5724	16.4969	16.447			4	4	1.46956	0.498157	-0.38356	-2.73591
AHCY	23.0877	22.9694	22.9539	22.9424	22.8895	22.8249	22.8454	22.9646			4	4	1.24427	0.593855	0.107308	2.35099
CFL1	24.252	24.3504	24.2736	24.2551	24.352	24.5619	24.2871	24.2436			4	4	0.479784	0.900065	-0.0783882	-1.05677
EIF4B	20.2654	19.8951	19.8486	19.9455	19.8095	19.8563	19.8582	19.9559			4	4	0.557658	0.867123	0.11868	1.19572
F8A3	15.4014	17.1711	16.9807	16.9875	17.9351	17.5683	16.8933	17.1652			4	4	0.793041	0.762627	-0.755302	-1.59849
ATP2B4	18.5574	18.5233	18.5998	18.4508	18.5112	18.5203	18.6197	18.6327			4	4	0.367769	0.929542	-0.0381227	-0.848363
