#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PIPD_8h.txt#:type=:list
#Associated Gene Name	XPIPD_8h_Rep1	XPIPD_8h_Rep2	XPIPD_8h_Rep3	XPIPD_8h_Rep4	XDMSO_8h_Rep1_1	XDMSO_8h_Rep2_1	XDMSO_8h_Rep3_1	XDMSO_8h_Rep4_1	C: Student's T-test Significant PIPD_8h_DMSO_8h	C: Student's T-test significant	N: Valid values XPIPD_8h	N: Valid values XDMSO_8h	N: -Log Student's T-test p-value PIPD_8h_DMSO_8h	N: Student's T-test q-value PIPD_8h_DMSO_8h	N: Student's T-test Difference PIPD_8h_DMSO_8h	N: Student's T-test Test statistic PIPD_8h_DMSO_8h
EIF1	17.7413	18.4842	18.4667	17.9208	19.168	18.1542	19.3826	19.4821			4	4	1.32629	0.106942	-0.893468	-2.48981
PRKCI	17.6103	17.6247	17.9548	17.7542	17.541	17.6663	17.681	17.9559			4	4	0.0756497	0.878253	0.0249367	0.210643
ACTR1B	18.1255	18.1047	18.1657	18.2302	18.1737	18.424	18.2999	18.3412			4	4	1.38797	0.0974943	-0.1532	-2.59513
ECI1	20.3672	20.3448	20.2799	20.2656	20.1306	20.2335	20.0835	20.1629	+	PIPD_8h_DMSO_8h	4	4	2.16893	0.0389549	0.161755	4.04327
TMPO	21.39	21.2618	21.2427	21.1796	21.3147	21.1685	21.2542	21.2119			4	4	0.233047	0.664655	0.0311856	0.577309
STAT1	15.2346	15.1169	15.0721	14.7497	16.0296	15.3044	15.0793	14.5429			4	4	0.244751	0.652044	-0.19574	-0.602048
STAT6	16.0918	16.0357	15.9698	16.065	15.9396	15.9575	15.9271	15.7997			4	4	1.63272	0.0699342	0.134619	3.02337
SKIV2L2	19.4207	19.5342	19.6426	19.4728	19.7895	19.6098	19.78	19.6463			4	4	1.53678	0.0797078	-0.188838	-2.85332
PIK3CB	16.439	16.2346	16.2528	16.2451	16.2789	16.1137	16.1531	16.0132			4	4	1.08413	0.150851	0.153174	2.08302
MTOR	16.6317	16.8	16.8928	16.7944	17.0812	16.8415	17.2182	16.8371			4	4	1.02259	0.166184	-0.214751	-1.9807
PI4KA	15.601	15.6377	15.7366	15.7687	15.9374	15.8271	15.7561	15.2599			4	4	0.0199836	0.966422	-0.00911045	-0.0587897
EPS15	17.8613	17.7481	17.9926	17.7312	17.7812	17.7468	17.7661	17.7385			4	4	0.576162	0.357929	0.075161	1.2282
CASP3	19.2287	19.0895	19.3227	19.0024	19.2063	19.2476	19.2147	19.2727			4	4	0.460525	0.43601	-0.0745029	-1.02175
CASP2	16.0959	15.7867	15.6446	15.8788	15.911	15.9135	15.7147	15.6186			4	4	0.20536	0.69883	0.0620553	0.517664
RPS27	19.6154	19.6045	19.7382	19.9734	19.7879	20.116	19.5987	20.0585			4	4	0.483528	0.418377	-0.157422	-1.06355
ABL2	15.0695	14.8594	14.5146	15.1718	14.6274	14.7945	14.5505	14.7555			4	4	0.689908	0.29434	0.221851	1.42434
FRK	16.8812	16.6014	16.9978	16.4889	16.8403	15.7824	17.1287	16.1141			2	4	0.356268	0.527379	0.275995	0.826233
HELZ	15.5011	15.7382	15.9781	15.8373	15.4672	14.8665	15.8921	15.8316			4	4	0.434518	0.457856	0.249314	0.973962
NCAPD3	15.289	15.7487	15.4941	15.6554	15.5647	15.4954	15.5437	14.7426			4	4	0.418482	0.470928	0.2102	0.944195
RBM34	17.1666	17.2941	17.2848	17.4405	16.9864	17.2171	17.1664	17.2235			4	4	0.960797	0.182777	0.148156	1.87807
LRPPRC	21.0278	21.0273	21.042	21.0787	21.0847	20.9732	21.0717	21.0037			4	4	0.137036	0.79071	0.0106444	0.362511
RPL35	21.4506	21.6604	21.7559	22.0471	21.445	21.7577	21.8039	22.019			4	4	0.0575511	0.908384	-0.027925	-0.162975
CDKN2B	17.4247	17.4535	17.2454	17.5446	16.5458	16.6548	16.6424	16.626	+	PIPD_8h_DMSO_8h	4	4	4.66838	0.045	0.799797	11.8861
PRCP	19.0756	20.1204	19.8266	19.8414	20.2698	20.2188	20.4268	20.1619			4	4	1.27049	0.116054	-0.553339	-2.39523
HTT	16.7732	16.9002	16.9938	16.7652	17.0282	16.7698	16.9651	16.7295			4	4	0.0581974	0.907484	-0.0150237	-0.164703
ECE1	16.3265	16.5806	16.2483	16.3248	16.8254	16.6892	17.0894	16.8164	+	PIPD_8h_DMSO_8h	4	4	2.32545	0.0364195	-0.485061	-4.36851
SLC1A3	16.4027	16.6907	15.9989	16.7371	17.5725	17.0309	16.6589	16.7045			4	4	1.0194	0.166872	-0.534354	-1.9754
SLC1A4	15.519	16.4395	16.5489	15.9949	16.3805	17.0482	17.2255	17.0866			4	4	1.44067	0.090013	-0.809636	-2.68586
PAFAH1B1	19.1488	19.3574	19.3873	19.5391	19.06	19.2292	19.2356	19.3989			4	4	0.560085	0.367423	0.127217	1.2
MATR3	21.1747	21.1067	21.0334	21.2346	21.0303	21.0679	20.9842	21.0959			4	4	0.954039	0.185378	0.092783	1.86685
MSH2	18.5971	18.5429	18.5438	18.6459	18.7111	18.6139	18.7284	18.6575			4	4	1.42211	0.0925415	-0.0952754	-2.65383
BTD	15.5712	16.3334	15.9009	15.7881	16.6331	16.5377	17.1965	16.5873	+	PIPD_8h_DMSO_8h	4	4	2.03774	0.0447823	-0.840258	-3.78117
GPD2	20.095	20.0537	20.0564	20.0272	20.131	20.0908	20.1491	20.0654			4	4	1.13298	0.140109	-0.051013	-2.16444
SSR1	20.5675	20.7494	20.8029	20.7298	21.0605	20.8352	20.8253	20.8452			4	4	1.24995	0.119995	-0.179179	-2.36056
PTPN9	16.2237	16.0104	15.8744	15.9708	15.5048	15.7708	15.5332	15.4711	+	PIPD_8h_DMSO_8h	4	4	2.37836	0.0346316	0.449885	4.48177
SYK	14.8384	15.4413	15.1438	14.9045	15.8884	15.3978	15.6477	15.2096			4	4	1.18726	0.129867	-0.453889	-2.25522
RANBP1	19.5781	20.0529	20.1983	20.1583	20.3954	19.92	20.399	20.433			4	4	0.758015	0.259091	-0.289897	-1.53963
NAMPT	21.0591	21.0549	21.0869	21.0874	20.9995	20.9883	21.0709	20.9694			4	4	1.46613	0.086991	0.0650787	2.72996
PSMC4	20.0465	19.97	20.0797	20.0124	20.1967	20.1131	20.1447	20.2579	+	PIPD_8h_DMSO_8h	4	4	2.06012	0.0440721	-0.150916	-3.82525
GATA4	16.5534	16.8485	16.4825	17.22	16.54	16.3017	16.3935	16.5724			4	4	0.917993	0.197448	0.324203	1.80696
TSFM	18.4532	18.4922	18.5592	18.5476	18.3909	18.5284	18.5415	18.3476			4	4	0.512362	0.398261	0.0609379	1.11539
VDAC2	22.2868	22.1669	22.1908	22.1956	22.0963	22.131	22.1571	22.1953			4	4	0.995622	0.173388	0.065093	1.93591
ACADSB	17.1573	17.3525	17.363	17.2173	16.7735	16.9307	17.107	16.9462	+	PIPD_8h_DMSO_8h	4	4	2.10821	0.0412098	0.333206	3.92082
CBX5	17.1454	17.7718	17.8328	17.865	17.3458	17.6748	17.5538	17.67			4	4	0.195054	0.713635	0.0926423	0.495027
USP5	19.8284	20.0972	20.1324	19.8516	20.1665	20.0547	20.2326	20.0959			4	4	0.913604	0.198553	-0.160023	-1.79966
MAPK8	16.47	16.086	16.1631	16.4148	16.5725	16.4556	17.1912	16.242			4	4	0.722274	0.275783	-0.331856	-1.47929
MAPK9	16.0965	15.9303	15.8732	16.0807	16.1347	15.9045	16.0723	16.1269			4	4	0.362023	0.522071	-0.0644424	-0.837327
MAP2K4	17.4764	17.5015	17.6427	17.4338	17.5669	17.639	17.5681	17.6015			4	4	0.830045	0.22813	-0.080266	-1.66043
MKI67	20.3365	20.3065	20.1364	20.5907	19.9685	20.0159	19.9496	20.267			4	4	1.3046	0.110195	0.292289	2.45297
RANGAP1	19.6433	19.3962	19.3634	19.4974	19.5513	19.7202	19.4186	19.5947			4	4	0.496038	0.409084	-0.0960946	-1.08611
RECQL	18.888	18.7724	18.7896	18.7412	18.6861	18.6631	18.5404	18.5463	+	PIPD_8h_DMSO_8h	4	4	2.0495	0.0442568	0.188798	3.8043
NOP2	20.2768	20.1427	20.004	20.2232	19.9543	20.1076	19.989	20.0845			4	4	0.931256	0.193161	0.127804	1.829
ATRX	15.1085	14.9047	15.1241	14.9707	14.4902	14.7156	14.6794	14.6214	+	PIPD_8h_DMSO_8h	4	4	2.82046	0.0232277	0.400378	5.50206
CRK	18.4947	18.4316	18.4666	18.301	18.5476	18.3794	18.4405	18.5506			4	4	0.412769	0.476569	-0.0560365	-0.933533
CRKL	19.4426	19.2583	19.3483	19.3703	19.6797	19.3567	19.5162	19.4939			4	4	1.06665	0.154581	-0.156732	-2.05395
MTIF2	15.9964	16.2965	16.419	16.3069	15.7825	16.0502	16.3368	15.883			4	4	0.792382	0.243413	0.241558	1.59739
BAG6	18.7397	18.8327	18.8657	18.9558	19.0459	18.857	18.8397	18.9139			4	4	0.457678	0.438332	-0.0656428	-1.01654
NSF	19.6085	19.5882	19.5511	19.6202	19.4731	19.6109	19.4369	19.5268			4	4	1.01342	0.169035	0.0800328	1.96546
CDKN1B	16.165	16.05	16.0716	15.9036	14.0003	14.1753	14.5945	14.4719	+	PIPD_8h_DMSO_8h	4	4	4.66802	0.036	1.73706	11.8844
MAP2K3	17.5191	17.7017	17.7552	17.6157	18.0862	17.754	18.1658	18.0135			4	4	1.87191	0.0525898	-0.356941	-3.46224
BRCC3	16.3527	16.4196	16.4411	16.7439	16.2678	16.5544	16.4956	16.6549			4	4	0.0107907	0.981828	-0.00383139	-0.0320658
RPL27A	23.6091	23.4818	23.5861	23.7079	23.4274	23.6121	23.3923	23.5684			4	4	0.65235	0.313259	0.0961499	1.36015
RPL5	20.7495	20.7607	20.7863	21.0415	20.6843	20.8412	20.8622	21.1066			4	4	0.13185	0.798572	-0.0390363	-0.350194
RPL21	21.2878	21.4047	21.2793	21.5856	21.293	21.2686	21.0673	21.466			4	4	0.485026	0.417494	0.115633	1.06626
RPL28	19.8073	19.6894	19.4804	19.9103	19.5571	19.9458	19.552	20.0074			4	4	0.105042	0.836677	-0.0437174	-0.28509
RPS9	23.3519	23.3268	23.1612	23.352	23.0974	23.1572	23.0717	23.2121			4	4	1.58245	0.0750835	0.163378	2.93388
RPS5	20.5643	20.7122	20.5531	20.5136	20.6027	20.7557	20.3408	20.6334			4	4	0.00921939	0.983603	0.00267649	0.0274444
RPS10	21.8615	21.7428	21.8205	21.5179	22.6131	21.9832	22.4276	22.0831			4	4	1.76471	0.0590153	-0.541087	-3.26271
MAP1B	15.5467	15.6322	15.8375	15.7265	15.5911	15.5078	15.5479	15.5774			4	4	1.02794	0.16491	0.129676	1.98958
GNPDA1	18.4852	18.5611	18.565	18.3929	18.7972	18.501	18.7078	18.5737			4	4	0.943699	0.187944	-0.143862	-1.84967
NEDD4	15.2756	15.8391	15.8968	15.3398	15.5716	15.8111	16.0306	15.8988			4	4	0.599784	0.344147	-0.240205	-1.26939
YAP1	17.4069	17.2546	17.4501	17.3918	17.218	17.0724	17.2381	17.3636			4	4	1.08845	0.149972	0.152817	2.09022
UTRN	16.7556	16.743	16.7881	16.6412	16.41	16.4478	16.5417	16.4107	+	PIPD_8h_DMSO_8h	4	4	3.12745	0.0178824	0.279426	6.29983
IQGAP1	22.3295	22.3363	22.3745	22.2315	22.3337	22.294	22.3236	22.3005			4	4	0.0554675	0.912098	0.0050168	0.157389
GYG1	18.5376	18.4853	18.1487	18.4421	18.2951	18.4052	18.045	18.3254			4	4	0.538963	0.381233	0.13578	1.16272
STT3A	20.5794	20.5295	20.6738	20.4114	20.6093	20.5034	20.5154	20.3852			4	4	0.259492	0.635908	0.0451727	0.632835
RABIF	17.9511	18.3353	18.1368	18.1205	18.2312	18.393	18.0544	18.4056			4	4	0.552229	0.373444	-0.135102	-1.18616
PLA2G4A	15.761	15.8525	15.8621	15.7638	16.1328	15.9549	15.9469	15.5761			4	4	0.328625	0.554648	-0.0928338	-0.772366
CAPZA2	19.7872	19.8519	19.7931	19.6204	20.03	20.1278	19.8885	20.0485	+	PIPD_8h_DMSO_8h	4	4	1.9963	0.0463953	-0.26054	-3.70023
CAPZB	21.0916	21.2697	21.2103	21.31	21.0616	21.2776	21.2054	21.2942			4	4	0.0527042	0.916589	0.0106783	0.149949
EIF1AX	20.6519	20.6397	20.6288	20.6973	20.3905	20.7273	20.7201	20.757			4	4	0.0220427	0.962633	0.0056777	0.0647044
QARS	20.468	20.4028	20.4403	20.4567	20.5783	20.5229	20.5282	20.5454	+	PIPD_8h_DMSO_8h	4	4	2.76667	0.0265291	-0.101698	-5.37031
RPL29	21.254	20.7535	20.7209	20.8473	20.7135	21.1946	20.6097	20.9696			4	4	0.042706	0.933836	0.0220942	0.122707
LGALS7B	13.314	14.4143	14.9696	14.5417	14.7408	14.8498	16.8664	15.9842			4	4	1.10236	0.147452	-1.30043	-2.11339
ZFP36L2	16.8415	16.9902	16.8809	16.6758	16.6558	16.6994	15.8013	16.2005			4	4	1.20865	0.126026	0.507815	2.29109
UQCRFS1	19.3893	19.1525	18.9871	19.1331	19.468	19.2805	19.1382	19.1954			4	4	0.423821	0.467831	-0.105016	-0.954132
ATP5O	20.1703	20.142	20.0208	20.1305	19.8882	19.8554	20.0291	19.9439	+	PIPD_8h_DMSO_8h	4	4	2.0068	0.0458866	0.186759	3.72066
LIMS1	18.6965	18.7465	18.5284	18.937	18.198	18.6618	18.3088	18.4785			4	4	1.26995	0.116225	0.315309	2.39432
PREP	19.2152	19.1281	19.1842	19.0655	19.352	19.1125	19.3722	19.101			4	4	0.484498	0.417867	-0.0861754	-1.0653
IREB2	15.3048	16.2617	16.3063	15.9543	16.0368	15.8466	16.2479	16.0697			4	4	0.145012	0.778618	-0.093487	-0.381291
PIP4K2A	15.9448	16.0874	16.1357	15.648	16.2379	16.5846	16.201	15.9272			4	4	0.813056	0.234743	-0.283715	-1.63202
SOX9	16.5733	16.97	16.9256	16.9013	17.4059	17.2546	17.4598	17.2235	+	PIPD_8h_DMSO_8h	4	4	2.42851	0.0320674	-0.493382	-4.59075
ARCN1	20.7666	20.6018	20.5708	20.6955	20.5629	20.4881	20.5385	20.5225			4	4	1.48261	0.0853892	0.130653	2.7586
LSS	18.3114	18.708	18.4145	18.5065	18.4187	18.4752	18.5092	18.3489			4	4	0.204484	0.700156	0.0470967	0.515749
GCLC	18.7547	18.694	18.8265	18.543	18.5376	18.4875	18.6634	18.6251			4	4	0.878907	0.211872	0.126139	1.74193
GCLM	18.806	18.7238	18.8018	18.7623	18.8219	18.8844	18.6868	18.7153			4	4	0.0247976	0.959153	-0.00362587	-0.072578
CD151	17.7978	17.7315	17.2999	17.74	16.8253	17.2865	16.9955	17.2693			4	4	1.84815	0.053642	0.548109	3.4176
TRAPPC10	15.7789	15.654	15.7267	15.4032	15.1366	15.4066	15.3895	15.011			4	4	1.71135	0.0624431	0.40477	3.16514
PSMD8	19.5029	19.3689	19.2712	19.5194	19.2094	19.351	19.2271	19.2544			4	4	1.22928	0.122677	0.155101	2.32576
PRRC2A	17.4029	17.619	17.6013	17.7161	17.3372	17.5426	17.4707	17.5995			4	4	0.516528	0.396136	0.097342	1.12283
GSS	19.2331	19.3297	19.318	19.2885	19.1687	19.1648	19.2697	19.2432			4	4	1.25235	0.119662	0.0807223	2.36461
CCT5	20.9184	20.8293	20.8148	20.9589	20.7144	20.7753	20.759	20.9198			4	4	0.77178	0.252382	0.0882282	1.56279
PTDSS1	17.7074	17.4311	17.198	17.1863	18.0418	17.6288	17.537	17.2864			4	4	0.570572	0.361381	-0.242788	-1.21841
NES	19.1354	18.9451	18.6969	19.2095	20.2624	19.6757	19.3178	19.6414			4	4	1.7296	0.0615359	-0.727615	-3.19838
HSPA13	17.5351	17.3655	17.5068	17.5452	17.2414	17.4137	17.5416	17.2775			4	4	0.72861	0.272532	0.119586	1.49001
CSNK1A1	19.1061	19.3681	19.26	19.2884	19.2099	19.1756	19.1208	19.2258			4	4	0.571386	0.361197	0.0726562	1.21983
CSNK1D	17.9007	18.0172	18.0981	17.9253	18.1392	18.0518	17.9203	17.9412			4	4	0.156619	0.761524	-0.0278077	-0.40828
IDH2	19.1855	19.0295	18.9327	18.91	19.3602	19.1059	19.2025	18.8118			4	4	0.345311	0.537569	-0.105669	-0.804998
PITPNB	18.0346	18.1746	18.0889	18.191	18.1197	18.1554	18.1351	18.1951			4	4	0.303324	0.582378	-0.0290732	-0.722157
CD97	15.642	15.6375	15.8245	15.7883	15.4843	15.5583	15.91	15.8362			4	4	0.0813818	0.871442	0.0258398	0.225437
POLD2	16.8381	16.6404	16.4861	16.6841	16.557	16.6327	16.7171	16.6351			4	4	0.126033	0.808157	0.0267186	0.336276
MARCKSL1	19.2293	19.0941	19.0262	19.2275	18.7931	18.9936	18.8511	19.0059			4	4	1.72878	0.0616299	0.233366	3.19689
PXN	17.7575	17.9435	17.9162	18.0945	17.5904	17.7025	17.8469	17.8012			4	4	1.12648	0.141166	0.192678	2.1536
MAPKAPK2	16.0457	16.188	16.0801	15.9557	16.486	16.336	16.2957	16.2941	+	PIPD_8h_DMSO_8h	4	4	2.30404	0.036507	-0.285585	-4.32318
ALDH9A1	19.2337	19.0521	19.0996	19.1576	18.9757	19.1946	19.0265	19.0857			4	4	0.483868	0.418222	0.0651283	1.06416
RPL34	20.7281	20.5994	20.566	20.9537	20.4018	20.6962	20.517	20.7568			4	4	0.44405	0.450139	0.118876	0.991542
RPIA	16.2607	16.6461	16.6583	16.4883	17.0147	16.6675	17.2259	17.212			4	4	1.7494	0.0600557	-0.516717	-3.23459
LMAN1	18.2121	17.9611	17.9001	17.8255	18.2788	18.0572	17.8648	17.9836			4	4	0.239359	0.657553	-0.0714159	-0.590683
NASP	20.5257	20.5621	20.5979	20.6997	20.3907	20.4735	20.5632	20.5227			4	4	1.07173	0.153797	0.1088	2.06239
FASN	20.9012	21.076	20.9078	21.057	21.1796	21.2234	21.0713	21.0968			4	4	1.43392	0.0908277	-0.157303	-2.6742
POU3F4	17.1561	16.5823	17.0144	15.2975	15.8713	15.7169	15.8568	15.6674			4	2	0.868061	0.215557	0.734447	1.72386
CDK8	16.5451	16.6006	16.9048	16.4099	16.5067	16.8962	16.4392	16.7658			4	4	0.0893878	0.858869	-0.0368905	-0.245871
CDK19	16.5451	16.6006	16.9048	16.4099	16.5067	16.8962	16.4392	16.7658			4	4	0.0893878	0.858869	-0.0368905	-0.245871
FNTA	18.8988	19.1193	19.1144	19.0852	19.1132	19.2333	19.2535	19.1365			4	4	1.07095	0.153754	-0.129689	-2.06109
FNTB	17.2046	16.9465	17.081	17.1649	16.8353	17.0233	16.7079	16.6586			4	4	1.59047	0.0737143	0.292978	2.9481
DHPS	15.6284	15.8564	16.0866	15.6052	16.3313	16.1932	16.171	16.5222	+	PIPD_8h_DMSO_8h	4	4	1.98524	0.0471756	-0.510302	-3.67878
CCT3	21.8871	21.9633	21.9404	22.0453	22.1458	22.1275	22.0384	22.0676			4	4	1.7739	0.05837	-0.135792	-3.27961
MRPL19	18.5921	18.5119	18.4931	18.2955	18.6128	18.6593	18.5573	18.5118			4	4	0.785146	0.246622	-0.11215	-1.58525
ARRB1	17.237	17.147	17.1362	17.417	17.2376	17.5084	17.4079	16.9995			4	4	0.161549	0.755588	-0.0540872	-0.419627
TUFM	22.4683	22.3318	22.2745	22.4442	22.1984	22.2024	22.2736	22.2891			4	4	1.44077	0.0900781	0.13881	2.68603
ALDH7A1	20.4873	20.5606	20.7053	20.5148	20.6455	20.4962	20.6675	20.5128			4	4	0.0737235	0.881783	-0.0135036	-0.20564
CDC34	16.5706	16.8475	16.9948	17.0391	17.0244	16.9156	16.7893	17.1547			4	4	0.354404	0.529587	-0.107993	-0.82263
INPP1	15.1415	15.3107	15.2911	15.4281	15.8489	15.6275	15.7443	15.561	+	PIPD_8h_DMSO_8h	4	4	2.4529	0.0324927	-0.402588	-4.64433
CYB561	17.0346	16.5953	16.5939	16.3545	16.4532	16.5438	16.2363	16.2504			4	4	0.854425	0.220301	0.273669	1.70113
CENPF	16.9777	17.0551	17.3029	17.2409	17.0886	16.9356	17.0543	17.1963			4	4	0.346806	0.535966	0.0754991	0.807905
SRP9	20.7148	20.6537	20.5024	20.5752	20.4714	20.7584	20.4068	20.5482			4	4	0.307986	0.577179	0.0653248	0.731479
UBE2A	16.0876	16.385	16.2967	16.9749	17.6918	16.9045	17.2738	17.4182			4	4	1.90711	0.0513003	-0.886021	-3.52886
PCYT1A	17.9342	17.985	18.0654	17.9351	18.0103	17.9918	18.2227	18.0914			4	4	0.809862	0.235802	-0.0991421	-1.62667
AARS	18.3852	18.6623	19.0388	18.5985	18.8227	18.924	19.239	19.0673			4	4	1.09014	0.150116	-0.342039	-2.09304
CARS	19.8599	19.9608	20.2994	19.9153	19.9027	20.091	20.4152	20.1525			4	4	0.39868	0.488595	-0.131518	-0.907097
HARS2	18.355	18.2695	18.2998	18.1669	18.3704	18.2793	18.2714	18.0569			4	4	0.138432	0.788794	0.0282812	0.365813
SARS	19.4066	19.5907	19.9848	19.6756	19.7175	19.607	20.2246	20.0884			4	4	0.61026	0.336876	-0.244949	-1.28758
PPM1F	15.0878	15.4394	15.4192	15.3208	15.6585	15.1659	15.7667	15.1845			4	4	0.30279	0.582833	-0.127105	-0.721087
PRIM1	18.8053	19.1269	19.2169	19.2403	19.1027	19.0335	19.1818	19.3249			4	4	0.21366	0.688373	-0.0633554	-0.535717
CASP4	15.2588	14.9701	15.3746	15.3626	14.6607	15.1894	14.9601	14.7132			4	4	1.23936	0.121094	0.360666	2.34272
CTCF	16.8731	16.9313	17.2266	17.617	17.1979	17.4201	17.3505	17.6014			4	4	0.568445	0.362012	-0.23046	-1.21468
PSMB3	19.5904	19.8777	19.9244	19.6115	20.183	19.9564	20.1375	19.9609			4	4	1.57997	0.0751966	-0.308453	-2.92949
PSMB2	21.2388	21.0707	21.172	21.2033	21.0732	21.0194	21.1067	21.0725			4	4	1.36349	0.101075	0.103233	2.55322
MCM2	19.2471	19.2914	19.2881	19.3726	19.3608	19.3575	19.36	19.3909			4	4	1.30926	0.109609	-0.0675011	-2.46087
ACADVL	19.7397	19.4491	19.428	19.4551	19.5518	19.4238	19.3578	19.3418			4	4	0.517788	0.395282	0.0992279	1.12508
YLPM1	18.5083	18.3962	18.4289	18.4691	18.1569	18.3385	18.2238	18.257	+	PIPD_8h_DMSO_8h	4	4	2.43277	0.0322153	0.206586	4.60007
ACOT2	16.8216	16.5328	16.662	15.9136	16.4305	16.242	16.1397	16.0343			4	4	0.591654	0.34786	0.270869	1.25525
ACOT1	16.8216	16.5328	16.662	15.9136	16.4305	16.242	16.1397	16.0343			4	4	0.591654	0.34786	0.270869	1.25525
VPS41	13.5407	15.1002	15.4043	14.4405	15.7902	14.956	15.792	14.8778			4	4	0.742732	0.265904	-0.732587	-1.51387
TMED10	20.782	20.7055	20.6597	20.6968	20.8627	20.7806	20.8619	20.8979	+	PIPD_8h_DMSO_8h	4	4	2.10422	0.0413681	-0.139766	-3.91286
RBM25	19.1533	19.3112	19.302	19.3725	19.0794	19.1172	19.26	19.1488			4	4	1.15396	0.135221	0.133395	2.19949
NUMB	16.8295	16.7943	16.7498	16.9913	16.5849	16.8375	16.6781	16.7115			4	4	0.952248	0.185438	0.138206	1.86388
CLK2	16.0822	15.7301	16.0521	15.7479	16.0349	16.3385	16.2622	15.9647			4	4	0.970781	0.179806	-0.247024	-1.89466
CLK3	16.5495	15.2798	16.2945	15.4766	16.457	14.7202	16.5545	15.2987			4	4	0.0957373	0.85088	0.14249	0.261893
PSEN1	17.0929	17.0993	17.3492	17.4846	17.2269	17.4161	17.2374	17.2319			4	4	0.072179	0.883365	-0.0215859	-0.201617
EIF2B2	16.9361	17.4797	17.5047	17.6268	17.7777	17.7771	17.6863	17.7914			4	4	1.26605	0.116992	-0.371328	-2.38773
HINT1	18.0286	18.2242	18.2604	18.1034	18.1848	18.1729	18.174	18.5662			4	4	0.49448	0.410131	-0.120361	-1.08331
NUP153	19.2352	19.1733	19.2979	19.3205	18.9904	19.0553	19.0727	19.1237	+	PIPD_8h_DMSO_8h	4	4	2.41199	0.033097	0.196197	4.55467
RANBP2	18.9841	18.9804	19.0497	19.0337	18.9842	18.9702	19.0198	19.0176			4	4	0.270942	0.621363	0.0140414	0.656475
RGS3	13.225	12.6309	13.02	12.9549	12.2114	12.4624	12.1981	12.3211	+	PIPD_8h_DMSO_8h	3	4	2.51952	0.032	0.659464	4.79269
TSC2	15.3414	15.5197	15.1166	15.2697	15.075	15.5531	15.108	15.0559			4	4	0.334116	0.549789	0.113823	0.783145
NDUFV1	18.5522	18.5693	18.6921	18.6273	18.5123	18.6959	18.6486	18.541			4	4	0.0717186	0.883945	0.0107861	0.200415
GSK3A	18.8737	18.6998	18.6949	18.8701	18.5172	18.8896	18.7682	18.9549			4	4	0.00664404	0.98781	0.00216007	0.0198353
GSK3B	17.7169	17.7647	17.7747	17.7584	17.7971	18.0148	17.9661	17.734			4	4	0.928918	0.19407	-0.124327	-1.82511
STK19	15.2286	15.3676	15.4563	15.5019	15.5647	15.486	15.7776	15.1464			4	4	0.306394	0.579066	-0.10507	-0.728298
TAF6	15.2725	15.3601	15.0146	15.2663	14.3996	14.9277	14.4442	15.0279			4	4	1.5997	0.0730018	0.528544	2.96449
NT5C2	17.9337	18.2244	18.2578	18.1398	18.1531	18.0685	18.2733	18.2257			4	4	0.189491	0.720715	-0.0412211	-0.482704
SEPHS1	18.6796	18.9581	19.0064	18.8444	19.3749	18.9793	19.4522	18.9941			4	4	1.20136	0.127162	-0.327977	-2.27886
MTHFS	17.9992	18.2917	18.1982	18.2242	17.8076	18.0362	17.7822	18.0953			4	4	1.30304	0.110522	0.247973	2.45032
GMPS	20.0186	20.0476	19.9745	20.0722	20.299	20.0901	20.2044	20.2198	+	PIPD_8h_DMSO_8h	4	4	1.97404	0.0479828	-0.175085	-3.65712
LIG3	17.8569	17.6132	17.6984	17.5537	17.5635	17.5897	17.5328	17.4548			4	4	1.04487	0.160135	0.145363	2.01772
LIG4	14.071	14.2263	14.8846	14.419	15.4815	14.6655	15.4965	15.4019			4	4	1.74768	0.0601198	-0.861105	-3.23144
CDKN1C	15.756	16.3205	16.012	16.035	14.4422	14.5072	14.1891	14.8056	+	PIPD_8h_DMSO_8h	4	1	3.98132	0.00844444	1.54479	9.01334
MRE11A	18.3018	18.2858	18.3976	18.1151	18.3946	18.1653	18.4091	18.2347			4	4	0.114192	0.824362	-0.0258374	-0.307591
HNMT	14.3711	14.8097	14.6806	14.379	15.2702	14.0109	14.7574	15.4142			4	4	0.39641	0.49056	-0.30306	-0.902818
GNAQ	18.8873	18.719	18.8938	18.6936	18.5723	18.5486	18.5421	18.5587	+	PIPD_8h_DMSO_8h	4	4	2.3925	0.0343027	0.243021	4.51233
IDH3A	19.7827	19.4899	19.4529	19.4395	19.4621	19.6009	19.3476	19.5127			4	4	0.255091	0.640357	0.0604172	0.623685
CRIP1	20.9936	21.0461	21.0107	21.6062	20.2703	21.2388	21.0098	21.237			4	4	0.355906	0.52778	0.225169	0.825532
MMP14	16.9352	17.2861	17.3545	17.0555	16.5553	16.699	16.7914	16.686	+	PIPD_8h_DMSO_8h	4	4	2.31327	0.0372692	0.474884	4.34268
PPOX	16.7048	16.4596	16.4574	16.3575	16.6077	16.3281	16.3192	15.9618			4	4	0.592922	0.347422	0.190633	1.25746
GDI2	21.8659	21.9484	21.9801	21.9551	21.9609	22.0235	21.9476	22.0252			4	4	0.804029	0.238747	-0.0519247	-1.61691
EMD	19.3676	19.3582	19.3107	19.568	19.1525	19.2272	19.2743	19.3014			4	4	1.31479	0.108927	0.162247	2.47025
