#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI_8h.txt#:type=:list
#Associated Gene Name	XPI_8h_Rep1	XPI_8h_Rep2	XPI_8h_Rep3	XPI_8h_Rep4	XDMSO_8h_Rep1_1	XDMSO_8h_Rep2_1	XDMSO_8h_Rep3_1	XDMSO_8h_Rep4_1	C: Student's T-test Significant PI_8h_DMSO_8h	C: Student's T-test significant	N: Valid values XPI_8h	N: Valid values XDMSO_8h	N: -Log Student's T-test p-value PI_8h_DMSO_8h	N: Student's T-test q-value PI_8h_DMSO_8h	N: Student's T-test Difference PI_8h_DMSO_8h	N: Student's T-test Test statistic PI_8h_DMSO_8h
IFI30	15.457	14.2337	15.1576	14.6224	15.2809	16.0457	15.5291	15.9737			4	4	1.36659	0.185933	-0.839681	-2.55853
LAMP2	23.0906	21.1183	22.1805	21.3364	21.1791	20.7342	21.6413	20.9878			4	4	0.81168	0.356981	0.795841	1.62972
RNH1	20.383	20.4082	20.3407	20.4784	20.2468	20.2896	20.4095	20.2652			4	4	1.11779	0.24833	0.0997524	2.13911
CYBA	16.8895	17.2287	17.007	17.0739	17.4232	17.4588	16.9975	17.2717			4	4	0.962235	0.293405	-0.23801	-1.88046
EEF2	23.6664	23.5459	23.5911	23.6283	23.7985	23.7076	23.7712	23.9252			4	4	1.98255	0.103848	-0.192638	-3.67357
KRT10	16.0165	14.9622	15.1289	14.4892	15.1179	15.3765	15.4802	15.1341			4	4	0.146961	0.843496	-0.127977	-0.385851
KRT13	21.412	21.5378	21.4005	21.414	21.1014	21.5317	21.274	21.3598			4	4	0.620616	0.453642	0.124332	1.3055
PDIA4	21.9165	21.9689	22.0139	21.9245	21.8773	22.0497	22.0749	22.1699			4	4	0.640126	0.444906	-0.0870385	-1.33915
P4HA1	18.2314	18.0685	17.962	18.0359	18.508	18.2137	18.136	18.2512			4	4	1.06786	0.262609	-0.202779	-2.05596
CEACAM1	18.1893	18.3104	18.2665	18.0562	18.4399	18.4307	18.2283	18.1804			4	4	0.620917	0.453661	-0.114236	-1.30602
TPT1	20.0323	20.3372	20.6902	20.7736	20.8913	20.7938	20.745	20.8084			4	4	1.05038	0.26629	-0.351315	-2.02688
ALAD	16.3307	16.3162	16.4846	16.4518	16.6817	16.9955	16.8259	16.3706			4	4	1.22525	0.219184	-0.322587	-2.31899
HLA-E	18.5065	18.2935	18.2397	18.2259	18.5857	18.0949	18.1845	18.3931			4	4	0.00480913	0.994088	0.00183678	0.0143871
PLS3	20.8674	20.8731	21.0939	21.0092	20.9454	21.1176	20.9368	20.9778			4	4	0.189651	0.799569	-0.0334868	-0.483059
APEH	20.0516	19.9665	19.9942	19.9206	20.1344	20.0138	19.9377	19.7865			4	4	0.0694964	0.924252	0.0151401	0.194603
ETFA	18.1524	18.1087	18.1349	18.2364	18.1544	18.098	18.1078	18.1373			4	4	0.507043	0.533879	0.0337434	1.10587
GYS1	18.0326	17.8459	17.9841	18.0384	18.1534	17.9969	18.1205	17.8732			4	4	0.33171	0.666441	-0.0607247	-0.778427
PRKAR2A	17.9826	17.9208	17.9244	18.0024	17.6815	17.8348	17.8407	17.749			4	4	2.24119	0.0921818	0.181048	4.19165
ENO3	19.8964	19.3992	19.2727	19.8358	19.8459	18.9772	19.8418	19.0181			4	4	0.254307	0.736095	0.180274	0.62205
GTF2F2	18.7285	18.7218	18.682	18.6819	18.4966	18.5408	18.5476	18.6435			4	4	2.33343	0.0869263	0.146383	4.38549
CD59	18.5267	18.8308	18.5055	18.7846	17.9549	18.3647	18.5899	18.5743			4	4	0.85775	0.334992	0.290965	1.70667
MTHFD2	18.1523	18.4392	18.6725	18.6104	18.3775	18.7045	19.0119	18.768			4	4	0.681829	0.420375	-0.24688	-1.41057
CTSE	20.9728	20.8233	20.8113	20.7346	21.0816	20.8918	20.7738	20.7611			4	4	0.181322	0.807471	-0.0415287	-0.464473
MIF	23.1831	22.7908	22.8881	22.9319	23.2393	23.3021	22.9907	22.5717			4	4	0.160635	0.828779	-0.0774698	-0.417529
CD99	17.4059	18.5657	18.1493	18.4849	17.6619	17.6752	17.9157	18.3503			4	4	0.347954	0.65373	0.25067	0.810134
PRKCSH	21.0815	21.1928	21.1627	21.1343	21.0701	21.1355	21.0392	21.0733			4	4	1.05483	0.265429	0.063273	2.03428
FDPS	18.6921	19.0583	18.8785	18.9082	18.8121	18.9762	18.8392	18.8775			4	4	0.0332663	0.96201	0.00803947	0.0965057
COX7A2	18.5494	20.0554	19.9942	19.9624	20.8319	20.5526	20.648	20.2334			4	4	1.27624	0.205862	-0.926117	-2.40494
AKR1A1	19.6063	19.3996	19.4663	19.3485	19.5344	19.5258	19.42	19.3538			4	4	0.015778	0.981802	-0.0033021	-0.0466294
PKM	24.8741	24.7328	24.6723	24.8553	24.9724	24.675	24.7345	24.5367			4	4	0.208144	0.780204	0.0539775	0.523737
HSP90B1	22.7697	22.87	23.0941	22.9708	23.0347	23.0493	23.1507	23.2051			4	4	1.20303	0.223174	-0.183819	-2.28166
CCNB1	17.7074	17.4975	17.3591	17.5784	17.5333	17.2555	17.0791	17.3615			4	4	0.975341	0.289025	0.22825	1.90223
MYL6B	21.9752	22.0187	22.146	22.0268	21.8517	22.1687	22.4508	21.9288			4	4	0.160358	0.82867	-0.0583158	-0.416894
SNRPB	21.0433	21.0457	20.8085	20.8712	20.968	20.9369	20.9303	21.0064			4	4	0.106973	0.884558	-0.0182385	-0.289864
SNRPN	21.0433	21.0457	20.8085	20.8712	20.968	20.9369	20.9303	21.0064			4	4	0.106973	0.884558	-0.0182385	-0.289864
IDE	20.0966	20.3142	20.2725	20.2946	20.1785	20.3128	20.2312	20.2071			4	4	0.0747809	0.91911	0.0120378	0.208388
COX6B1	17.6259	18.4409	18.8058	18.6194	18.624	18.7796	18.9905	18.6552			4	4	0.691248	0.413317	-0.389339	-1.42662
POU2F1	16.6705	16.7397	16.7214	16.7738	16.5435	16.6045	16.6055	16.7115			4	4	1.43979	0.175055	0.110108	2.68434
HNRNPL	20.0628	20.3218	20.2613	20.2837	20.1693	20.1101	20.2033	20.4173			4	4	0.0288113	0.966226	0.0074296	0.0839696
DARS	21.3455	21.4246	21.3084	21.3408	21.3989	21.4721	21.2812	21.3678			4	4	0.215556	0.77339	-0.0251555	-0.539819
JUP	19.4547	19.4014	19.2321	19.362	18.9765	19.0377	18.8511	19.0404			4	4	2.99627	0.0570667	0.386115	5.94904
UQCRB	17.8234	17.9975	17.9006	17.9848	18.5437	18.3501	18.4647	18.5798	+	PI_8h_DMSO_8h	4	4	3.8606	0.0508	-0.558013	-8.57848
BRAF	15.9293	16.1417	16.0624	15.8588	16.5884	16.1963	15.8057	16.1364			4	4	0.483456	0.551786	-0.183666	-1.06342
GLUL	16.6539	17.086	17.0888	16.9879	16.6247	17.1591	16.9344	16.935			4	4	0.0996564	0.89306	0.0408649	0.271704
AKR1B1	19.6169	19.5823	19.5818	19.5839	19.4296	19.629	19.7742	19.6653			4	4	0.179323	0.809683	-0.0333176	-0.459986
PVR	17.7003	17.8857	17.8197	17.4976	17.4263	17.724	17.8485	17.7475			4	4	0.117219	0.874393	0.0392337	0.31497
GSPT1	18.073	18.1567	18.1634	18.179	18.0515	18.1841	18.3097	18.416			4	4	0.550129	0.504911	-0.0973334	-1.18246
ARSA	16.8107	16.9689	17.0332	16.8606	16.8785	16.4819	16.8542	16.4157			4	4	1.02402	0.274231	0.260758	1.98307
B4GALT1	18.1501	18.2057	18.2163	18.344	18.5244	18.3547	18.4595	18.2548			4	4	1.24339	0.215794	-0.169312	-2.34951
EZR	22.6027	22.4021	22.3633	22.2512	22.6473	22.6076	22.4457	22.6495			4	4	1.0835	0.257564	-0.182701	-2.08198
UCHL3	18.7007	19.1315	19.2479	19.3858	19.0679	19.2614	19.2546	19.3791			4	4	0.327339	0.669769	-0.124233	-0.769836
FOSL2	16.4266	16.9086	16.4949	16.5342	15.8594	16.2211	16.9147	16.1692			4	4	0.566813	0.491874	0.299974	1.21181
HPGD	18.4416	18.7838	18.9227	18.8925	18.4402	18.9094	18.8802	18.8279			4	4	0.00918348	0.988412	-0.00424671	-0.0273386
CD46	17.8715	17.9241	17.643	17.5052	17.435	17.392	17.692	17.2264			4	4	1.14129	0.240812	0.299621	2.17832
NME1	21.1334	20.9239	21.0007	21.3058	21.1523	21.1227	21.328	21.2176			4	4	0.559701	0.496362	-0.114225	-1.19932
NQO1	21.5276	21.3507	21.6146	21.3016	21.1124	21.2467	21.573	21.5695			4	4	0.211818	0.776208	0.0731978	0.531723
GNS	18.4956	18.8927	18.8541	18.8397	18.5678	18.6692	18.828	18.5453			4	4	0.474932	0.555583	0.117969	1.04798
RPS2	22.382	22.2993	22.1918	22.257	22.353	22.3532	22.2882	22.4893			4	4	0.746698	0.386314	-0.0883899	-1.52056
DSP	20.3024	20.29	20.1955	20.1457	20.3043	20.1258	19.9762	20.0782			4	4	0.695923	0.411679	0.112264	1.43458
RPA2	16.8728	15.9813	16.5229	16.3532	16.7593	16.5101	16.5326	16.5602			4	4	0.35046	0.653605	-0.158026	-0.814995
MUC1	17.8251	18.017	18.2062	17.9343	17.9879	17.8205	18.1897	17.9568			4	4	0.0213174	0.976038	0.00693941	0.0626239
COX7C	18.9494	18.0059	17.9778	17.9858	18.2986	19.1716	18.1126	18.0199			4	4	0.188134	0.801064	-0.170925	-0.479688
CD44	15.9729	15.6394	15.8282	16.0658	15.8588	15.9949	15.8096	16.0833			4	4	0.213882	0.774898	-0.0600975	-0.536197
NQO2	18.3768	18.5817	18.442	18.4829	18.47	18.5957	18.5253	18.5573			4	4	0.623539	0.452259	-0.0661988	-1.31056
ITGB4	19.7903	19.813	19.9108	19.6162	19.7153	19.8051	19.8641	19.6021			4	4	0.165751	0.823037	0.0359545	0.429245
CBR1	18.4886	18.5401	18.5812	18.5835	18.739	18.798	18.6635	18.7125			4	4	2.62143	0.0573228	-0.179922	-5.02551
ACADS	17.9179	17.5479	17.5171	17.3369	17.6546	17.6275	17.5663	17.2376			4	4	0.142729	0.847287	0.0584216	0.375937
CREB1	17.4587	17.2597	17.3087	17.3828	17.5391	17.7924	17.2192	17.7465			4	4	0.801144	0.36162	-0.221848	-1.61207
GLB1	18.5098	18.578	18.6938	18.4316	18.385	18.5465	18.5729	18.3233			4	4	0.542293	0.511051	0.0963402	1.16861
PPP3CB	16.7863	16.6043	16.2807	16.7154	16.5569	16.5849	16.4655	16.2831			4	4	0.420428	0.594442	0.12407	0.94782
NCK1	16.0923	16.0848	16.3562	16.0657	16.502	16.9704	16.2844	16.5109			4	4	1.39514	0.183425	-0.417183	-2.60743
GCFC2	15.4432	15.542	15.4242	15.1259	15.4578	15.5874	15.5699	14.9134			4	4	0.00312198	0.995636	0.00170755	0.00935767
HIST1H1B	24.493	24.5755	24.3848	24.3374	24.0224	24.0726	24.1462	24.0614	+	PI_8h_DMSO_8h	4	4	3.10888	0.0488302	0.372025	6.24923
HIST1H1D	22.7756	22.4239	22.2997	22.3472	23.003	22.7178	22.2553	22.5393			4	4	0.383642	0.622088	-0.167243	-0.878654
HIST1H1C	21.9858	21.9971	21.8548	21.925	21.5498	21.2361	21.578	21.6486			4	4	2.38987	0.0814831	0.437549	4.50665
EPCAM	18.5045	18.9549	18.8855	19.2634	18.8073	18.9497	18.979	19.1921			4	4	0.177893	0.81072	-0.0799284	-0.456769
POR	20.8523	20.8295	20.8519	20.8088	20.9363	20.8492	20.9065	20.8928			4	4	1.56413	0.154701	-0.0605807	-2.90148
MGMT	17.202	17.3569	17.1368	17.3344	17.1843	17.4172	17.3767	17.3617			4	4	0.475785	0.555149	-0.0774527	-1.04952
ATP2A2	20.2725	20.2163	20.2215	20.3702	20.2899	20.3831	20.2953	20.3253			4	4	0.606864	0.464183	-0.0533113	-1.28169
PLCG2	14.8362	14.9108	15.0128	14.565	14.9135	15.2185	14.7167	14.5867			4	4	0.0583997	0.93508	-0.0276847	-0.165244
FAH	16.7951	16.7511	16.5801	16.4258	16.6814	16.4066	16.2278	15.8736			4	4	0.91393	0.308655	0.340656	1.8002
STMN1	22.6266	22.3853	22.3412	22.3188	22.3696	22.5431	22.2649	22.2876			4	4	0.217867	0.771168	0.0516934	0.544809
YBX3	18.2271	18.4122	18.3636	18.4019	18.0877	18.2168	18.2627	18.5586			4	4	0.264876	0.727406	0.0697336	0.643981
NAGA	16.1029	15.9738	16.0851	15.881	16.1591	16.3482	16.0252	16.2876			4	4	1.15205	0.236365	-0.194335	-2.1963
HMGA1	21.3098	20.9658	20.785	20.7492	20.8405	20.8879	20.7386	21.0245			4	4	0.226426	0.762676	0.0795689	0.563192
ZNF8	16.021	15.1343	15.5019	15.4351	15.0186	14.9898	15.2209	15.556			4	2	0.703503	0.409257	0.326735	1.44746
TMEM11	17.1498	17.0685	17.3391	17.1849	17.4239	17.5029	17.3131	17.4351			4	4	1.82846	0.124676	-0.233191	-3.38076
GOT1	19.903	19.8696	20.0604	19.9145	19.6913	19.8065	20.1026	19.9351			4	4	0.216348	0.773116	0.0530062	0.541531
PRKCA	16.5122	14.5755	15.6601	14.1748	15.6136	15.772	15.8819	15.3349			4	4	0.329054	0.668447	-0.419973	-0.773211
ITGA2	19.7257	19.6035	19.7715	19.5574	19.1691	19.3475	19.5644	19.2097			4	4	1.80601	0.125712	0.341868	3.33899
SMPD1	16.6428	16.876	16.4743	16.9079	15.9055	16.8204	16.2848	15.8989			4	4	1.07787	0.259401	0.497837	2.0726
UBTF	18.1117	18.3087	18.2979	18.266	18.3098	18.3123	18.1729	18.3454			4	4	0.270236	0.723074	-0.039041	-0.655024
JUND	15.9267	16.011	15.9299	15.8395	15.6663	15.941	15.662	15.7591			4	4	1.20895	0.22163	0.169699	2.2916
ATF7	13.9391	14.5338	14.4879	14.3275	15.0365	14.979	14.7457	14.7567			4	4	1.94805	0.10985	-0.557388	-3.60706
NDUFB7	16.4004	16.7195	16.4412	16.1978	16.9283	17.0289	17.2769	17.1445			4	4	2.60963	0.056	-0.654955	-4.99818
PRKACA	17.6857	17.5562	17.6265	17.6021	17.6008	17.8715	17.7757	17.745			4	4	1.0941	0.255157	-0.130596	-2.09963
CAPN2	21.1656	21.2014	21.2952	21.2496	21.254	21.1747	21.3414	21.1709			4	4	0.0522399	0.942898	-0.00731039	-0.148695
CEBPB	12.5618	13.7261	14.0235	13.7444	12.1848	14.092	15.1225	15.0924			4	4	0.34255	0.658904	-0.609004	-0.799624
PTPN2	17.7823	18.0333	18.0696	17.9237	17.8601	18.0335	18.0218	18.0246			4	4	0.164479	0.824233	-0.032773	-0.426339
AMD1	13.1284	14.8779	14.8738	14.9713	16.4327	15.9478	15.1002	15.843			4	4	1.3982	0.183185	-1.36806	-2.61269
TPH1	20.0095	16.0778	16.3859	14.3248	19.8335	19.9146	19.9177	19.9935			3	4	1.44538	0.173734	-3.21528	-2.69402
CTPS1	19.4652	19.3791	19.3946	19.6049	19.5613	19.7925	19.5184	19.6979			4	4	1.17388	0.230997	-0.18158	-2.23281
DDX5	21.6233	21.5818	21.5519	21.4706	21.7426	21.6519	21.4451	21.5808			4	4	0.283937	0.709819	-0.0482159	-0.683037
PFKL	20.2804	20.2084	20.4583	20.2982	20.3701	20.2145	20.3133	20.1715			4	4	0.259573	0.731787	0.0439997	0.633002
GM2A	17.7344	19.2659	19.4373	19.0513	19.4207	18.5976	19.5859	19.0345			4	4	0.265434	0.727699	-0.287448	-0.645132
LGALS3	21.4923	21.6817	21.5699	21.5399	21.2614	21.3682	21.4925	21.4399			4	4	1.51358	0.162597	0.180466	2.81265
PSMC3	21.2048	21.161	21.0958	21.2562	21.1711	21.0792	21.1156	21.1457			4	4	0.623065	0.452483	0.0515308	1.30974
TCP1	21.791	21.5684	21.6411	21.7439	21.7006	21.7393	21.6809	21.8088			4	4	0.344661	0.657005	-0.0462699	-0.803734
PTPN1	18.9965	19.1671	19.1408	19.2602	19.1236	19.2722	19.1482	19.2445			4	4	0.371181	0.634856	-0.0559607	-0.854899
ERCC2	17.5015	17.5755	17.3041	17.5577	17.8859	17.7261	17.4768	17.4112			4	4	0.508103	0.53301	-0.140296	-1.10777
RPL35A	20.6554	20.393	20.5582	20.4623	20.9214	21.5415	21.1671	21.5459			4	4	2.50711	0.0671409	-0.776755	-4.76481
ITGB5	16.4431	16.2918	16.7291	16.3978	15.85	15.4893	16.0563	15.7355			4	4	2.40111	0.0809371	0.682722	4.53101
ARF4	20.4307	20.4822	20.5506	20.5509	20.6889	20.3899	20.5164	20.2446			4	4	0.171296	0.817707	0.0436482	0.441864
RPL7	23.2763	23.445	23.3886	23.4092	23.1928	23.2537	23.3829	23.3438			4	4	0.754031	0.383453	0.0864291	1.53292
VCL	21.5616	21.5528	21.5828	21.5711	21.5611	21.6289	21.5553	21.6111			4	4	0.525245	0.519422	-0.0220246	-1.13837
GPX2	17.604	16.7123	16.3222	15.9071	17.0775	16.9757	16.2435	15.6199			4	4	0.117655	0.873745	0.157255	0.316029
PTPRA	17.0527	16.3724	15.5815	16.4965	16.4887	16.9361	16.5926	16.4765			4	4	0.327417	0.669815	-0.247724	-0.76999
NAT1	14.8563	14.4473	15.0497	14.5476	14.0998	13.9276	14.7318	14.0617			4	4	1.20952	0.221686	0.519978	2.29255
IL1RN	13.617	14.5442	14.2761	14.33	13.7548	14.5574	14.5725	14.4313			4	4	0.193775	0.795339	-0.1372	-0.4922
SON	18.7268	18.7226	18.7399	18.7353	18.818	18.6849	18.7185	18.7918			4	4	0.296815	0.696619	-0.0221715	-0.709088
NELFE	17.2257	17.454	17.5941	17.6734	17.3666	17.2726	17.5562	17.4037			4	4	0.32231	0.673561	0.0870123	0.75992
PGAM1	22.7776	23.1856	23.2197	23.0507	23.1153	23.108	23.2287	23.3612			4	4	0.58362	0.480307	-0.144899	-1.24124
RCC1	21.1281	21.1126	20.9107	21.1097	20.9715	20.9143	20.9368	20.8675			4	4	1.35856	0.188592	0.142724	2.5448
SDC1	14.0215	13.428	13.2264	13.6191	13.6436	12.7733	13.0461	12.8856			4	4	0.968317	0.291524	0.486586	1.89056
ATF1	15.3465	15.9801	14.5605	15.8938	16.3652	15.6502	15.5521	15.5228			4	4	0.371471	0.634853	-0.327333	-0.855453
ATF6	16.8913	16.7226	16.9185	16.9767	17.1237	17.2204	17.0583	16.9901			4	4	1.62598	0.147091	-0.220879	-3.01132
LIG1	18.5116	18.7374	18.6067	18.6886	18.6214	18.4484	18.4731	18.4926			4	4	1.05088	0.266232	0.127213	2.02772
ATP5J	16.8916	17.1986	17.0158	17.0754	16.9883	17.4093	17.1683	17.1408			4	4	0.569409	0.490844	-0.13132	-1.21637
XRCC1	18.8097	18.7228	18.5754	18.7538	18.6209	18.4193	18.4059	18.6007			4	4	1.43433	0.17537	0.203701	2.67491
KRT15	17.7632	18.578	18.0678	18.1785	17.5454	17.5922	17.7337	17.7086			4	4	1.55086	0.156953	0.501919	2.87808
TSPAN8	21.1211	18.2306	19.7099	17.6861	18.0996	17.0846	18.3375	18.1785			4	4	0.752842	0.383496	1.26189	1.53092
PLCG1	17.6712	17.5204	17.5457	17.6119	17.721	17.5345	17.6784	17.664			4	4	0.549567	0.50502	-0.0621648	-1.18147
UGT1A6	18.9145	18.6332	18.9751	18.6703	18.7985	18.6302	18.9448	18.5806			4	4	0.197346	0.79229	0.0597391	0.500082
CD58	15.7205	16.0334	16.094	16.0442	16.1051	16.7371	16.1918	16.5697			4	4	1.31518	0.200226	-0.427914	-2.47093
NCL	23.0805	23.2594	23.4002	23.3746	23.1656	23.2507	23.4224	23.3779			4	4	0.0997164	0.893108	-0.025444	-0.271853
HK1	16.9169	16.3715	16.4888	16.3682	16.6072	16.4597	16.6628	16.5568			4	4	0.0941183	0.899316	-0.0352917	-0.257822
POLR2C	18.3939	18.3094	18.5585	18.3372	18.5897	18.3304	18.6222	18.4874			4	4	0.588693	0.477139	-0.107646	-1.25009
POLR2E	17.5521	17.7857	17.9396	17.8001	17.8798	17.9244	17.7469	17.9976			4	4	0.574985	0.486757	-0.117793	-1.22614
NDUFV2	19.0425	19.0591	19.1969	19.1468	19.0168	18.7981	19.1183	18.975			4	4	0.891381	0.319482	0.134263	1.76269
ERCC3	17.0066	17.1359	17.1257	17.1735	17.1965	16.9095	17.1958	17.0883			4	4	0.0594465	0.933851	0.0128827	0.168038
TRIM21	17.1108	17.2794	17.2545	17.3266	17.5925	17.5769	17.0305	17.1405			4	4	0.245066	0.74492	-0.0922718	-0.60271
EIF2AK2	19.2947	19.1442	19.2229	19.1923	19.5244	19.2477	19.3177	19.1915			4	4	0.64447	0.442443	-0.106798	-1.34662
SRM	20.559	20.666	20.6622	20.7409	20.6708	20.5056	20.532	20.4882			4	4	0.992682	0.285133	0.107896	1.93103
SLC9A1	16.2478	17.443	17.508	17.671	17.6536	17.8067	17.9188	17.7545			4	4	0.858425	0.334761	-0.565934	-1.7078
CSNK2A2	17.5742	17.882	17.8558	17.8552	17.948	17.6997	17.8015	17.7978			4	4	0.0807988	0.914728	-0.0199294	-0.223939
RXRA	15.6366	15.5443	15.5663	15.2973	15.6293	15.5432	15.5785	15.3507			4	4	0.0523285	0.942862	-0.0142632	-0.148934
ITIH2	15.4925	16.0352	15.9203	15.5345	15.0129	15.6128	16.4319	15.7137			4	4	0.0580877	0.935322	0.0528154	0.16441
NFKB1	17.5586	17.396	17.4441	17.6566	17.4994	17.3751	17.5293	16.9427			4	4	0.5604	0.496341	0.177205	1.20055
TYMP	17.9407	17.8479	18.0338	17.8616	17.6833	17.6574	17.9828	17.7922			4	4	0.831178	0.347521	0.142066	1.66232
ATP2B1	16.8612	16.9417	16.9677	16.849	16.7465	16.8143	16.9786	16.8102			4	4	0.544189	0.509011	0.0675092	1.17197
EIF2S2	19.796	20.3088	20.513	20.4473	20.5801	20.6972	20.7584	20.8206			4	4	1.40773	0.182528	-0.447826	-2.62906
ANXA7	19.6619	19.6191	19.5828	19.612	19.5161	19.7124	19.6077	19.3932			4	4	0.386054	0.619796	0.0616221	0.883233
TBP	15.5716	15.4013	15.8787	15.8674	16.0134	15.1675	15.7701	15.3505			4	4	0.180427	0.80856	0.104338	0.462465
CCNA2	16.2585	16.1487	15.6771	16.5343	17.1366	16.2595	16.7278	16.6033			4	4	1.07769	0.25936	-0.527148	-2.07231
BTF3	18.9663	18.8215	18.9511	19.0406	19.3187	19.1197	19.0769	19.3484			4	4	1.77802	0.128623	-0.271055	-3.28721
RAB4A	17.7575	18.0324	17.8473	17.9545	17.8036	18.13	17.9024	17.9139			4	4	0.167112	0.822017	-0.0395408	-0.432351
RAB5A	18.7543	18.5165	18.6661	18.6612	18.6623	18.6946	18.6812	18.5708			4	4	0.0162319	0.981663	-0.00271368	-0.047947
RAB6A	22.6408	22.2205	22.335	22.2446	22.5011	22.4859	22.3486	22.2746			4	4	0.144763	0.844961	-0.0423121	-0.380709
MSH3	19.2413	19.1345	19.3413	19.267	18.9569	18.9836	19.0524	18.9173			4	4	2.70693	0.0555714	0.268474	5.22657
MX2	17.8565	16.5916	17.0561	16.2223	17.9405	16.8472	16.9312	16.2351			4	4	0.039551	0.955941	-0.0568776	-0.114003
PSMB1	20.4509	20.6206	20.5018	20.5187	20.2857	20.5476	20.4762	20.6348			4	4	0.174309	0.814395	0.0369477	0.448685
M6PR	17.0549	17.3483	17.1121	17.2563	17.2305	17.5925	17.4291	17.6072			4	4	1.30922	0.200092	-0.271913	-2.46081
ATP4A	18.272	18.5502	18.5529	18.6714	18.7547	19.7141	19.1377	19.6592			2	4	1.79055	0.126817	-0.804812	-3.31036
COX5A	20.4017	20.4878	20.3543	20.4438	20.4882	20.5222	20.4413	20.4621			4	4	0.847144	0.3409	-0.0565619	-1.68898
LMNB1	21.0224	21.0303	20.9856	20.8695	20.8092	20.9153	20.8333	20.8715			4	4	1.46863	0.170939	0.119673	2.7343
ITGAL	15.4827	15.2779	14.9697	15.1622	15.4552	15.4946	14.8914	15.3542			4	4	0.166575	0.822361	-0.0757232	-0.431127
CAST	20.1124	20.1523	19.962	20.0313	20.0471	19.9774	19.9964	19.9688			4	4	0.711432	0.405355	0.067091	1.46092
IMPDH1	16.72	17.0686	17.0527	17.32	17.0458	17.2492	17.0953	17.3422			4	4	0.456145	0.566753	-0.142769	-1.01374
AGA	18.3288	18.3596	18.8077	18.5032	18.3891	18.743	18.6643	18.7094			4	4	0.411443	0.601517	-0.12662	-0.931053
RASA1	16.9223	16.9607	16.9306	16.8001	16.9793	16.8663	17.1082	16.7542			4	4	0.103527	0.889622	-0.0235653	-0.281335
PTMS	21.7313	21.6207	21.4903	21.5709	21.4905	21.742	21.2403	21.6572			4	4	0.235618	0.754076	0.0707979	0.582767
GSTM3	20.5196	20.3524	20.5267	20.4569	20.3613	20.1668	20.4702	20.4898			4	4	0.498054	0.540638	0.0918589	1.08974
ATP6V1B2	20.2334	20.0684	20.2144	20.1672	20.0749	19.9883	20.0649	20.0119			4	4	1.73466	0.134272	0.135849	3.20762
ATP6V1C1	17.9232	17.5914	17.7207	17.5951	17.6497	17.7614	17.5472	17.4489			4	4	0.464361	0.563012	0.105801	1.02875
CSRP1	20.9751	21.043	20.8016	21.1473	20.9172	21.1816	21.0121	21.1614			4	4	0.339872	0.660349	-0.0763245	-0.794402
FLNA	23.4763	23.6702	23.5139	23.5783	23.3664	23.5905	23.5213	23.6012			4	4	0.233776	0.755087	0.0398164	0.578858
NF1	17.0342	17.1546	17.1562	17.2309	16.9154	16.9966	17.0038	17.0947			4	4	1.37976	0.1833	0.141355	2.58106
ACO1	19.1362	19.057	19.1523	19.1508	18.9835	18.8693	19.0759	18.905			4	4	1.75191	0.132802	0.165668	3.23919
EPHA1	14.8452	15.1675	15.0509	15.0202	15.1043	14.895	15.0979	15.4028			4	4	0.36311	0.642265	-0.10408	-0.839416
VDAC1	22.049	21.825	21.9466	21.8952	21.9576	21.8505	21.8161	21.7624			4	4	0.625964	0.450688	0.0822988	1.31474
SDHB	19.6521	19.6954	19.6612	19.6874	19.4563	19.5257	19.5862	19.4316			4	4	2.50982	0.0671622	0.174058	4.77089
CD9	20.2012	19.9432	19.8989	19.7219	19.7862	20.0931	19.8729	20.0362			4	4	0.0161201	0.981729	-0.00580263	-0.0476229
BCKDHB	16.498	15.5653	16.1597	15.4425	15.3502	15.4415	15.8243	15.5334			4	4	0.679137	0.422142	0.378994	1.40598
COMT	18.3343	18.1652	18.5898	18.3591	18.4316	18.0933	18.5298	18.2214			4	4	0.121842	0.868389	0.0430446	0.326176
TGM2	17.5084	16.0617	16.5403	16.2003	17.5526	15.9536	16.7931	16.1248			4	4	0.019674	0.977062	-0.0282876	-0.0578984
MUT	18.0386	17.9752	17.924	17.9366	18.0125	17.8588	17.9248	17.8515			4	4	0.588629	0.477017	0.0567098	1.24998
OSBP	18.519	18.6455	18.6738	18.6333	18.6665	18.4684	18.5967	18.5667			4	4	0.348719	0.653985	0.0433254	0.81162
PCMT1	20.3313	20.1432	20.1173	20.1283	20.1727	20.2033	20.17	20.3285			4	4	0.249796	0.739048	-0.0385957	-0.61263
FUT4	16.3953	16.5049	16.3723	16.4261	16.8301	16.5502	16.438	16.3896			4	4	0.582142	0.481082	-0.127318	-1.23865
FBL	20.7112	20.9239	20.9906	20.8832	20.5643	20.6592	20.8683	20.9056			4	4	0.594619	0.472795	0.127895	1.26041
GART	20.1429	19.9841	20.0449	20.1994	20.1266	20.24	20.2708	20.3088			4	4	1.2193	0.218921	-0.143727	-2.30898
PAICS	20.7918	20.9218	20.9321	20.9762	20.9185	20.9647	20.9368	20.9679			4	4	0.450053	0.572395	-0.0414977	-1.00257
SCP2	19.8667	19.7478	19.5449	19.6706	19.6493	19.6308	19.5176	19.4843			4	4	0.874601	0.327685	0.137016	1.73475
