#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/5Z_2h.txt#:type=:list
#Associated Gene Name	X5Z_2h_Rep1	X5Z_2h_Rep2	X5Z_2h_Rep3	X5Z_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant 5Z_2h_DMSO_2h	C: Student's T-test significant	N: Valid values X5Z_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value 5Z_2h_DMSO_2h	N: Student's T-test q-value 5Z_2h_DMSO_2h	N: Student's T-test Difference 5Z_2h_DMSO_2h	N: Student's T-test Test statistic 5Z_2h_DMSO_2h
FOSL2	16.051	16.8501	17.1006	16.5292	16.4868	16.4255	16.728	16.3214			4	4	0.237726	0.936658	0.142278	0.587231
HPGD	18.4065	18.7458	18.6558	18.7925	18.2432	18.6121	18.7246	18.8571			4	4	0.0948913	0.977931	0.040904	0.259767
CD46	17.8502	17.6931	17.5553	17.5549	17.6697	17.5397	17.4263	17.7821			4	4	0.226719	0.941814	0.0588989	0.56382
NME1	20.9639	21.0945	21.2181	21.3273	21.1778	21.3345	21.3374	20.9861			4	4	0.200727	0.948919	-0.0579867	-0.507518
NQO1	21.2728	21.3935	21.642	21.4635	21.2831	21.2099	21.6864	21.6344			4	4	0.0249879	0.997502	-0.0104871	-0.0731201
GNS	18.5019	18.683	18.6141	18.5185	18.6057	18.6676	18.7793	18.6507			4	4	0.862256	0.719046	-0.0964475	-1.71418
RPS2	22.4179	22.5441	22.4155	22.436	22.4656	22.4719	22.3563	22.3301			4	4	0.444383	0.859914	0.0473609	0.992155
DSP	20.4498	20.3471	20.0677	20.2122	20.4441	20.2837	20.0434	20.1422			4	4	0.127431	0.963726	0.0408678	0.339629
RPA2	16.2875	16.8012	16.3798	16.4552	16.8055	17.215	16.6421	16.9282			4	4	1.3483	0.589831	-0.416771	-2.52728
MUC1	18.0961	18.0472	18.1456	17.9389	18.04	17.875	18.0094	18.1826			4	4	0.149626	0.954931	0.0302024	0.392068
COX7C	17.7875	18.533	18.0803	18.4199	19.7725	18.2728	18.9168	18.3985			4	4	0.835517	0.721514	-0.634965	-1.66957
CD44	15.9016	16.2212	15.9035	16.1774	15.9878	15.9517	15.8706	16.1818			4	4	0.191891	0.951741	0.0529518	0.488029
NQO2	18.3947	18.4254	18.3776	18.455	18.4028	18.3651	18.5193	18.4899			4	4	0.331111	0.905826	-0.0310907	-0.777252
ITGB4	19.7544	19.6845	19.6616	19.4591	19.7551	19.6831	19.658	19.7576			4	4	0.49133	0.843115	-0.0735655	-1.07763
CBR1	18.5735	18.5093	18.6418	18.5597	18.7337	18.5196	18.7002	18.7215			4	4	0.859781	0.719971	-0.0977025	-1.71006
ACADS	17.726	17.4432	17.4141	17.1984	17.6664	17.4086	17.3563	17.5263			4	4	0.128608	0.96342	-0.0439529	-0.342449
CREB1	17.7867	17.3922	17.2396	17.6044	17.2073	17.2527	17.4602	17.7837			4	4	0.174292	0.950171	0.0797768	0.448646
GLB1	18.3135	18.3275	18.5096	18.4056	18.2442	18.3219	18.523	18.4448			4	4	0.0246938	0.997251	0.00554895	0.072282
PPP3CB	16.8694	15.891	16.6605	16.501	16.7424	16.0045	15.7998	16.3753			4	4	0.365786	0.891471	0.249961	0.844559
NCK1	16.5837	16.448	16.3593	16.3946	16.2087	16.4237	16.6856	16.5763			4	4	0.0859793	0.977487	-0.0271573	-0.237203
GCFC2	15.5483	15.7062	15.6123	15.7258	15.3416	15.3606	15.699	15.713			4	4	0.493425	0.842116	0.119645	1.08141
HIST1H1B	24.2095	24.1728	24.1457	24.1601	24.2326	24.1058	24.0507	24.1482			4	4	0.40917	0.878982	0.0377345	0.926798
HIST1H1D	22.981	22.4567	22.4748	22.2498	22.5406	22.4778	22.4242	22.6803			4	4	0.0203666	0.997722	0.00987911	0.0598918
HIST1H1C	21.6806	21.6494	21.5449	21.5236	21.6575	21.5151	21.5906	21.6834			4	4	0.0805951	0.980179	-0.0120368	-0.223415
EPCAM	18.9439	19.2687	18.8395	19.0133	18.6699	19.2357	19.0115	19.0889			4	4	0.0339316	0.992598	0.0148311	0.0983683
POR	20.8699	20.7646	20.8139	20.8261	20.9594	20.9376	20.9231	20.8443			4	4	1.58779	0.586672	-0.097508	-2.94335
MGMT	17.1757	17.3855	17.1907	17.2782	16.9914	17.3029	17.2866	17.4245			4	4	0.0201512	0.997784	0.00615549	0.0592723
ATP2A2	20.2248	20.2618	20.2389	20.2906	20.2413	20.349	20.327	20.3656			4	4	1.11956	0.649168	-0.0667019	-2.14205
PLCG2	14.7246	14.5684	15.0426	14.8954	14.4387	14.1512	14.7204	14.8417			4	4	0.70847	0.75445	0.269782	1.45589
FAH	16.7135	16.4207	16.5107	16.113	16.7334	16.5427	16.2439	16.4998			4	4	0.156471	0.953272	-0.0654559	-0.40794
STMN1	22.294	22.3196	22.2199	22.3232	22.2173	22.2909	22.2052	22.2024			4	4	0.970863	0.685221	0.0602617	1.89479
YBX3	18.4205	18.4216	18.5916	18.5469	18.2184	18.2322	18.4806	18.6018			4	4	0.489434	0.843373	0.111891	1.07422
ZNF22	14.3597	13.7662	14.1056	14.5044	14.4649	13.7889	13.8789	14.4285			4	4	0.0645535	0.985351	0.0436854	0.181596
NAGA	15.8273	15.9428	16.0978	15.9707	16.0325	16.187	15.8855	16.26			4	4	0.62533	0.780374	-0.131598	-1.31365
HMGA1	21.0978	21.2034	20.9383	20.9816	20.9325	20.8518	20.9389	20.9571			4	4	1.09841	0.660759	0.135152	2.10681
ZNF8	15.7052	15.3639	15.6373	14.8114	16.3757	15.3902	15.8764	15.0839			3	4	0.377448	0.890669	-0.3021	-0.866869
TMEM11	17.4447	17.5193	17.6249	17.4064	17.4379	17.3422	17.4473	17.4211			4	4	0.8019	0.72649	0.0866938	1.61334
GOT1	19.624	19.6482	19.9641	19.9071	19.7002	19.6438	20.0682	19.9596			4	4	0.164067	0.951923	-0.0570779	-0.425397
PRKCA	15.7976	16.2715	16.1383	15.3876	17.0115	16.3574	15.9006	16.0079			4	4	0.628197	0.781143	-0.420594	-1.3186
ITGA2	19.2024	19.1632	19.3048	19.1122	19.2336	19.2434	19.4421	19.501			4	4	1.03479	0.673032	-0.159327	-2.00097
SMPD1	16.3724	16.4154	16.8155	16.6618	15.7557	16.186	16.0189	16.6789			4	4	0.938382	0.692996	0.406417	1.84084
UBTF	18.223	18.2775	18.2159	18.2524	18.2641	18.2673	18.1776	18.1679			4	4	0.319821	0.910191	0.0229597	0.754998
JUND	15.4937	15.6373	15.7133	15.6539	15.7867	15.6305	15.8864	15.9737			4	4	1.17563	0.633286	-0.194771	-2.23573
ATF7	14.8577	15.1742	15.1029	15.1504	14.9531	14.8689	14.6153	15.4299			4	4	0.22702	0.941596	0.104493	0.564462
NDUFB7	16.6275	16.9938	16.8407	16.6213	16.5698	17.2995	17.0351	17.319			4	4	0.705775	0.753602	-0.285027	-1.45132
PRKACA	17.6929	17.8345	17.8037	17.5837	18.015	17.8099	17.6422	17.5443			4	4	0.0733497	0.981225	-0.0241313	-0.204667
CAPN2	21.2283	21.1762	21.2189	21.1887	21.1996	21.2577	21.2237	21.2128			4	4	0.54233	0.814034	-0.0204463	-1.16868
CEBPB	13.2077	13.4533	14.6588	13.8075	12.2829	13.3655	14.7679	15.2741			4	4	0.0668775	0.984684	-0.140764	-0.187725
PTPN2	17.9414	17.9905	18.0933	18.0976	17.9886	17.9689	17.9389	18.0684			4	4	0.35825	0.895076	0.0395112	0.830057
AMD1	16.5077	16.3796	15.587	16.0219	16.5356	16.0966	15.1487	15.2463			4	4	0.411873	0.878205	0.367241	0.931857
TPH1	20.1161	19.9146	17.6075	18.7756	19.1948	19.2148	19.3561	19.7978			4	4	0.189249	0.950808	-0.287455	-0.482166
CTPS1	19.6837	19.7604	19.6351	19.704	19.5784	19.7408	19.6277	19.5926			4	4	0.648063	0.775777	0.0609055	1.35279
DDX5	21.8244	21.7361	21.5703	21.6633	21.7937	21.624	21.506	21.5399			4	4	0.44058	0.860421	0.0826406	0.985152
PFKL	20.3586	20.2804	20.3501	20.2684	20.5058	20.3719	20.3275	20.1637			4	4	0.142186	0.958559	-0.0278354	-0.374661
GM2A	19.5586	19.8504	19.3575	19.2947	19.3934	19.2294	19.7291	18.973			4	4	0.401452	0.88321	0.184086	0.912314
LGALS3	21.3156	21.4938	21.5708	21.4741	21.3871	21.3751	21.503	21.3706			4	4	0.383676	0.888124	0.0546088	0.878719
PSMC3	21.0688	21.1216	21.0994	21.148	21.045	21.1616	21.116	21.1289			4	4	0.040072	0.991293	-0.00343657	-0.115444
TCP1	21.6346	21.7612	21.7353	21.7935	21.6356	21.7543	21.7211	21.8084			4	4	0.00902742	1	0.00134087	0.0268787
PTPN1	19.086	19.2273	19.2056	19.276	19.0807	19.1637	19.2603	19.1878			4	4	0.182424	0.950471	0.0255623	0.466941
ERCC2	17.5834	17.6064	17.5141	17.5887	17.6459	17.5839	17.5389	17.6289			4	4	0.360143	0.89443	-0.0262332	-0.833707
RPL35A	21.2151	21.5315	21.1887	21.3604	21.0186	21.304	21.3697	21.4364			4	4	0.129665	0.963168	0.0417743	0.344979
ITGB5	15.5749	15.5897	15.8965	15.6636	16.5864	16.6656	15.914	15.647			4	4	1.03247	0.674869	-0.522062	-1.99712
ARF4	20.642	20.5298	20.5822	20.5663	20.8062	20.23	20.5443	20.5959			4	4	0.10956	0.971919	0.0359392	0.296239
RPL7	23.3766	23.4418	23.4646	23.4519	23.2517	23.3405	23.3579	23.3767			4	4	1.62484	0.603014	0.102033	3.00928
VCL	21.37	21.5155	21.485	21.5529	21.4191	21.4746	21.5482	21.5425			4	4	0.113174	0.971364	-0.0152459	-0.305103
GPX2	17.1435	16.6141	16.608	16.0778	17.2443	16.2566	16.3982	16.4305			4	4	0.031341	0.992791	0.0284348	0.0911016
PTPRA	16.7361	17.0827	16.6812	16.5308	16.5688	16.7646	16.8063	16.6159			4	4	0.210679	0.947821	0.0687895	0.529251
NAT1	14.0397	13.8709	14.713	14.1588	15.197	14.9344	14.6973	14.1536			4	4	0.982296	0.685747	-0.549966	-1.91378
IL1RN	14.1168	14.2344	14.4114	14.426	12.3925	14.221	14.3004	14.1097			4	4	0.543738	0.812624	0.541238	1.17117
SON	18.7008	18.7161	18.7359	18.8217	18.7353	18.6993	18.7383	18.8772			4	4	0.151676	0.954635	-0.0188985	-0.396836
NELFE	17.3769	17.4424	17.4129	17.434	17.3953	17.3771	17.5106	17.4861			4	4	0.298495	0.913976	-0.0256934	-0.712467
PGAM1	23.1569	23.1631	23.2827	23.2325	22.9938	23.1598	23.1944	23.2182			4	4	0.527277	0.823875	0.067266	1.14198
RCC1	20.8079	20.7703	20.8247	20.8857	20.914	20.8668	20.9217	20.9202			4	4	1.64835	0.595636	-0.0835242	-3.05138
SDC1	13.2878	13.3526	12.4292	13.1057	13.8735	13.3997	12.975	13.5697			4	3	0.706892	0.752271	-0.410648	-1.45321
ATF1	15.3442	13.0816	15.8555	16.0923	14.1699	15.2667	16.1177	15.4247			4	4	0.0676267	0.983882	-0.151349	-0.189696
ATF6	17.5497	17.3234	17.5402	17.3884	17.0353	16.944	16.8234	17.5036			4	4	1.24388	0.626175	0.373873	2.35033
LIG1	18.6431	18.6145	18.5472	18.6139	18.3995	18.4644	18.4041	18.4527			4	4	3.25221	0.428	0.174494	6.64803
ATP5J	17.083	17.1311	17.0623	17.0961	16.9685	16.9907	17.0824	17.33			4	4	0.000789193	1	0.000199318	0.00237181
XRCC1	18.7546	18.5243	18.7163	18.5776	18.5479	18.4757	18.5852	18.3855			4	4	1.06759	0.667879	0.144652	2.05551
KRT15	17.3412	18.0887	17.8115	17.7944	17.8083	17.785	17.6235	17.6497			4	4	0.0957019	0.977599	0.0423183	0.261804
TSPAN8	18.7469	19.2171	18.6914	16.5591	20.8084	20.4524	19.6699	18.0911			4	4	0.862907	0.719758	-1.45181	-1.71527
PLCG1	17.6834	17.576	17.6122	17.686	17.8733	17.733	17.7014	17.6177			4	4	0.758145	0.741536	-0.0920014	-1.53985
UGT1A6	18.894	18.6144	19.0106	18.5719	18.9319	18.6585	18.835	18.8991			4	4	0.186039	0.949945	-0.0583839	-0.47502
CD58	16.0816	16.2071	15.9661	16.1475	16.152	16.579	16.5584	16.4483			4	4	1.62194	0.601864	-0.333819	-3.0041
NCL	23.3004	23.3629	23.4421	23.334	23.1775	23.2786	23.3943	23.4965			4	4	0.113282	0.971504	0.0230784	0.305367
HK1	16.5033	16.503	16.4306	16.3856	16.739	16.3673	16.3912	16.5666			4	4	0.27345	0.923006	-0.0603976	-0.661625
POLR2C	18.3677	18.4108	18.3952	18.4175	18.5993	18.6613	18.4897	18.6043			4	4	2.6476	0.378061	-0.190854	-5.08649
POLR2E	17.8974	18.1169	17.994	17.9035	17.7624	18.2151	18.0496	18.1547			4	4	0.243355	0.935187	-0.0675321	-0.599111
NDUFV2	18.9898	18.646	18.942	18.9286	18.7194	18.8097	19.017	19.0013			4	4	0.0331506	0.992393	-0.0102777	-0.0961816
ERCC3	17.0688	17.0972	17.0838	17.0061	17.1465	17.3595	17.1394	17.1126			4	4	1.0776	0.672836	-0.125559	-2.07216
TRIM21	17.344	17.3501	17.2887	17.2023	17.4944	17.3613	17.1563	17.1073			4	4	0.0602869	0.98599	0.0164342	0.170278
EIF2AK2	19.4356	19.2227	19.389	19.195	19.5341	19.3305	19.3092	19.2977			4	4	0.292614	0.917675	-0.0572906	-0.700618
SRM	20.5728	20.5635	20.5495	20.7141	20.6764	20.7278	20.6542	20.5756			4	4	0.547022	0.813363	-0.0585299	-1.17697
SLC9A1	17.6599	17.6265	17.7019	17.7673	16.9375	17.7177	17.864	17.6042			4	4	0.324085	0.90543	0.158052	0.763424
CSNK2A2	17.8064	17.6648	17.8473	17.8477	17.8959	17.889	17.7466	17.6531			4	4	0.0212323	0.996492	-0.00455666	-0.0623795
RXRA	15.7021	15.5959	15.4202	15.3061	16.1446	15.6927	15.3983	15.2075			4	4	0.184199	0.949604	-0.104712	-0.470913
ITIH2	15.5155	15.6878	15.7366	15.3201	15.3299	15.3759	15.9216	15.6794			4	4	0.0238705	0.99772	-0.0117314	-0.0699333
NFKB1	17.3736	17.1772	17.2741	17.4284	17.5833	17.5451	17.2787	17.3231			4	4	0.592376	0.792972	-0.119187	-1.2565
TYMP	17.6825	17.5902	17.8372	17.7016	17.8298	17.5792	17.8431	17.9458			4	4	0.469462	0.848659	-0.0965958	-1.03804
ATP2B1	16.7445	16.9146	16.7727	16.7645	16.5512	16.7768	16.8921	16.9828			4	4	0.00548349	1	-0.00165653	-0.0163919
EIF2S2	20.549	20.5939	20.7474	20.5654	20.2638	20.5293	20.7133	21.0902			4	4	0.0701505	0.982783	-0.0352235	-0.196316
ANXA7	19.499	19.6432	19.5091	19.5531	19.6479	19.6001	19.5879	19.6667			4	4	1.01518	0.676103	-0.0745673	-1.9684
TBP	15.5996	15.2056	15.1127	15.1671	16.3603	16.3367	15.8704	15.7			4	4	2.13624	0.50841	-0.79563	-3.9771
CCNA2	17.1512	16.5033	16.6246	16.7814	16.4815	15.9819	16.7422	17.0539			4	4	0.317434	0.910485	0.200265	0.750271
BTF3	19.1185	19.0846	18.8479	19.344	19.2973	19.4147	19.2438	19.2873			4	4	1.01315	0.677307	-0.212025	-1.96503
RAB4A	17.9353	18.1376	17.9191	17.8362	17.8283	18.0393	17.841	17.907			4	4	0.27397	0.923383	0.053143	0.662691
RAB5A	18.2871	18.4056	18.2686	18.439	18.879	18.6676	18.5458	18.6665			4	4	2.23626	0.500581	-0.339615	-4.18145
RAB6A	22.4296	22.5432	22.4399	22.345	22.6602	22.605	22.4063	22.5003			4	4	0.728958	0.75551	-0.103531	-1.4906
MSH3	19.1861	19.0235	19.1883	19.109	19.1619	18.9575	19.0488	18.846			4	4	0.785654	0.726914	0.123161	1.5861
MX2	17.7939	16.7863	16.8653	16.04	18.0335	16.5656	16.8697	16.906			4	4	0.179492	0.950449	-0.222259	-0.460365
PSMB1	20.4356	20.3677	20.4795	20.47	20.3763	20.372	20.5386	20.5268			4	4	0.106994	0.973124	-0.0151801	-0.289916
M6PR	17.2769	17.6712	17.3663	17.2783	17.4003	17.4513	17.3694	17.8011			4	4	0.334831	0.905091	-0.107325	-0.784547
ATP4A	17.9068	18.4763	18.7879	19.0474	18.1601	18.8142	19.1732	19.443			3	4	0.408646	0.879128	-0.343016	-0.925817
COX5A	20.4727	20.4621	20.5917	20.5684	20.4436	20.4796	20.5271	20.4261			4	4	0.660359	0.771602	0.0546618	1.37388
LMNB1	20.8864	20.8781	20.7995	20.7501	20.8168	20.759	20.8098	20.9908			4	4	0.0943524	0.977791	-0.0155578	-0.258412
ITGAL	14.958	15.4584	15.1532	15.3548	15.5192	14.947	15.1334	15.2157			4	4	0.0592266	0.986334	0.0272675	0.167452
CAST	19.9422	19.9377	19.9185	19.9528	19.9477	19.9093	19.9513	19.9939			4	4	0.281921	0.92266	-0.012723	-0.678935
IMPDH1	16.9668	17.0467	17.116	17.4098	16.8411	17.0895	17.1961	17.1594			4	4	0.19961	0.949834	0.063323	0.505065
AGA	18.2691	18.4796	18.7115	18.649	18.2918	18.5301	18.6719	18.8538			4	4	0.146974	0.957194	-0.0596156	-0.385882
RASA1	17.0678	16.8738	16.975	16.9496	17.0019	17.0148	16.972	16.5574			4	4	0.2841	0.920228	0.0800347	0.683369
PTMS	21.3521	21.3707	21.28	21.4489	21.3518	21.3802	21.5027	21.5816			4	4	0.691168	0.757583	-0.0911655	-1.42648
GSTM3	20.4421	20.3285	20.445	20.3808	20.5941	20.472	20.4544	20.3974			4	4	0.801472	0.725711	-0.0803981	-1.61262
ATP6V1B2	20.0212	19.9612	20.1095	20.0008	20.2641	20.159	20.1169	19.9522			4	4	0.668053	0.767777	-0.0998659	-1.38705
ATP6V1C1	17.6183	17.6148	17.5966	17.3637	17.7152	17.8373	17.5613	17.5733			4	4	0.659908	0.772046	-0.12342	-1.37311
CSRP1	20.9588	21.008	21.0318	21.0814	20.784	21.0958	20.9062	20.9283			4	4	0.631413	0.778998	0.0914016	1.32414
FLNA	23.3097	23.4764	23.4288	23.5108	23.2819	23.5254	23.4668	23.5139			4	4	0.0784373	0.98082	-0.0155873	-0.217855
NF1	16.9686	17.0395	17.0492	17.0685	16.955	16.8724	16.9929	16.8988			4	4	1.57284	0.578698	0.10166	2.91688
ACO1	18.828	18.7407	19.0222	18.9312	19.2973	19.0038	18.9929	18.8979			4	4	0.782579	0.727265	-0.167455	-1.58094
EPHA1	14.854	14.9505	15.158	15.0758	14.9476	15.3222	15.0979	15.2932			4	4	0.679389	0.760022	-0.155683	-1.40641
VDAC1	21.7608	21.6482	21.7157	21.7307	21.8399	21.816	21.7949	21.9312			4	4	1.8585	0.53586	-0.131663	-3.43702
SDHB	19.5362	19.5268	19.5486	19.5802	19.5472	19.4849	19.6069	19.6955			4	4	0.327487	0.905418	-0.0356817	-0.770127
CD9	19.6914	19.9696	19.7934	19.7515	19.8408	19.8127	19.9005	20.0193			4	4	0.57103	0.806389	-0.0918465	-1.21921
BCKDHB	15.3848	15.2337	15.6068	14.345	16.8453	16.0213	15.3769	15.3091			4	4	0.824041	0.71631	-0.7456	-1.65039
COMT	18.2624	18.2218	18.2576	18.1884	18.5197	18.7551	18.4633	18.4533			4	4	2.31043	0.495245	-0.315308	-4.33669
TGM2	17.6422	16.2188	16.6364	16.1025	17.7673	16.2741	16.6379	16.6034			4	4	0.13465	0.961316	-0.170699	-0.356854
MUT	17.8143	17.6982	17.6662	17.5528	18.0047	17.8273	17.7842	17.6501			4	4	0.71802	0.754295	-0.133703	-1.47208
OSBP	18.4896	18.4805	18.5869	18.5778	18.5667	18.5639	18.5978	18.5184			4	4	0.372683	0.891003	-0.0279698	-0.857772
PCMT1	20.128	20.1299	20.0865	20.232	20.2138	20.1455	20.2379	20.1302			4	4	0.41205	0.878112	-0.0377436	-0.932188
FUT4	16.7573	16.2105	16.4901	16.6273	16.647	16.5538	16.7627	16.4091			4	4	0.205187	0.946973	-0.071866	-0.517286
FBL	20.7016	20.7778	20.952	20.798	20.5912	20.7099	20.8224	20.8491			4	4	0.349576	0.8937	0.0642056	0.813282
GART	20.1436	20.2215	20.2417	20.3195	20.2134	20.2878	20.2811	20.2519			4	4	0.28035	0.922947	-0.0269804	-0.675733
PAICS	20.8769	20.9468	20.8721	20.9081	20.9337	21.1261	21.0037	20.9805			4	4	1.31544	0.589913	-0.11001	-2.47136
SCP2	19.6235	19.7191	19.5784	19.3626	19.7339	19.6083	19.3915	19.5565			4	4	0.00532284	1	-0.001647	-0.0159146
UBA1	21.4922	21.4241	21.3708	21.3512	21.4897	21.3747	21.3381	21.487			4	4	0.0931654	0.977946	-0.0127797	-0.255422
NME2	22.9192	22.9656	22.9912	22.9607	22.8467	22.8945	22.9394	22.9742			4	4	0.702933	0.753431	0.0454311	1.44649
HIST1H1T	15.057	15.6897	15.3201	15.0412	14.4276	15.8175	15.7073	15.8739			4	4	0.186801	0.950105	-0.179551	-0.476719
SPRR2D	17.6662	18.5141	18.538	18.2849	17.3563	17.6883	18.5371	18.8324			4	4	0.138412	0.96037	0.147242	0.365765
SPRR2B	17.6662	18.5141	18.538	18.2849	17.3563	17.6883	18.5371	18.8324			4	4	0.138412	0.96037	0.147242	0.365765
FDXR	20.2344	20.1247	20.2359	20.0556	20.1563	20.0555	20.0802	20.1811			4	4	0.358871	0.895204	0.0443678	0.831255
HNRNPA2B1	24.187	24.2155	24.258	24.0521	24.1372	24.3216	24.2359	24.2974			4	4	0.53386	0.820002	-0.0698881	-1.15368
RFX1	16.1236	15.7671	16.1088	16.1703	16.0886	16.1058	16.186	15.984			4	4	0.187825	0.951191	-0.0486581	-0.479001
CBL	17.3069	17.2748	17.2103	17.2384	16.9851	17.1357	17.1886	17.0335			4	4	1.82079	0.548658	0.171878	3.36648
PRKACB	16.627	16.0109	16.2272	16.7986	16.707	15.6906	16.312	15.6417			4	4	0.473727	0.84542	0.328091	1.04579
UQCRC2	19.2257	19.1313	19.2187	19.2385	19.2503	19.1123	19.1268	19.1611			4	4	0.469195	0.848969	0.0409279	1.03755
FECH	16.0544	16.5473	17.0026	16.1402	17.0867	16.7728	16.0935	16.0722			4	4	0.0755848	0.980496	-0.0701537	-0.210475
TCEA1	19.7597	19.6215	19.648	19.564	19.5541	19.4633	19.6753	19.6904			4	4	0.331225	0.906505	0.0525408	0.777476
ITGA6	19.4406	19.3945	19.4827	19.2773	19.5541	19.4886	19.541	19.5604			4	4	1.56722	0.57151	-0.137254	-2.90694
SFPQ	21.9059	21.9108	21.819	21.8489	21.8062	21.7521	21.8116	21.92			4	4	0.541785	0.814416	0.0486622	1.16772
TUBG1	19.0687	19.0211	19.0041	19.0231	19.072	19.1018	18.9199	18.9111			4	4	0.216638	0.942831	0.0280595	0.542157
PPIB	22.5446	22.6186	22.6696	22.5854	22.5039	22.4479	22.544	22.5239			4	4	1.60181	0.594085	0.0996428	2.96824
ME2	18.5739	18.5138	18.3684	18.352	18.5038	18.5062	18.477	18.5613			4	4	0.474853	0.845949	-0.0600672	-1.04783
WARS	20.7402	20.8814	21.2673	21.2246	20.7293	20.8508	21.3536	21.3049			4	4	0.0539618	0.989394	-0.0312872	-0.15334
RPS3	23.6056	23.6827	23.5878	23.6628	23.6189	23.6831	23.551	23.6315			4	4	0.146531	0.956671	0.0136113	0.384846
GCSH	17.0297	17.5545	17.1911	16.8398	17.0306	17.2679	17.252	17.3084			4	4	0.140813	0.95816	-0.0609217	-0.371429
RPS6KB1	14.7732	14.942	15.452	15.1194	14.8034	14.9963	15.0599	15.5901			4	4	0.0652865	0.984318	-0.0407927	-0.183532
JAK1	14.2579	14.7762	14.583	14.5069	14.3671	14.3079	14.5617	14.9067			4	4	0.00942275	1	-0.00483441	-0.0280434
SP100	18.0114	17.3016	17.7147	17.3358	17.7476	17.1969	17.5412	17.5964			4	4	0.128991	0.963671	0.0703254	0.343366
NFYA	16.4261	16.4398	16.0736	16.3009	16.3597	16.5724	16.4969	16.447			4	4	0.828753	0.720641	-0.158906	-1.65827
AHCY	22.9467	22.9757	22.9115	22.9381	22.8895	22.8249	22.8454	22.9646			4	4	0.938424	0.693725	0.0619011	1.84091
CFL1	24.2727	24.4262	24.2509	24.2412	24.352	24.5619	24.2871	24.2436			4	4	0.325736	0.905269	-0.0634427	-0.766678
EIF4B	19.882	20.0286	19.9062	20.0412	19.8095	19.8563	19.8582	19.9559			4	4	0.939439	0.693366	0.0945148	1.8426
F8A3	17.8627	17.3452	17.46	17.4919	17.9351	17.5683	16.8933	17.1652			4	4	0.237821	0.937185	0.149482	0.587431
ATP2B4	18.5731	18.4884	18.6271	18.4562	18.5112	18.5203	18.6197	18.6327			4	4	0.286496	0.921831	-0.0347705	-0.688234
ITPKA	15.838	15.4037	15.635	15.5454	15.2875	15.2223	15.5618	15.8576			4	4	0.301952	0.911367	0.123204	0.719408
DGKA	16.6681	16.7743	16.8517	16.7848	16.758	16.8303	17.0607	16.9757			4	4	0.878454	0.713458	-0.13646	-1.74117
CPT2	16.981	16.9506	17.1141	16.9985	17.1489	17.0059	17.134	17.0665			4	4	0.793693	0.724191	-0.077764	-1.59958
DTYMK	18.5082	18.666	18.5999	18.5521	18.5413	18.6412	18.5692	18.5521			4	4	0.048326	0.989714	0.00560856	0.138082
RRM1	18.551	18.702	18.4279	18.6039	18.5371	18.7598	18.456	18.4384			4	4	0.0911698	0.97831	0.0233755	0.250383
CCND1	16.5499	16.9885	16.7562	16.5524	17.0579	17.0168	17.0065	16.9537			4	4	1.50237	0.554108	-0.296997	-2.79306
CHM	15.9023	16.0498	16.4776	15.6382	16.9293	16.5428	16.4198	16.5542			4	4	1.54543	0.559728	-0.594582	-2.86853
KDELR1	19.1485	20.2385	19.2828	18.6194	21.6162	21.2892	20.3406	18.1248			4	4	0.555207	0.811428	-1.02037	-1.19141
EEF1B2	21.1171	21.0456	21.2647	21.3477	21.1058	21.1992	21.2237	21.2308			4	4	0.0177012	0.998462	0.00388765	0.0522037
ATP5F1	20.0856	19.9645	19.9044	19.8947	20.0554	20.0409	19.991	19.9706			4	4	0.4927	0.842168	-0.0521536	-1.0801
ACP1	20.4689	20.6934	20.3869	20.4673	20.4146	20.8116	20.623	20.5951			4	4	0.460635	0.85313	-0.106917	-1.02195
ACAT1	20.0446	19.9566	20.1197	19.9129	19.9618	19.8944	19.9646	20.1178			4	4	0.13645	0.961585	0.0238385	0.361123
MYL9	18.4645	18.8756	18.2439	18.4253	15.8901	18.889	18.4366	18.4571			4	4	0.36248	0.893791	0.584145	0.838206
CCNC	15.5951	15.4904	14.5474	15.0734	14.1076	14.0009	14.715	15.4938			4	3	0.693524	0.757345	0.597263	1.43049
POLR2A	18.0986	18.1142	18.0634	18.0187	18.1588	18.1686	18.0065	18.0331			4	4	0.145632	0.956905	-0.0179863	-0.382744
CDK2	18.3868	18.3078	18.2532	18.5258	18.4841	18.5139	18.3842	18.1543			4	4	0.0550121	0.989893	-0.0157275	-0.156166
FPR3	19.0743	19.1992	19.1439	18.9307	19.3154	19.2036	18.9877	18.999			4	4	0.152144	0.954952	-0.0393834	-0.397922
ADRBK1	16.9877	16.626	16.6594	16.3442	16.945	16.8571	16.3511	16.3365			4	4	0.0537483	0.989361	0.0318809	0.152765
MCM3	20.1807	20.2378	20.2443	20.3068	20.1704	20.3262	20.253	20.3024			4	4	0.187932	0.95139	-0.0206122	-0.479238
NFYB	17.8801	17.5724	17.9589	17.7889	18.0885	17.0039	17.4096	17.6982			4	4	0.462586	0.85163	0.250045	1.02551
