#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/5Z_2h.txt#:type=:list
#Associated Gene Name	X5Z_2h_Rep1	X5Z_2h_Rep2	X5Z_2h_Rep3	X5Z_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant 5Z_2h_DMSO_2h	C: Student's T-test significant	N: Valid values X5Z_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value 5Z_2h_DMSO_2h	N: Student's T-test q-value 5Z_2h_DMSO_2h	N: Student's T-test Difference 5Z_2h_DMSO_2h	N: Student's T-test Test statistic 5Z_2h_DMSO_2h
CGN	19.8972	20.0718	20.0753	20.0625	19.8116	20.0056	20.0095	20.0594			4	4	0.338402	0.900884	0.0551853	0.791532
RBM27	17.0497	17.0418	17.2102	17.1139	17.0404	16.9201	17.1294	16.9944			4	4	0.683219	0.75948	0.0827975	1.41294
KANSL3	14.9069	13.9646	14.9668	15.3668	15.632	15.3102	15.1529	14.6184			4	4	0.467276	0.848319	-0.377087	-1.03406
ANKFY1	17.5199	17.6585	17.526	17.3476	17.7435	17.6423	17.4983	17.523			4	4	0.470677	0.847414	-0.0887671	-1.04025
SUCLA2	19.2631	19.3688	19.439	19.3197	19.2254	19.3145	19.3995	19.3728			4	4	0.138273	0.959689	0.0196104	0.365436
WRAP73	15.0145	14.9794	14.9965	14.7824	15.8273	15.1924	15.3829	15.0033			4	4	1.16103	0.634678	-0.408245	-2.2113
GMPR2	17.2306	17.2659	17.5112	17.3797	17.2216	17.2968	17.5209	17.5502			4	4	0.192551	0.951301	-0.0505118	-0.489492
STX18	16.5391	16.6066	16.8707	16.6077	17.0003	17.1282	16.7921	16.8988			4	4	1.57073	0.571768	-0.298821	-2.91315
DPM3	16.6856	16.4262	16.3952	16.4667	16.6793	16.4662	16.4914	16.1712			4	4	0.125084	0.965009	0.0413718	0.333994
IMPACT	14.2489	13.9993	14.4266	13.7386	14.6684	14.112	13.5884	13.4819			4	4	0.175869	0.950518	0.140664	0.452208
ATXN10	18.7173	18.7075	18.5588	18.7301	18.605	18.6442	18.617	18.6283			4	4	0.638613	0.77496	0.0547876	1.33655
NCDN	17.1627	16.9514	16.7768	17.0335	16.789	16.7347	16.7722	16.8483			4	4	1.22415	0.630953	0.195038	2.31713
TFIP11	16.2068	16.2617	16.146	16.2426	16.0985	16.2746	16.2285	16.2267			4	4	0.0555144	0.989732	0.00718546	0.157515
EPS15L1	18.358	18.216	18.3366	18.3016	18.2957	18.1274	18.2575	18.168			4	4	0.926132	0.699955	0.0908666	1.82048
DNMT3B	13.1153	14.08	13.1525	13.4476	12.4117	12.4745	13.0027	13.3398			4	3	1.05869	0.673189	0.641671	2.04071
ORC3	16.6637	16.4758	16.6691	16.5954	16.8737	16.7549	16.5177	16.4427			4	4	0.16152	0.95303	-0.0462499	-0.41956
SAE1	19.2844	19.3604	19.2498	19.2962	19.2509	19.366	19.3571	19.4465			4	4	0.583021	0.796839	-0.0574331	-1.24019
COPG2	18.2802	18.065	18.147	18.0345	18.4433	18.236	18.0849	18.2311			4	4	0.60251	0.787203	-0.117097	-1.27413
PI4KB	17.0798	17.0067	17.022	16.9923	17.121	17.187	16.839	17.0229			4	4	0.0796529	0.981126	-0.0172682	-0.22099
COMMD3	16.5182	16.5105	16.6471	16.6302	17.167	17.0721	16.722	16.2616			4	4	0.504131	0.833979	-0.229161	-1.10065
GNG12	19.1849	18.9002	18.9841	19.0204	18.9409	18.8791	19.15	19.3106			4	4	0.158676	0.953244	-0.0477252	-0.413023
RABL2A	15.0034	15.1272	15.3286	15.0075	15.608	15.4937	15.7875	14.7463			4	3	0.566178	0.81054	-0.29218	-1.2107
RABL2B	15.0034	15.1272	15.3286	15.0075	15.608	15.4937	15.7875	14.7463			4	3	0.566178	0.81054	-0.29218	-1.2107
MTRR	14.5933	14.796	14.7386	15.0734	14.7483	14.92	14.6092	14.8695			4	4	0.0385161	0.990789	0.0135694	0.111137
UXT	17.2821	17.2213	17.4038	17.5344	17.2883	17.5835	17.3939	17.4533			4	4	0.31646	0.911094	-0.0693755	-0.748339
ASH2L	17.2977	17.2372	17.4821	17.4513	17.097	17.4352	17.5537	17.3027			4	4	0.0617528	0.986965	0.0199218	0.174176
DHCR7	18.1644	18.3401	18.4646	18.3657	18.242	18.411	18.5235	18.4967			4	4	0.421456	0.87221	-0.0846009	-0.949733
HDAC6	14.7967	14.9551	15.5476	15.0763	16.3596	16.1476	15.2668	14.5651			4	4	0.505997	0.832485	-0.490804	-1.104
SPAST	14.3101	14.6331	14.4687	14.4941	14.3071	14.5959	14.6055	14.93			4	4	0.409709	0.87962	-0.133105	-0.927808
METTL1	17.7604	17.5359	17.7383	17.5856	17.6942	17.8779	17.6783	17.6915			4	4	0.503169	0.833212	-0.0804057	-1.09893
GULP1	16.2308	16.3634	16.1745	16.4212	16.4227	17.1182	16.2082	16.3071			4	4	0.455469	0.856059	-0.216564	-1.0125
VPS29	18.8394	18.6587	18.6263	18.5338	18.9972	18.8063	18.6512	18.6372			4	4	0.463381	0.851673	-0.108443	-1.02696
EIF3K	19.668	19.5938	19.4186	19.6633	19.6168	19.6027	19.3046	19.5327			4	4	0.328849	0.906403	0.0717411	0.772808
GRHPR	18.7359	18.6636	18.8509	18.8862	18.801	18.8106	18.9561	18.8637			4	4	0.548524	0.814052	-0.0737185	-1.17962
CTSZ	16.35	16.8986	16.6799	16.8137	16.314	16.7169	17.0757	17.0826			4	4	0.202457	0.94963	-0.111763	-0.511311
RPS6KB2	15.0766	15.1256	15.2628	15.3215	14.9402	15.0077	14.8915	14.6983			4	4	1.92216	0.52896	0.312184	3.55752
DNAJB11	18.8214	18.896	19.0231	19.0358	18.8093	19.0428	18.9877	18.9975			4	4	0.0749415	0.980865	-0.015223	-0.208805
RNF14	18.0997	18.2331	18.4626	18.2925	18.3597	18.0388	18.0254	18.0167			4	4	0.699964	0.753747	0.161832	1.44144
UBA2	20.3119	20.2302	20.3732	20.3227	20.2464	20.3622	20.3971	20.4297			4	4	0.444487	0.859994	-0.0493393	-0.992347
FAM8A1	15.7958	16.0461	15.8396	15.9371	15.6934	15.6784	15.7774	15.7033			4	4	1.73105	0.568356	0.191517	3.20103
MORF4L1	17.4795	17.2548	16.7449	17.116	17.392	17.2529	16.7965	16.8468			4	4	0.135772	0.961379	0.0767207	0.359516
NXF1	18.4212	18.4426	18.4211	18.3273	18.4379	18.4706	18.4018	18.4424			4	4	0.557588	0.810405	-0.0351233	-1.1956
SEL1L	16.0044	16.2051	16.2136	16.1285	16.2057	16.3448	16.3384	16.3939			4	4	1.56406	0.570712	-0.182813	-2.90137
B4GALT7	15.4337	14.8219	15.3823	14.6735	15.2811	15.0485	15.0967	14.9092			4	4	0.00973952	1	-0.00602698	-0.028976
PEF1	17.3675	17.4547	17.1854	17.0852	18.3421	17.5956	17.1978	17.3886			4	4	0.648754	0.775098	-0.357861	-1.35398
ZMYM2	17.3667	17.5604	17.6114	17.3448	17.5042	17.6343	17.5452	17.5765			4	4	0.614341	0.784825	-0.094214	-1.29465
COPS7A	17.0119	17.2482	17.1562	17.315	16.9969	17.3016	17.3839	17.3167			4	4	0.252504	0.934443	-0.0669713	-0.61829
CLIP2	17.0471	16.8332	16.8278	16.8311	17.1363	16.9607	16.9277	17.0612			4	4	0.9711	0.685648	-0.136654	-1.89519
UQCR10	18.9502	18.5644	18.5289	18.7542	18.7041	18.5178	18.5063	18.7479			4	4	0.290598	0.918958	0.0804362	0.696545
MTFP1	16.3363	16.3745	16.13	16.2446	16.4335	16.5066	16.156	16.8445			4	4	0.681177	0.75842	-0.213801	-1.40946
TJP2	19.7554	19.9041	19.9509	19.8679	19.6453	19.8329	19.8679	19.8971			4	4	0.360968	0.893514	0.0587831	0.835296
DNAJB4	15.9935	15.5854	15.4361	15.4429	16.4961	16.4449	15.6267	15.8814			4	4	1.02672	0.682378	-0.497802	-1.98756
MALT1	16.0717	16.0954	16.097	16.1276	16.2679	16.2946	16.3183	16.2244			4	4	3.59873	0.444	-0.178362	-7.69699
CFDP1	16.8737	16.7836	16.5878	16.4272	16.8334	16.6625	16.6401	16.7728			4	4	0.214392	0.944386	-0.0591078	-0.537302
ZNF629	16.6975	16.446	16.346	16.2299	16.5304	16.6705	16.0172	16.4802			4	4	0.0102184	1	0.00525999	0.0303843
DAXX	16.2475	16.1658	16.1369	15.9509	16.3196	16.5548	16.1359	16.0249			4	4	0.456055	0.85689	-0.133528	-1.01357
FTSJ1	16.7503	16.8356	16.8602	17.1524	16.7546	17.0231	16.9432	16.9663			4	4	0.0757963	0.981345	-0.022172	-0.211023
VTI1B	16.8594	16.9162	16.8607	16.8692	16.7727	16.8145	16.8741	16.9005			4	4	0.519072	0.824375	0.0359259	1.12737
STK39	18.1848	18.1503	18.0811	17.8226	18.3916	18.2549	17.9121	17.9468			4	4	0.181914	0.950694	-0.0666332	-0.465799
ADD3	18.2149	18.0922	18.3969	18.1849	18.3243	18.0948	18.3601	18.3273			4	4	0.251163	0.935715	-0.0543957	-0.615489
LRWD1	17.1389	16.9311	17.172	17.22	17.1078	16.8816	17.0478	17.0384			4	4	0.565062	0.809908	0.0966063	1.20874
CNOT8	15.8352	16.3062	15.959	16.0832	15.9791	16.3298	16.279	15.8471			4	4	0.15664	0.953539	-0.0628355	-0.40833
C19orf25	16.0632	15.971	16.4279	16.3707	16.5724	16.49	16.194	16.086			4	4	0.336283	0.903192	-0.127422	-0.787388
NIPSNAP3A	16.6672	16.6005	16.5701	16.4647	16.6177	16.56	16.5048	16.7393			4	4	0.176972	0.950624	-0.0298181	-0.454694
CGGBP1	16.7935	17.1959	16.8972	16.7223	16.9739	16.8259	16.7961	16.756			4	4	0.225278	0.94173	0.0642529	0.560735
PISD	18.2994	18.4463	18.5725	18.543	18.1792	18.3169	18.6174	18.1369			4	4	0.573318	0.804059	0.152692	1.22322
ABCF2	18.6214	18.6108	18.4575	18.6922	18.5132	18.5331	18.3974	18.3906			4	4	1.15826	0.634091	0.13692	2.20668
SLC23A2	15.8179	15.0063	15.4586	15.3186	15.433	15.0817	15.1809	15.2219			4	4	0.410954	0.87927	0.170959	0.930139
TES	19.4987	19.6186	19.6291	19.5228	19.4282	19.5003	19.5794	19.7232			4	4	0.0465606	0.989428	0.00950766	0.13327
PRKAG2	14.9809	14.8173	15.5102	15.3723	16.3297	15.1437	15.2502	14.053			4	4	0.0164836	0.9997	-0.0239878	-0.0486772
TUBGCP4	16.5697	16.4036	16.6462	16.4647	16.9925	16.7884	16.5864	16.263			4	4	0.357983	0.893536	-0.136527	-0.829542
STAP2	15.3238	15.2159	15.4272	15.3809	15.1706	16.0649	15.4498	15.678			4	4	0.620612	0.78047	-0.253869	-1.3055
KDM5B	15.9239	14.1253	16.1416	15.8729	15.0639	15.2314	15.6915	15.6874			4	4	0.070476	0.983164	0.0973735	0.197168
WARS2	15.5553	15.9295	15.6067	15.789	15.9248	15.944	16.3077	15.9936			4	4	1.38926	0.585008	-0.322398	-2.59734
PARP2	18.3582	18.0877	18.2288	18.3003	18.3697	18.2625	18.0597	18.2467			4	4	0.036245	0.991297	0.00911045	0.104826
LIMD1	15.3907	15.295	15.62	15.6843	15.164	15.3373	15.5129	15.7717			4	4	0.119493	0.968262	0.0510306	0.320491
SEC63	17.8863	17.8186	17.796	17.856	17.9441	17.9319	17.9548	17.9552			4	4	2.68629	0.387862	-0.107303	-5.17754
ZC3H7B	16.3173	16.3586	16.1848	16.4733	16.177	16.39	16.3049	16.3242			4	4	0.180838	0.949702	0.0344615	0.463387
TCF20	15.2401	15.4858	15.553	15.6122	15.6106	15.3094	15.6217	15.6748			4	4	0.291876	0.918348	-0.0813332	-0.699129
HMGXB4	13.8038	14.2041	15.0008	13.6605	15.1863	14.7518	14.3215	13.9978			4	4	0.449356	0.858869	-0.397054	-1.00129
NDRG3	17.8576	17.9339	17.8088	17.8996	17.9368	17.9107	17.9279	17.8646			4	4	0.511861	0.82902	-0.0350299	-1.1145
APOBEC3B	18.5431	18.3229	18.1792	18.4081	18.4531	18.3911	18.1691	18.2797			4	4	0.155663	0.954028	0.0400925	0.406073
ARMCX3	16.665	16.7678	16.9785	16.6276	16.5548	16.4691	16.3819	16.7601			4	4	0.993726	0.682585	0.218255	1.93276
SWAP70	16.9722	17.1637	17.1101	17.1001	16.9028	16.9919	17.1253	17.1822			4	4	0.187561	0.950784	0.0360022	0.478413
SUN2	17.9942	17.9142	17.9096	17.9765	18.1674	18.0231	17.9321	17.9412			4	4	0.531462	0.819786	-0.0673289	-1.14942
RSL24D1	17.8954	17.1938	17.0869	17.2964	17.0687	17.3414	17.1429	17.713			4	4	0.0805127	0.980055	0.0516257	0.223203
LAMTOR3	18.918	18.9994	19.0868	19.1265	19.0278	19.1634	19.0822	18.7837			4	4	0.0698345	0.982427	0.0183892	0.195489
LIMA1	20.1822	20.1929	20.1925	20.2066	20.2199	20.1298	20.1635	20.2685			4	4	0.0206461	0.997146	-0.00188351	-0.0606955
AFF4	16.1478	16.1881	15.9992	16.2276	15.9479	16.1214	15.7642	16.0941			4	4	0.826631	0.717188	0.158774	1.65472
SRP68	18.5212	18.5454	18.5945	18.5581	18.58	18.6057	18.5964	18.5543			4	4	0.759893	0.741785	-0.0292745	-1.5428
MKRN1	15.0389	14.918	15.0204	14.1818	15.1445	14.9214	14.9705	14.565			4	4	0.181525	0.950634	-0.110576	-0.464927
CHORDC1	18.9463	19.0844	19.1732	19.2792	18.957	19.1632	19.2243	19.1431			4	4	0.00408528	1	-0.00111341	-0.0122316
TBK1	16.169	16.2415	16.1388	16.1506	16.1523	16.2676	16.2119	16.3004			4	4	0.708516	0.754921	-0.0580635	-1.45597
SEPT9	21.004	20.9932	20.9621	21.0002	21.0343	21.0818	21.1032	21.0897			4	4	2.57829	0.422	-0.0873871	-4.92606
UBQLN2	16.1365	15.9685	16.1136	16.3075	16.2135	16.1899	16.2264	16.0401			4	4	0.170433	0.951932	-0.0359664	-0.439905
PCYOX1	19.7206	19.5491	19.6721	19.5197	19.6887	19.7154	19.6232	19.6023			4	4	0.323942	0.905421	-0.0420122	-0.763142
DDX20	17.2626	17.3332	17.2589	17.2248	17.3083	17.2535	17.206	17.1875			4	4	0.384617	0.888193	0.0310917	0.880505
AMACR	15.2987	14.7757	15.1156	14.8432	15.0103	14.845	15.0946	14.576			4	4	0.322496	0.906326	0.126814	0.760286
DPP7	17.6495	17.5241	17.4555	17.3702	17.8379	17.7196	17.4728	17.4219			4	4	0.438451	0.863562	-0.113259	-0.981225
TMEM2	18.1335	18.2076	18.2072	18.186	18.1504	18.1435	18.1277	18.1263			4	4	1.35066	0.593147	0.0466003	2.53132
USP25	15.3095	15.7818	15.6202	14.9371	15.2962	14.7712	15.2519	14.9313			4	4	0.765261	0.735608	0.349503	1.55183
BCAP29	15.3861	16.1579	15.5223	15.8588	15.5715	15.6626	15.5922	15.484			4	4	0.377483	0.891127	0.153709	0.866935
CYB5R1	17.5504	17.4915	17.3592	17.2299	17.4292	17.5587	17.4537	17.3142			4	4	0.134895	0.961282	-0.0312204	-0.357437
BAIAP2L1	18.8461	18.9708	18.8185	18.9078	18.8319	18.8547	18.7474	18.8131			4	4	0.916109	0.702594	0.074019	1.80382
SAP30BP	18.3272	18.3618	18.1116	18.2773	18.0969	18.2382	17.9787	18.1614			4	4	0.993259	0.681819	0.150697	1.93199
ZNHIT2	15.872	16.1606	16.0644	16.0547	16.1281	16.0858	16.0679	16.1874			4	4	0.562992	0.810061	-0.0793629	-1.20511
MED13	15.9107	15.5681	15.8122	15.7353	15.9738	15.6759	15.9007	15.505			4	4	0.0190301	0.998728	-0.00724149	-0.0560422
PFDN2	19.694	19.9738	19.6777	19.879	19.8756	19.808	19.8218	19.788			4	4	0.0838013	0.978838	-0.0172696	-0.23164
GPN3	15.4948	15.6981	15.5071	15.7458	17.0661	16.9297	16.7401	16.2199			4	4	2.91544	0.327	-1.12748	-5.74037
SLC12A6	15.0962	14.472	14.3314	14.3257	14.6881	14.4602	14.7207	14.3288			4	4	0.0112749	1	0.00688672	0.0334867
PUF60	19.6162	19.6599	19.5834	19.6526	19.6281	19.6663	19.6896	19.7384			4	4	0.919457	0.701276	-0.0525713	-1.80939
NRBP1	17.8094	17.5814	17.557	17.7441	17.8906	17.6483	17.6635	17.5035			4	4	0.0117508	1	-0.00352049	-0.0348816
ENOPH1	18.4091	18.1882	18.1384	18.1266	18.3796	18.3992	18.328	18.3565			4	4	1.16732	0.639023	-0.150229	-2.22183
NDUFA12	18.0249	17.8358	18.1413	17.768	18.0365	17.9485	18.0617	17.9461			4	4	0.250538	0.935584	-0.0557365	-0.614181
EIF2B4	17.8223	17.9418	17.8246	17.94	17.6632	17.8258	17.878	17.8378			4	4	0.6697	0.767771	0.0809436	1.38986
ATP6V1H	17.5985	17.5201	17.5165	17.5367	17.6093	17.5728	17.5177	17.4507			4	4	0.0472087	0.989727	0.00532627	0.135039
RABAC1	17.8544	18.0388	17.4634	17.8551	17.6451	17.595	17.8037	17.7364			4	4	0.35875	0.895133	0.107897	0.831022
TAGLN3	17.2512	17.7428	16.3449	16.6269	16.1578	17.1472	16.9284	17.4713			4	4	0.0546678	0.989161	0.0652375	0.15524
IPO11	17.4315	17.3332	17.55	17.4219	17.6242	17.4882	17.3487	17.3845			4	4	0.135002	0.961529	-0.0272408	-0.357691
TRMT112	19.7223	19.527	19.5111	19.4406	19.7758	19.8567	19.6283	19.4954			4	4	0.667072	0.768325	-0.138836	-1.38537
SCN11A	21.9489	21.8953	21.7308	21.6381	22.0301	21.7281	21.6638	21.7187			4	4	0.0583367	0.987234	0.0181227	0.165076
XPO7	19.2745	19.3139	19.287	19.2559	19.3331	19.3165	19.2787	19.2657			4	4	0.334797	0.904828	-0.0156231	-0.784479
LCMT1	17.3168	17.3112	17.2941	17.1584	17.4689	17.3817	17.1597	17.2542			4	4	0.239033	0.935941	-0.0459805	-0.589994
VPS51	16.4751	16.5084	16.5962	16.499	16.7363	16.6211	16.5467	16.4015			4	4	0.320824	0.909141	-0.0567412	-0.756983
BAZ2A	16.2189	16.1446	16.2866	16.3818	15.9909	16.0851	16.1345	16.2808			4	4	0.863069	0.720807	0.135112	1.71554
BAZ1B	18.1204	17.9157	17.9475	18.0541	17.8854	17.8746	17.9139	18.015			4	4	0.749495	0.745273	0.0872173	1.52528
AK3	19.4132	19.4446	19.3541	19.2965	19.5072	19.2198	19.3053	19.3159			4	4	0.235057	0.937715	0.0400858	0.581577
SCOC	16.8692	16.7876	17.2948	16.7341	17.8365	17.6268	17.1187	16.94			4	4	0.953552	0.686481	-0.459085	-1.86604
LNPEP	18.569	18.6222	18.6054	18.633	18.6045	18.5132	18.6212	18.6936			4	4	0.00613396	1	-0.000726223	-0.018323
MBD1	14.9736	14.6428	15.3733	15.2264	14.8332	15.3466	15.5054	16.0248			4	3	0.602983	0.78673	-0.373502	-1.27495
CNOT7	16.9466	16.7182	16.8995	17.0948	17.0118	16.8231	17.0212	16.8557			4	4	0.0495803	0.990095	-0.0131884	-0.141492
RABGEF1	16.3869	16.3163	15.9602	16.1388	16.1933	16.1533	16.2338	16.112			4	4	0.101777	0.976332	0.027457	0.276987
NAGK	19.5969	19.4664	19.7234	19.6954	19.5822	19.6615	19.8194	19.5615			4	4	0.166722	0.951172	-0.0355811	-0.43146
HACL1	17.3898	17.3919	17.4577	17.259	17.3894	17.3739	17.333	17.5709			4	4	0.257497	0.930779	-0.0422292	-0.62869
TRMT6	17.6602	17.7229	17.89	17.9231	17.711	17.8075	17.8164	17.8107			4	4	0.0657094	0.984547	0.0126548	0.184648
HOOK1	16.5326	16.5648	16.5653	16.5484	16.326	16.3465	16.402	16.7475			4	4	0.439361	0.862061	0.0972633	0.982904
SH3BGRL2	19.6038	19.6673	19.8617	19.9724	19.671	19.7997	20.0727	19.787			4	4	0.182619	0.950395	-0.0563297	-0.467377
RASAL2	13.9175	13.6134	13.1356	13.8715	13.0035	12.7473	12.3383	12.3912			4	1	2.2737	0.516873	1.0144	4.25939
TSR3	16.7295	16.5632	15.965	16.5188	16.112	16.2344	16.3431	16.1585			4	4	0.639466	0.776048	0.232169	1.33801
ERRFI1	16.1585	15.7972	16.5468	16.1967	16.3244	16.56	16.9091	16.9059			4	4	1.26671	0.612534	-0.500079	-2.38884
SLC25A13	19.6297	19.5833	19.716	19.6265	19.6928	19.6521	19.6818	19.6445			4	4	0.427483	0.867044	-0.0289521	-0.960932
DBNL	18.4178	18.5594	18.4796	18.468	18.2479	18.5546	18.5538	18.574			4	4	0.0056479	1	-0.00141239	-0.0168803
DDX41	17.9332	17.9554	17.9454	17.9741	18.0073	17.9352	18.0033	18.0015			4	4	0.914864	0.702691	-0.0347781	-1.80175
DCTN4	17.1357	17.02	17.14	17.2023	17.0711	17.0665	17.2486	17.1443			4	4	0.0498316	0.990296	-0.00811529	-0.142174
CDC23	17.1103	16.877	17.0229	17.117	17.1066	17.0486	17.0847	17.0014			4	4	0.18459	0.949624	-0.0285096	-0.471787
ANAPC7	16.7462	16.8019	16.7172	16.9379	16.6198	16.843	16.7435	16.6873			4	4	0.524901	0.825671	0.0773964	1.13776
ANAPC5	15.953	15.9819	16.1079	15.9868	16.3023	16.3426	16.1856	16.1073			4	4	1.92023	0.523402	-0.227032	-3.55384
ANAPC4	17.5305	17.6455	17.7061	17.5641	17.9052	17.7234	17.6121	17.4252			4	4	0.201015	0.94956	-0.0549474	-0.508149
ANAPC2	16.2845	16.641	16.1561	16.6504	16.3374	16.3114	16.6329	16.4405			4	4	0.00557166	1	0.00241899	0.0166539
HSPB8	19.1667	18.5489	18.8312	18.9935	18.9073	18.3284	18.4564	18.4847			4	4	0.95898	0.689776	0.340915	1.87506
GGA1	16.0553	16.2527	16.0394	16.1455	16.1785	16.0691	16.1644	16.0167			4	4	0.0933872	0.978014	0.0160036	0.255981
STOML2	19.9224	19.8447	19.9698	19.8708	20.0677	19.9581	20.0119	20.0717			4	4	1.75616	0.569048	-0.125434	-3.247
VPS28	16.5731	16.6197	16.5208	16.5889	16.7692	16.7369	16.6537	16.702			4	4	2.31085	0.503538	-0.139831	-4.33756
LSM7	18.0434	18.1656	17.9932	17.7953	17.984	17.9918	17.8986	17.8787			4	4	0.313415	0.910711	0.0611062	0.742291
ING1	14.559	15.4582	15.5741	15.4509	16.1817	16.1703	15.4919	15.0691			4	4	0.616524	0.784275	-0.467712	-1.29843
CCNL1	15.7582	16.0217	15.9122	15.9396	16.1062	16.0944	16.0552	16.0933			4	4	1.72674	0.569275	-0.179361	-3.19317
DBR1	16.8955	17.3684	17.1405	17.1018	17.0596	16.9903	17.1545	17.2224			4	4	0.064342	0.985532	0.0198393	0.181037
FAM208A	16.6106	16.498	16.7716	16.2393	16.9776	16.6657	16.4059	16.1184			4	4	0.0190381	0.998883	-0.0120397	-0.0560655
HN1	21.4347	21.3986	21.3895	21.5065	21.4676	21.3965	21.3411	21.2149			4	4	0.614794	0.785359	0.077292	1.29543
USP21	18.9455	19.1812	19.4056	19.0085	19.0745	19.1612	19.1798	19.0846			4	4	0.0329726	0.992707	0.0101781	0.0956826
FBXO9	14.8619	15.0682	14.6961	15.3878	15.3202	14.7157	14.4113	14.1882			4	4	0.560113	0.809099	0.344657	1.20004
FBXO3	14.6582	14.2232	14.6929	14.7684	14.6874	14.3525	14.9523	14.2849			4	4	0.0284152	0.993595	0.0163987	0.0828496
PTBP2	19.5571	19.9269	19.6638	19.5779	20.1564	20.1921	19.9143	19.6641			4	4	1.04252	0.674684	-0.300334	-2.01382
FBXW11	15.3255	16.0477	15.3752	15.746	15.7314	15.5623	15.9427	16.268			4	4	0.508443	0.830421	-0.252524	-1.10838
BTRC	15.3255	16.0477	15.3752	15.746	15.7314	15.5623	15.9427	16.268			4	4	0.508443	0.830421	-0.252524	-1.10838
MRTO4	19.4531	19.6726	19.4863	19.5663	19.4836	19.6103	19.4673	19.3583			4	4	0.400453	0.883441	0.0646868	0.910435
TNIK	16.2664	16.3625	16.2847	16.2073	16.1623	16.2237	16.3056	16.3578			4	4	0.124598	0.964896	0.0179186	0.332823
CPSF3	18.6947	18.7151	18.766	18.7722	18.5813	18.6899	18.7443	18.7993			4	4	0.27365	0.923179	0.033278	0.662035
APPL1	17.4136	17.2663	17.3503	17.3193	17.3454	17.2111	17.2978	17.2093			4	4	0.775587	0.729838	0.0714917	1.56919
TLK1	15.4479	14.7138	15.1466	15.0864	15.8881	15.0639	14.5592	14.644			4	4	0.0626595	0.986322	0.0598891	0.176582
GPATCH8	15.6621	15.9369	15.8049	15.8266	15.734	15.8681	15.8389	15.7269			4	4	0.0847089	0.978547	0.0156751	0.233961
PARP4	17.8016	17.6163	17.4926	17.6594	18.0036	17.6913	17.5949	17.5411			4	4	0.214469	0.944457	-0.065289	-0.53747
NXT1	17.1179	17.5609	17.6137	17.8312	17.8336	17.604	17.7933	17.6235			4	4	0.524965	0.825883	-0.182692	-1.13787
NUDT5	19.7206	19.608	19.7104	19.7191	19.6538	19.6607	19.7428	19.7977			4	4	0.220603	0.941653	-0.0242257	-0.550703
RCOR1	17.2372	17.1405	17.2163	17.2454	17.2404	17.2961	17.1707	17.3238			4	4	0.535767	0.818747	-0.0479031	-1.15706
MAN1B1	15.9633	15.5534	15.8012	15.5751	16.8437	16.4668	15.9814	15.537			4	4	0.798631	0.723858	-0.483954	-1.60786
RALY	20.3716	20.5673	20.3417	20.3078	20.3342	20.4652	20.3304	20.471			4	4	0.0150945	0.999045	-0.00313377	-0.0446427
GTF3C4	18.2288	18.2071	18.2273	18.2417	18.2315	18.3042	18.332	18.3394			4	4	1.58977	0.592066	-0.0755653	-2.94687
C14orf1	17.1582	17.595	17.2807	17.2773	17.1476	17.3471	17.3567	17.2401			4	4	0.206159	0.9479	0.054935	0.519408
PACSIN3	16.8489	16.8413	16.9281	16.9111	16.5602	16.7653	16.9004	16.974			4	4	0.385117	0.887898	0.0823636	0.881456
FBXO5	13.3029	13.7372	13.2805	13.625	13.1888	13.2464	12.9815	12.8463			4	4	1.53529	0.559178	0.420637	2.85071
ACAD8	16.3282	16.4416	16.4621	16.1436	16.2664	16.3318	16.3011	16.2021			4	4	0.383299	0.887528	0.0685611	0.878003
ACIN1	19.3004	19.305	19.353	19.3354	19.2485	19.2799	19.3403	19.3355			4	4	0.383633	0.887902	0.0224395	0.878638
AMFR	17.363	17.1563	17.0509	17.0722	17.4641	16.4774	16.6324	16.5365			4	4	0.78456	0.726623	0.38302	1.58426
AGO2	17.7683	17.676	17.8	17.8396	17.7277	17.7652	17.7543	17.7537			4	4	0.234579	0.937755	0.0207524	0.580563
NUP50	19.4787	19.6462	19.5164	19.6786	19.5002	19.5139	19.4431	19.6025			4	4	0.506947	0.831679	0.0650034	1.1057
CDV3	19.39	19.5047	19.5116	19.6842	19.3468	19.3935	19.5632	19.3475			4	4	0.665698	0.767927	0.109895	1.38302
CNOT11	17.3577	17.092	17.2686	17.286	17.1612	17.1009	17.1832	17.1135			4	4	0.953326	0.686108	0.111359	1.86567
INTS6	16.2355	16.003	16.0782	16.1205	16.1575	16.1005	16.1274	16.0734			4	4	0.0357587	0.991395	-0.00536251	-0.103471
BAG5	17.3855	17.3898	17.3391	17.3546	17.6103	17.6168	17.5046	17.5149			4	4	3.01071	0.398571	-0.194328	-5.98692
AGO1	18.2	18.2425	18.1153	18.2788	18.4052	18.3363	18.33	18.2302			4	4	1.21907	0.628572	-0.11628	-2.3086
RAB21	18.9808	19.0647	18.8329	18.9674	19.046	19.0811	19.0052	19.0378			4	4	0.799425	0.724038	-0.0811367	-1.60919
